Manufacturer,Model,Technology,Message,Parameters,Nser
Jinko Solar Co._ Ltd,JKM345N-60H-MBB-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 isc=10.7 imp=10.27 beta_voc=-0.131138 voc=40.6 alpha_isc=0.004066 gamma_pmp=-0.469 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM350M-60HL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.3 isc=11 imp=10.2 beta_voc=-0.127512 voc=41.4 alpha_isc=0.00517 gamma_pmp=-0.393 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM350M-60HL-Q,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.3 imp=10.2 isc=11 voc=41.4 alpha_isc=0.00781 beta_voc=-0.133308 gamma_pmp=-0.387 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM350M-6TL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.1 imp=10.59 isc=11.4 voc=39.7 alpha_isc=0.006042 beta_voc=-0.110366 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM350M-6TL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.7 imp=10.4 isc=11.11 voc=40.3 alpha_isc=0.0075548 beta_voc=-0.117676 gamma_pmp=-0.375 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM350M-6TL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.1 imp=10.59 isc=11.4 voc=39.7 alpha_isc=0.0057 beta_voc=-0.111557 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM350N-60H-MBB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.7 imp=10.38 isc=10.76 voc=40.7 alpha_isc=0.0040888 beta_voc=-0.125356 gamma_pmp=-0.443 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM350N-60H-MBB-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.7 imp=10.38 isc=10.76 voc=40.7 alpha_isc=0.0040888 beta_voc=-0.131461 gamma_pmp=-0.469 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM355M-6TL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 imp=10.71 isc=11.52 voc=39.8 alpha_isc=0.0061056 beta_voc=-0.110644 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM355M-6TL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 imp=10.5 isc=11.21 voc=40.4 alpha_isc=0.0076228 beta_voc=-0.117968 gamma_pmp=-0.375 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM355M-6TL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 imp=10.71 isc=11.52 voc=39.8 alpha_isc=0.00576 beta_voc=-0.111838 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM360M-6TL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 imp=10.83 isc=11.64 voc=39.9 alpha_isc=0.0061692 beta_voc=-0.110922 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM360M-6TL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34 imp=10.6 isc=11.31 voc=40.6 alpha_isc=0.0076908 beta_voc=-0.118552 gamma_pmp=-0.375 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM360M-6TL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 imp=10.83 isc=11.64 voc=39.9 alpha_isc=0.00582 beta_voc=-0.112119 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM365M-6TL3,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.3 imp=10.95 isc=11.76 voc=40 alpha_isc=0.0062328 beta_voc=-0.1112 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM365M-6TL3-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.1 imp=10.7 isc=11.41 voc=40.7 alpha_isc=0.0077588 beta_voc=-0.118844 gamma_pmp=-0.375 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM365M-6TL3-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.3 imp=10.95 isc=11.76 voc=40 alpha_isc=0.00588 beta_voc=-0.1124 gamma_pmp=-0.374 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM415M-6TL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 imp=12.5 isc=13.43 voc=40.6 alpha_isc=0.0060435 beta_voc=-0.120988 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM415M-6TL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 imp=12.5 isc=13.43 voc=40.6 alpha_isc=0.0060435 beta_voc=-0.120988 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM420M-60HL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.3 imp=12.61 isc=13.49 voc=40.7 alpha_isc=0.006745 beta_voc=-0.123728 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM420M-60HL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.3 imp=12.61 isc=13.49 voc=40.7 alpha_isc=0.006745 beta_voc=-0.123728 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM420M-6TL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.3 imp=12.61 isc=13.49 voc=40.7 alpha_isc=0.0060705 beta_voc=-0.121286 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM420M-6TL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.3 imp=12.61 isc=13.49 voc=40.7 alpha_isc=0.0060705 beta_voc=-0.121286 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM425M-60HL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=12.72 isc=13.55 voc=40.8 alpha_isc=0.006775 beta_voc=-0.124032 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM425M-60HL4-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.1 imp=12.48 isc=13.24 voc=40.8 alpha_isc=0.0078116 beta_voc=-0.119952 gamma_pmp=-0.378 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM425M-60HL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=12.72 isc=13.55 voc=40.8 alpha_isc=0.006775 beta_voc=-0.124032 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM425M-6TL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=12.72 isc=13.55 voc=40.8 alpha_isc=0.0060975 beta_voc=-0.121584 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM425M-6TL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.4 imp=12.72 isc=13.55 voc=40.8 alpha_isc=0.0060975 beta_voc=-0.121584 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM430M-60HL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.5 imp=12.83 isc=13.61 voc=40.9 alpha_isc=0.006805 beta_voc=-0.124336 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM430M-60HL4-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.2 imp=12.56 isc=13.32 voc=41 alpha_isc=0.0078588 beta_voc=-0.12054 gamma_pmp=-0.378 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM430M-60HL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.5 imp=12.83 isc=13.61 voc=40.9 alpha_isc=0.006805 beta_voc=-0.124336 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM430M-6TL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.5 imp=12.83 isc=13.61 voc=40.9 alpha_isc=0.0061245 beta_voc=-0.121882 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM430M-6TL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.5 imp=12.83 isc=13.61 voc=40.9 alpha_isc=0.0061245 beta_voc=-0.121882 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM435M-60HL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=12.94 isc=13.67 voc=40.9 alpha_isc=0.006835 beta_voc=-0.124336 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM435M-60HL4-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.4 imp=12.64 isc=13.4 voc=41.2 alpha_isc=0.007906 beta_voc=-0.121128 gamma_pmp=-0.378 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM435M-60HL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=12.94 isc=13.67 voc=40.9 alpha_isc=0.006835 beta_voc=-0.124336 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM435M-6TL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=12.94 isc=13.67 voc=40.9 alpha_isc=0.0061515 beta_voc=-0.121882 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM435M-6TL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.6 imp=12.94 isc=13.67 voc=40.9 alpha_isc=0.0061515 beta_voc=-0.121882 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM440M-60HL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.7 imp=13.05 isc=13.73 voc=41 alpha_isc=0.006865 beta_voc=-0.12464 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM440M-60HL4-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.6 imp=12.72 isc=13.48 voc=41.4 alpha_isc=0.0079532 beta_voc=-0.121716 gamma_pmp=-0.378 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM440M-60HL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.7 imp=13.05 isc=13.73 voc=41 alpha_isc=0.006865 beta_voc=-0.12464 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM440M-6TL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.7 imp=13.05 isc=13.73 voc=41 alpha_isc=0.0061785 beta_voc=-0.12218 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM440M-6TL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.7 imp=13.05 isc=13.73 voc=41 alpha_isc=0.0061785 beta_voc=-0.12218 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM445M-60HL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 imp=13.16 isc=13.79 voc=41.1 alpha_isc=0.006895 beta_voc=-0.124944 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM445M-60HL4-B,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.8 imp=12.8 isc=13.56 voc=41.5 alpha_isc=0.0080004 beta_voc=-0.12201 gamma_pmp=-0.378 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM445M-60HL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 imp=13.16 isc=13.79 voc=41.1 alpha_isc=0.006895 beta_voc=-0.124944 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM445M-6TL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 imp=13.16 isc=13.79 voc=41.1 alpha_isc=0.0062055 beta_voc=-0.122478 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM445M-6TL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.8 imp=13.16 isc=13.79 voc=41.1 alpha_isc=0.0062055 beta_voc=-0.122478 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM450M-60HL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.9 imp=13.27 isc=13.85 voc=41.2 alpha_isc=0.006925 beta_voc=-0.125248 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM450M-60HL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.9 imp=13.27 isc=13.85 voc=41.2 alpha_isc=0.006925 beta_voc=-0.125248 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM450M-6TL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.9 imp=13.27 isc=13.85 voc=41.2 alpha_isc=0.0062325 beta_voc=-0.122776 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM450M-6TL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.9 imp=13.27 isc=13.85 voc=41.2 alpha_isc=0.0062325 beta_voc=-0.122776 gamma_pmp=-0.403 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM455M-60HL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.1 imp=13.36 isc=13.93 voc=41.3 alpha_isc=0.006965 beta_voc=-0.125552 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM455M-60HL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.1 imp=13.36 isc=13.93 voc=41.3 alpha_isc=0.006965 beta_voc=-0.125552 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM460M-60HL4,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.2 imp=13.45 isc=14.01 voc=41.5 alpha_isc=0.007005 beta_voc=-0.12616 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
Jinko Solar Co._ Ltd,JKM460M-60HL4-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.2 imp=13.45 isc=14.01 voc=41.5 alpha_isc=0.007005 beta_voc=-0.12616 gamma_pmp=-0.397 n_ser=20 t_ref=25 },20
SunSpark Technology Inc.,SST-300M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.25 isc=9.78 imp=9.33 beta_voc=-0.091148 voc=39.82 alpha_isc=0.00289488 gamma_pmp=-0.3116 n_ser=20 t_ref=25 },20
SunSpark Technology Inc.,SST-300MB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.3 isc=9.78 imp=9.33 beta_voc=-0.11542 voc=39.8 alpha_isc=0.0084108 gamma_pmp=-0.39 n_ser=20 t_ref=25 },20
SunSpark Technology Inc.,SST-305M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.4 isc=9.89 imp=9.44 beta_voc=-0.0916 voc=40 alpha_isc=0.002967 gamma_pmp=-0.312 n_ser=20 t_ref=25 },20
SunSpark Technology Inc.,SST-305MB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.4 isc=9.89 imp=9.44 beta_voc=-0.116 voc=40 alpha_isc=0.0085054 gamma_pmp=-0.39 n_ser=20 t_ref=25 },20
SunSpark Technology Inc.,SST-310M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.5 isc=10.1 imp=9.56 beta_voc=-0.091829 voc=40.1 alpha_isc=0.00303 gamma_pmp=-0.312 n_ser=20 t_ref=25 },20
SunSpark Technology Inc.,SST-310MB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.5 isc=10.1 imp=9.56 beta_voc=-0.11629 voc=40.1 alpha_isc=0.008686 gamma_pmp=-0.39 n_ser=20 t_ref=25 },20
SunSpark Technology Inc.,SST-315M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.6 isc=10.21 imp=9.67 beta_voc=-0.092058 voc=40.2 alpha_isc=0.003063 gamma_pmp=-0.312 n_ser=20 t_ref=25 },20
SunSpark Technology Inc.,SST-315MB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.6 isc=10.21 imp=9.67 beta_voc=-0.11658 voc=40.2 alpha_isc=0.0087806 gamma_pmp=-0.39 n_ser=20 t_ref=25 },20
SunSpark Technology Inc.,SST-320M,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.7 isc=10.32 imp=9.78 beta_voc=-0.092287 voc=40.3 alpha_isc=0.003096 gamma_pmp=-0.312 n_ser=20 t_ref=25 },20
SunSpark Technology Inc.,SST-320MB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.7 isc=10.32 imp=9.78 beta_voc=-0.11687 voc=40.3 alpha_isc=0.0088752 gamma_pmp=-0.39 n_ser=20 t_ref=25 },20
United Renewable Energy Co._ Ltd.,F6K305H3A,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.4 isc=9.89 imp=9.44 beta_voc=-0.0916 voc=40 alpha_isc=0.002967 gamma_pmp=-0.312 n_ser=20 t_ref=25 },20
United Renewable Energy Co._ Ltd.,F6K310H3A,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.5 isc=10.1 imp=9.56 beta_voc=-0.091829 voc=40.1 alpha_isc=0.00303 gamma_pmp=-0.312 n_ser=20 t_ref=25 },20
United Renewable Energy Co._ Ltd.,F6K315H3A,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.6 isc=10.21 imp=9.67 beta_voc=-0.092058 voc=40.2 alpha_isc=0.003063 gamma_pmp=-0.312 n_ser=20 t_ref=25 },20
United Renewable Energy Co._ Ltd.,F6K320H3A,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.7 isc=10.32 imp=9.78 beta_voc=-0.092287 voc=40.3 alpha_isc=0.003096 gamma_pmp=-0.312 n_ser=20 t_ref=25 },20
Silfab Solar Inc.,SIL290BL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.5 isc=9.72 imp=8.9 beta_voc=-0.106032 voc=37.6 alpha_isc=0.0011664 gamma_pmp=-0.462 n_ser=21 t_ref=25 },21
Silfab Solar Inc.,SIL290BL-W,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.5 isc=9.72 imp=8.9 beta_voc=-0.106032 voc=37.6 alpha_isc=0.0011664 gamma_pmp=-0.462 n_ser=21 t_ref=25 },21
Silfab Solar Inc.,SIL295BL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.8 isc=9.76 imp=8.99 beta_voc=-0.107724 voc=38.2 alpha_isc=0.0011712 gamma_pmp=-0.462 n_ser=21 t_ref=25 },21
Silfab Solar Inc.,SIL295BL-W,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=32.8 isc=9.76 imp=8.99 beta_voc=-0.107724 voc=38.2 alpha_isc=0.0011712 gamma_pmp=-0.462 n_ser=21 t_ref=25 },21
Silfab Solar Inc.,SIL300BL,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33 isc=9.81 imp=9.08 beta_voc=-0.109134 voc=38.7 alpha_isc=0.0011772 gamma_pmp=-0.462 n_ser=21 t_ref=25 },21
Silfab Solar Inc.,SIL300BL-W,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33 isc=9.81 imp=9.08 beta_voc=-0.109134 voc=38.7 alpha_isc=0.0011772 gamma_pmp=-0.462 n_ser=21 t_ref=25 },21
Silfab Solar Inc.,SIL305BL-W,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.2 isc=9.86 imp=9.17 beta_voc=-0.110544 voc=39.2 alpha_isc=0.0011832 gamma_pmp=-0.462 n_ser=21 t_ref=25 },21
Silfab Solar Inc.,SIL310BL-W,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.5 isc=9.9 imp=9.26 beta_voc=-0.112236 voc=39.8 alpha_isc=0.001188 gamma_pmp=-0.462 n_ser=21 t_ref=25 },21
Silfab Solar Inc.,SIL315BL-W,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=33.9 isc=9.95 imp=9.3 beta_voc=-0.113928 voc=40.4 alpha_isc=0.001194 gamma_pmp=-0.462 n_ser=21 t_ref=25 },21
Silfab Solar Inc.,SIL320BL-W,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34 isc=9.99 imp=9.43 beta_voc=-0.11421 voc=40.5 alpha_isc=0.0011988 gamma_pmp=-0.462 n_ser=21 t_ref=25 },21
Silfab Solar Inc.,SIL325BL-W,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34 isc=10.05 imp=9.58 beta_voc=-0.117594 voc=41.7 alpha_isc=0.001206 gamma_pmp=-0.462 n_ser=21 t_ref=25 },21
Silfab Solar Inc.,SIL330BL-W,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=34.2 isc=10.09 imp=9.63 beta_voc=-0.118158 voc=41.9 alpha_isc=0.0012108 gamma_pmp=-0.462 n_ser=21 t_ref=25 },21
Jinko Solar Co._ Ltd,JKM340M-66HB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.6 isc=10.01 imp=9.3 beta_voc=-0.129928 voc=43.6 alpha_isc=0.0037037 gamma_pmp=-0.372 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM345M-66H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.7 isc=10.27 imp=9.41 beta_voc=-0.135962 voc=43.3 alpha_isc=0.0032864 gamma_pmp=-0.381 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM345M-66HB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.6 isc=10.13 imp=9.42 beta_voc=-0.129928 voc=43.6 alpha_isc=0.0037481 gamma_pmp=-0.372 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM345M-66H-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.8 isc=10.2 imp=9.37 beta_voc=-0.138212 voc=43.6 alpha_isc=0.00663 gamma_pmp=-0.398 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM345M-66H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.7 isc=10.27 imp=9.41 beta_voc=-0.126003 voc=43.3 alpha_isc=0.0033891 gamma_pmp=-0.376 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM350M-66H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.8 imp=9.52 isc=10.34 voc=43.4 alpha_isc=0.0033088 beta_voc=-0.136276 gamma_pmp=-0.381 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM350M-66HB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.7 imp=9.54 isc=10.25 voc=43.7 alpha_isc=0.0037925 beta_voc=-0.130226 gamma_pmp=-0.372 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM350M-66H-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.9 imp=9.48 isc=10.28 voc=43.7 alpha_isc=0.006682 beta_voc=-0.138529 gamma_pmp=-0.398 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM350M-66H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.8 imp=9.52 isc=10.34 voc=43.4 alpha_isc=0.0034122 beta_voc=-0.126294 gamma_pmp=-0.376 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM355M-66H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.9 imp=9.63 isc=10.41 voc=43.5 alpha_isc=0.0033312 beta_voc=-0.13659 gamma_pmp=-0.381 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM355M-66HB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.8 imp=9.66 isc=10.37 voc=43.7 alpha_isc=0.0038369 beta_voc=-0.130226 gamma_pmp=-0.372 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM355M-66H-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37 imp=9.59 isc=10.36 voc=43.7 alpha_isc=0.006734 beta_voc=-0.138529 gamma_pmp=-0.398 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM355M-66H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.9 imp=9.63 isc=10.41 voc=43.5 alpha_isc=0.0034353 beta_voc=-0.126585 gamma_pmp=-0.376 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM360M-66H,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37 imp=9.74 isc=10.48 voc=43.6 alpha_isc=0.0033536 beta_voc=-0.136904 gamma_pmp=-0.381 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM360M-66HB,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.8 imp=9.78 isc=10.49 voc=43.7 alpha_isc=0.0038813 beta_voc=-0.130226 gamma_pmp=-0.372 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM360M-66H-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37.1 imp=9.7 isc=10.44 voc=43.8 alpha_isc=0.006786 beta_voc=-0.138846 gamma_pmp=-0.398 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM360M-66H-V,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=37 imp=9.74 isc=10.48 voc=43.6 alpha_isc=0.0034584 beta_voc=-0.126876 gamma_pmp=-0.376 n_ser=22 t_ref=25 },22
Jinko Solar Co._ Ltd,JKM360M-6RL3-TV,Mono-c-Si,"""could not solve, check inputs""",{ celltype=mono vmp=36.6 imp=9.85 isc=10.55 voc=43.4 alpha_isc=0.0036925 beta_voc=-0.131502 gamma_pmp=-0.374 n_ser=22 t_ref=25 },22
