Name,Vac,Pso,Paco,Pdco,Vdco,C0,C2,C1,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high
ABB: PVI 3.0 OUTD-S-US-Z-M-A (277V) 277V [CEC 2016],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,0.00625,100,480
ABB: PVI 3.6 OUTD-S-US-Z-M (208 V) 208V [CEC 2014],208,24.20221183,3600,3759.28814,309.948254,-4.85E-06,1.73E-03,1.71E-06,1.14E-03,0.1,600,32,120,530
ABB: PVI 3.6 OUTD-S-US-Z-M (240 V) 240V [CEC 2014],240,27.55016824,3600,3743.249745,340.0321429,-3.74E-06,7.40E-04,-2.27E-05,1.02E-03,0.2,600,32,120,530
ABB: PVI 3.6 OUTD-S-US-Z-M (277 V) 277V [CEC 2014],277,30.21688897,3600,3726.785551,395.3569841,-3.23E-06,5.02E-05,-4.61E-05,1.59E-03,0.2,600,32,120,530
ABB: PVI 3.6 OUTD-S-US-Z-M-A (208V) 208V [CEC 2016],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,0.0075,100,480
ABB: PVI 3.6 OUTD-S-US-Z-M-A (240V) 240V [CEC 2016],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,0.0075,100,480
ABB: PVI 3.6 OUTD-S-US-Z-M-A (277V) 277V [CEC 2016],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,0.0075,100,480
ABB: PVI 3.8 OUTD-S-US-Z-M-A (208 V) 208V [CEC 2014],208,25.16906134,3300,3446.194159,310.7930952,-4.58E-06,1.78E-03,-1.01E-05,5.81E-04,0.1,600,32,140,530
ABB: PVI 3.8 OUTD-S-US-Z-M-A (208V) 208V [CEC 2016],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,0.006875,100,480
ABB: PVI 3.8 OUTD-S-US-Z-M-A (240 V) 240V [CEC 2014],240,27.89557503,3800,3954.972844,340.778254,-3.43E-06,1.04E-03,-3.02E-05,3.41E-04,0.2,600,32,140,530
ABB: PVI 3.8 OUTD-S-US-Z-M-A (240V) 240V [CEC 2016],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,0.00791667,100,480
ABB: PVI 3.8 OUTD-S-US-Z-M-A (277 V) 277V [CEC 2014],277,30.60376636,3800,3935.441076,395.8754762,-2.63E-06,3.07E-04,-5.01E-05,1.04E-03,0.2,600,32,140,530
ABB: PVI 3.8 OUTD-S-US-Z-M-A (277V) 277V [CEC 2016],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,0.00791667,100,480
ABB: PVI 4.2 OUTD-S-US-Z-M-A (208 V) 208V [CEC 2014],208,24.70135696,4200,4397.390437,309.9863492,-5.10E-06,1.38E-03,1.18E-06,5.97E-04,0.1,600,32,140,530
ABB: PVI 4.2 OUTD-S-US-Z-M-A (208V) 208V [CEC 2016],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,0.00875,100,480
ABB: PVI 4.2 OUTD-S-US-Z-M-A (240 V) 240V [CEC 2014],240,28.36440731,4200,4376.31761,340.0693651,-4.21E-06,2.75E-04,-2.81E-05,-3.79E-04,0.2,600,32,140,530
ABB: PVI 4.2 OUTD-S-US-Z-M-A (240V) 240V [CEC 2016],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,0.00875,100,480
ABB: PVI 4.2 OUTD-S-US-Z-M-A (277 V) 277V [CEC 2014],277,30.18019265,4200,4350.974592,395.3996825,-3.21E-06,-3.09E-04,-4.76E-05,2.78E-04,0.2,600,32,140,530
ABB: PVI 4.2 OUTD-S-US-Z-M-A (277V) 277V [CEC 2016],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,0.00875,100,480
ABB: PVI 5000 OUTD-US-Z-M-A (208 V) 208V [CEC 2014],208,30.43808998,5000,5212.507419,310.049881,-4.07E-06,1.79E-03,-3.81E-06,-6.43E-04,0.2,600,36,145,530
ABB: PVI 5000 OUTD-US-Z-M-A (208V) 208V [CEC 2016],208,30.8597,5000,5208.4,310,-3.84E-06,0.00112991,-3.24E-06,-0.000327038,0.18,480,0.0104167,100,480
ABB: PVI 5000 OUTD-US-Z-M-A (240 V) 240V [CEC 2014],240,32.65574914,5000,5193.131924,342.6663095,-3.57E-06,8.21E-04,-1.20E-05,-6.64E-04,0.2,600,36,145,530
ABB: PVI 5000 OUTD-US-Z-M-A (240V) 240V [CEC 2016],240,32.0358,5000,5190.29,345,-3.55E-06,0.000444984,-1.05E-05,-0.000412078,0.24,480,0.0104167,100,480
ABB: PVI 5000 OUTD-US-Z-M-A (277 V) 277V [CEC 2014],277,38.12982719,5000,5163.482641,400.5494444,-2.37E-06,2.40E-04,-2.86E-05,-2.05E-03,0.3,600,36,145,530
ABB: PVI 5000 OUTD-US-Z-M-A (277V) 277V [CEC 2016],277,38.2056,5000,5162.44,400,-2.70E-06,0.000152641,-1.82E-05,-0.000797038,0.32,480,0.0104167,100,480
ABB: PVI 6000 OUTD-US-Z-M-A (208 V) 208V [CEC 2014],208,29.90817262,6000,6274.842941,310.1090873,-3.93E-06,1.71E-03,-9.39E-06,-7.45E-04,0.2,600,36,175,530
ABB: PVI 6000 OUTD-US-Z-M-A (240 V) 240V [CEC 2014],240,31.44338077,6000,6244.762234,342.4914286,-3.27E-06,6.94E-04,-1.83E-05,-1.13E-03,0.2,600,36,175,530
ABB: PVI 6000 OUTD-US-Z-M-A (277 V) 277V [CEC 2014],277,37.35754503,6000,6201.523031,400.5821032,-2.17E-06,4.73E-05,-3.54E-05,-2.59E-03,0.3,600,36,175,530
ABB: PVI-10.0-I-OUTD-x-US-208-y [208V] 208V [CEC 2018],208,46.8638,10000,10488.3,320,-2.78E-06,0.000305465,-3.60E-05,-0.00235134,0.1,416,32.776,220,416
ABB: PVI-10.0-I-OUTD-x-US-208-y 208V [CEC 2011],208,47.5335611,10000,10502.07416,320.7278571,-2.88E-06,5.93E-04,-3.78E-05,-2.13E-03,0.1,900,34,300,750
ABB: PVI-10.0-I-OUTD-x-US-480-y-z [480V] 480V [CEC 2018],480,67.7909,10000,10296,362,-1.39E-06,-0.000519934,-4.88E-05,-0.00385451,0.4,416,28.4419,220,416
ABB: PVI-10.0-I-OUTD-x-US-480-y-z 480V [CEC 2011],480,69.25752868,10000,10297.50448,365.9636508,-1.36E-06,-3.85E-05,-5.31E-05,-0.004092184,0.4,900,34,300,750
ABB: PVI-12.0-I-OUTD-x-US-480-y [480V] 480V [CEC 2018],480,62.5547,12000,12358.8,370,-1.01E-06,-0.00143703,-5.58E-05,-0.0071119,0.4,416,33.4022,250,416
ABB: PVI-12.0-I-OUTD-x-US-480-y 480V [CEC 2011],480,69.19901719,12000,12363.86131,374.0281746,-1.23E-06,-3.87E-04,-5.57E-05,-4.61E-03,0.4,520,25,250,470
ABB: PVI-3.0-OUTD-S-US (208V) 208V [CEC 2009],208,18.10412194,3000,3147.009528,313.4292857,-8.65E-06,1.62E-03,-1.21E-05,-2.17E-04,0.1,600,20,160,530
ABB: PVI-3.0-OUTD-S-US (240V) 240V [CEC 2009],240,19.86611212,3000,3125.758222,340.8429365,-6.66E-06,1.05E-03,-2.55E-05,-4.71E-04,0.1,600,20,160,530
ABB: PVI-3.0-OUTD-S-US (277V) 277V [CEC 2009],277,22.72013483,3000,3110.342942,389.9862698,-5.68E-06,3.64E-05,-4.44E-05,-1.55E-03,0.2,600,20,160,530
ABB: PVI-3.0-OUTD-S-US [208V] 208V [CEC 2018],208,18.1663,3000,3142.3,310,-8.04E-06,0.00099853,-1.10E-05,-0.000287236,0.1,480,10.1365,100,480
ABB: PVI-3.0-OUTD-S-US [240V] 240V [CEC 2018],240,16.8808,3000,3121.67,340,-5.70E-06,0.000582316,-2.12E-05,-0.000712325,0.1,480,9.18138,100,480
ABB: PVI-3.0-OUTD-S-US [277V] 277V [CEC 2018],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,7.96628,100,480
ABB: PVI-3.0-OUTD-S-US-A (208V) 208V [CEC 2016],208,18.1663,3000,3142.3,310,-8.04E-06,0.00099853,-1.10E-05,-0.000287236,0.1,480,0.00625,100,480
ABB: PVI-3.0-OUTD-S-US-A (240V) 240V [CEC 2016],240,16.8808,3000,3121.67,340,-5.70E-06,0.000582316,-2.12E-05,-0.000712325,0.1,480,0.00625,100,480
ABB: PVI-3.0-OUTD-S-US-A (277V) 277V [CEC 2016],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,0.00625,100,480
ABB: PVI-3.0-OUTD-S-US-A [208V] [SI1] 208V [CEC 2018],208,18.1663,3000,3142.3,310,-8.04E-06,0.00099853,-1.10E-05,-0.000287236,0.1,480,10.1365,100,480
ABB: PVI-3.0-OUTD-S-US-A [208V] 208V [CEC 2018],208,18.1663,3000,3142.3,310,-8.04E-06,0.00099853,-1.10E-05,-0.000287236,0.1,480,10.1365,100,480
ABB: PVI-3.0-OUTD-S-US-A [240V] [SI1] 240V [CEC 2018],240,16.8808,3000,3121.67,340,-5.70E-06,0.000582316,-2.12E-05,-0.000712325,0.1,480,9.18138,100,480
ABB: PVI-3.0-OUTD-S-US-A [240V] 240V [CEC 2018],240,16.8808,3000,3121.67,340,-5.70E-06,0.000582316,-2.12E-05,-0.000712325,0.1,480,9.18138,100,480
ABB: PVI-3.0-OUTD-S-US-A [277V] [SI1] 277V [CEC 2018],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,7.96628,100,480
ABB: PVI-3.0-OUTD-S-US-A [277V] 277V [CEC 2018],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,7.96628,100,480
ABB: PVI-3.0-OUTD-S-US-Z (208 V) 208V [CEC 2016],208,18.1663,3000,3142.3,310,-8.04E-06,0.00099853,-1.10E-05,-0.000287236,0.1,480,0.00625,100,480
ABB: PVI-3.0-OUTD-S-US-Z (240 V) 240V [CEC 2016],240,16.8808,3000,3121.67,340,-5.70E-06,0.000582316,-2.12E-05,-0.000712325,0.1,480,0.00625,100,480
ABB: PVI-3.0-OUTD-S-US-Z (277 V) 277V [CEC 2016],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,0.00625,100,480
ABB: PVI-3.0-OUTD-S-US-Z [208V] 208V [CEC 2018],208,18.1663,3000,3142.3,310,-8.04E-06,0.00099853,-1.10E-05,-0.000287236,0.1,480,10.1365,100,480
ABB: PVI-3.0-OUTD-S-US-Z [240V] 240V [CEC 2018],240,16.8808,3000,3121.67,340,-5.70E-06,0.000582316,-2.12E-05,-0.000712325,0.1,480,9.18138,100,480
ABB: PVI-3.0-OUTD-S-US-Z [277V] 277V [CEC 2018],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,7.96628,100,480
ABB: PVI-3.0-OUTD-S-US-Z-A (208V) 208V [CEC 2016],208,18.1663,3000,3142.3,310,-8.04E-06,0.00099853,-1.10E-05,-0.000287236,0.1,480,0.00625,100,480
ABB: PVI-3.0-OUTD-S-US-Z-A (240V) 240V [CEC 2016],240,16.8808,3000,3121.67,340,-5.70E-06,0.000582316,-2.12E-05,-0.000712325,0.1,480,0.00625,100,480
ABB: PVI-3.0-OUTD-S-US-Z-A (277V) 277V [CEC 2016],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,0.00625,100,480
ABB: PVI-3.0-OUTD-S-US-Z-A [208V] [SI1] 208V [CEC 2018],208,18.1663,3000,3142.3,310,-8.04E-06,0.00099853,-1.10E-05,-0.000287236,0.1,480,10.1365,100,480
ABB: PVI-3.0-OUTD-S-US-Z-A [208V] 208V [CEC 2018],208,18.1663,3000,3142.3,310,-8.04E-06,0.00099853,-1.10E-05,-0.000287236,0.1,480,10.1365,100,480
ABB: PVI-3.0-OUTD-S-US-Z-A [240V] [SI1] 240V [CEC 2018],240,16.8808,3000,3121.67,340,-5.70E-06,0.000582316,-2.12E-05,-0.000712325,0.1,480,9.18138,100,480
ABB: PVI-3.0-OUTD-S-US-Z-A [240V] 240V [CEC 2018],240,16.8808,3000,3121.67,340,-5.70E-06,0.000582316,-2.12E-05,-0.000712325,0.1,480,9.18138,100,480
ABB: PVI-3.0-OUTD-S-US-Z-A [277V] [SI1] 277V [CEC 2018],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,7.96628,100,480
ABB: PVI-3.0-OUTD-S-US-Z-A [277V] 277V [CEC 2018],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,7.96628,100,480
ABB: PVI-3.0-OUTD-S-US-Z-M-A [208V] [SI1] 208V [CEC 2018],208,18.1663,3000,3142.3,310,-8.04E-06,0.00099853,-1.10E-05,-0.000287236,0.1,480,10.1365,100,480
ABB: PVI-3.0-OUTD-S-US-Z-M-A [208V] 208V [CEC 2018],208,18.1663,3000,3142.3,310,-8.04E-06,0.00099853,-1.10E-05,-0.000287236,0.1,480,10.1365,100,480
ABB: PVI-3.0-OUTD-S-US-Z-M-A [240V] [SI1] 240V [CEC 2018],240,16.8808,3000,3121.67,340,-5.70E-06,0.000582316,-2.12E-05,-0.000712325,0.1,480,9.18138,100,480
ABB: PVI-3.0-OUTD-S-US-Z-M-A [240V] 240V [CEC 2018],240,16.8808,3000,3121.67,340,-5.70E-06,0.000582316,-2.12E-05,-0.000712325,0.1,480,9.18138,100,480
ABB: PVI-3.0-OUTD-S-US-Z-M-A [277V] [SI1] 277V [CEC 2018],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,7.96628,100,480
ABB: PVI-3.0-OUTD-S-US-Z-M-A [277V] 277V [CEC 2018],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,7.96628,100,480
ABB: PVI-3.0-OUTD-US (208V) 208V [CEC 2016],208,18.1663,3000,3142.3,310,-8.04E-06,0.00099853,-1.10E-05,-0.000287236,0.1,480,0.00625,100,480
ABB: PVI-3.0-OUTD-US (240V) 240V [CEC 2016],240,16.8808,3000,3121.67,340,-5.70E-06,0.000582316,-2.12E-05,-0.000712325,0.1,480,0.00625,100,480
ABB: PVI-3.0-OUTD-US (277V) 277V [CEC 2016],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,0.00625,100,480
ABB: PVI-3.0-OUTD-US [208V] 208V [CEC 2018],208,18.1663,3000,3142.3,310,-8.04E-06,0.00099853,-1.10E-05,-0.000287236,0.1,480,10.1365,100,480
ABB: PVI-3.0-OUTD-US [240V] 240V [CEC 2018],240,16.8808,3000,3121.67,340,-5.70E-06,0.000582316,-2.12E-05,-0.000712325,0.1,480,9.18138,100,480
ABB: PVI-3.0-OUTD-US [277V] 277V [CEC 2018],277,22.0451,3000,3106.85,390,-5.46E-06,-3.24E-05,-3.32E-05,-0.00118015,0.2,480,7.96628,100,480
ABB: PVI-3.6-OUTD-S-US (208V) 208V [CEC 2009],208,24.20221183,3600,3759.28814,309.948254,-4.85E-06,1.73E-03,1.71E-06,1.14E-03,0.1,600,32,120,530
ABB: PVI-3.6-OUTD-S-US (240V) 240V [CEC 2009],240,27.55016824,3600,3743.249745,340.0321429,-3.74E-06,7.40E-04,-2.27E-05,1.02E-03,0.2,600,32,120,530
ABB: PVI-3.6-OUTD-S-US (277V) 277V [CEC 2009],277,30.21688897,3600,3726.785551,395.3569841,-3.23E-06,5.02E-05,-4.61E-05,1.59E-03,0.2,600,32,120,530
ABB: PVI-3.6-OUTD-S-US [208V] 208V [CEC 2018],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,12.1208,100,480
ABB: PVI-3.6-OUTD-S-US [240V] 240V [CEC 2018],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,10.9993,100,480
ABB: PVI-3.6-OUTD-S-US [277V] 277V [CEC 2018],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,9.42832,100,480
ABB: PVI-3.6-OUTD-S-US-A (208V) 208V [CEC 2016],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,0.0075,100,480
ABB: PVI-3.6-OUTD-S-US-A (240V) 240V [CEC 2016],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,0.0075,100,480
ABB: PVI-3.6-OUTD-S-US-A (277V) 277V [CEC 2016],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,0.0075,100,480
ABB: PVI-3.6-OUTD-S-US-A [208V] [SI1] 208V [CEC 2018],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,12.1208,100,480
ABB: PVI-3.6-OUTD-S-US-A [208V] 208V [CEC 2018],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,12.1208,100,480
ABB: PVI-3.6-OUTD-S-US-A [240V] [SI1] 240V [CEC 2018],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,10.9993,100,480
ABB: PVI-3.6-OUTD-S-US-A [240V] 240V [CEC 2018],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,10.9993,100,480
ABB: PVI-3.6-OUTD-S-US-A [277V] [SI1] 277V [CEC 2018],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,9.42832,100,480
ABB: PVI-3.6-OUTD-S-US-A [277V] 277V [CEC 2018],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,9.42832,100,480
ABB: PVI-3.6-OUTD-S-US-Z (208 V) 208V [CEC 2016],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,0.0075,100,480
ABB: PVI-3.6-OUTD-S-US-Z (240 V) 240V [CEC 2016],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,0.0075,100,480
ABB: PVI-3.6-OUTD-S-US-Z (277 V) 277V [CEC 2016],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,0.0075,100,480
ABB: PVI-3.6-OUTD-S-US-Z [208V] 208V [CEC 2018],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,12.1208,100,480
ABB: PVI-3.6-OUTD-S-US-Z [240V] 240V [CEC 2018],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,10.9993,100,480
ABB: PVI-3.6-OUTD-S-US-Z [277V] 277V [CEC 2018],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,9.42832,100,480
ABB: PVI-3.6-OUTD-S-US-Z-A (208V) 208V [CEC 2016],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,0.0075,100,480
ABB: PVI-3.6-OUTD-S-US-Z-A (240V) 240V [CEC 2016],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,0.0075,100,480
ABB: PVI-3.6-OUTD-S-US-Z-A (277V) 277V [CEC 2016],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,0.0075,100,480
ABB: PVI-3.6-OUTD-S-US-Z-A [208V] [SI1] 208V [CEC 2018],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,12.1208,100,480
ABB: PVI-3.6-OUTD-S-US-Z-A [208V] 208V [CEC 2018],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,12.1208,100,480
ABB: PVI-3.6-OUTD-S-US-Z-A [240V] [SI1] 240V [CEC 2018],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,10.9993,100,480
ABB: PVI-3.6-OUTD-S-US-Z-A [240V] 240V [CEC 2018],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,10.9993,100,480
ABB: PVI-3.6-OUTD-S-US-Z-A [277V] [SI1] 277V [CEC 2018],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,9.42832,100,480
ABB: PVI-3.6-OUTD-S-US-Z-A [277V] 277V [CEC 2018],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,9.42832,100,480
ABB: PVI-3.6-OUTD-S-US-Z-M-A [208V] [SI1] 208V [CEC 2018],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,12.1208,100,480
ABB: PVI-3.6-OUTD-S-US-Z-M-A [208V] 208V [CEC 2018],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,12.1208,100,480
ABB: PVI-3.6-OUTD-S-US-Z-M-A [240V] [SI1] 240V [CEC 2018],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,10.9993,100,480
ABB: PVI-3.6-OUTD-S-US-Z-M-A [240V] 240V [CEC 2018],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,10.9993,100,480
ABB: PVI-3.6-OUTD-S-US-Z-M-A [277V] [SI1] 277V [CEC 2018],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,9.42832,100,480
ABB: PVI-3.6-OUTD-S-US-Z-M-A [277V] 277V [CEC 2018],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,9.42832,100,480
ABB: PVI-3.6-OUTD-US (208V) 208V [CEC 2016],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,0.0075,100,480
ABB: PVI-3.6-OUTD-US (240V) 240V [CEC 2016],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,0.0075,100,480
ABB: PVI-3.6-OUTD-US (277V) 277V [CEC 2016],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,0.0075,100,480
ABB: PVI-3.6-OUTD-US [208V] 208V [CEC 2018],208,25.5953,3600,3757.45,310,-5.21E-06,0.000859244,-3.34E-06,0.000536002,0.1,480,12.1208,100,480
ABB: PVI-3.6-OUTD-US [240V] 240V [CEC 2018],240,22.8147,3600,3739.76,340,-3.05E-06,0.000483035,-1.84E-05,0.00102339,0.2,480,10.9993,100,480
