Name,Vac,Pso,Paco,Pdco,Vdco,C0,C2,C1,C3,Pnt,Vdcmax,Idcmax,Mppt_low,Mppt_high
ABB: PVI-3.6-OUTD-US [277V] 277V [CEC 2018],277,29.8112,3600,3724.19,395,-3.75E-06,-0.000141316,-3.53E-05,0.000468461,0.2,480,9.42832,100,480
ABB: PVI-3.8-I-OUTD-x-US-y 208V [CEC 2010],208,24.25673844,3300,3431.073673,310.4226984,-5.12E-06,3.48E-03,-8.91E-06,-1.21E-04,0.1,520,25,140,520
ABB: PVI-3.8-I-OUTD-x-US-y 240V [CEC 2010],240,25.98677064,3800,3939.15215,340.6969048,-3.91E-06,2.27E-03,-2.49E-05,-1.05E-03,0.1,520,25,140,520
ABB: PVI-3.8-I-OUTD-x-US-y 277V [CEC 2010],277,26.52891517,3800,3927.601756,360.9946032,-3.07E-06,1.15E-03,-3.96E-05,-1.72E-03,0.1,520,25,140,520
ABB: PVI-3.8-I-OUTD-x-US-y-Z (208V) 208V [CEC 2016],208,25.3554,3300,3429.63,310,-5.30E-06,0.00217104,-6.26E-06,0.000455839,0.1,416,0.00793269,100,416
ABB: PVI-3.8-I-OUTD-x-US-y-Z (240V) 240V [CEC 2016],240,25.4605,3800,3936.68,340,-3.77E-06,0.0014203,-1.59E-05,-0.000446484,0.1,416,0.00913462,100,416
ABB: PVI-3.8-I-OUTD-x-US-y-Z (277V) 277V [CEC 2016],277,26.1578,3800,3925.98,362,-3.21E-06,0.000741539,-2.63E-05,-0.00101225,0.1,416,0.00913462,100,416
ABB: PVI-3.8-I-OUTD-x-US-y-Z [208V] 208V [CEC 2018],208,25.3554,3300,3429.63,310,-5.30E-06,0.00217104,-6.26E-06,0.000455839,0.1,416,11.0633,100,416
ABB: PVI-3.8-I-OUTD-x-US-y-Z [240V] 240V [CEC 2018],240,25.4605,3800,3936.68,340,-3.77E-06,0.0014203,-1.59E-05,-0.000446484,0.1,416,11.5785,100,416
ABB: PVI-3.8-I-OUTD-x-US-y-Z [277V] 277V [CEC 2018],277,26.1578,3800,3925.98,362,-3.21E-06,0.000741539,-2.63E-05,-0.00101225,0.1,416,10.8452,100,416
ABB: PVI-3.8-OUTD(-S)-US(-A) (208V) 208V [CEC 2013],208,25.16906134,3300,3446.194159,310.7930952,-4.58E-06,1.78E-03,-1.01E-05,5.81E-04,0.12,600,32,140,530
ABB: PVI-3.8-OUTD(-S)-US(-A) (240V) 240V [CEC 2013],240,27.89557503,3800,3954.972844,340.778254,-3.43E-06,1.04E-03,-3.02E-05,3.41E-04,0.16,600,32,140,530
ABB: PVI-3.8-OUTD(-S)-US(-A) (277V) 277V [CEC 2013],277,30.60376636,3800,3935.441076,395.8754762,-2.63E-06,3.07E-04,-5.01E-05,1.04E-03,0.22,600,32,140,530
ABB: PVI-3.8-OUTD-S-US (208V) 208V [CEC 2016],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,0.006875,100,480
ABB: PVI-3.8-OUTD-S-US (240V) 240V [CEC 2016],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,0.00791667,100,480
ABB: PVI-3.8-OUTD-S-US (277V) 277V [CEC 2016],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,0.00791667,100,480
ABB: PVI-3.8-OUTD-S-US [208V] 208V [CEC 2018],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,12.8156,100,480
ABB: PVI-3.8-OUTD-S-US [240V] 240V [CEC 2018],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,11.6181,100,480
ABB: PVI-3.8-OUTD-S-US [277V] 277V [CEC 2018],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,9.95425,100,480
ABB: PVI-3.8-OUTD-S-US-A (208V) 208V [CEC 2016],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,0.006875,100,480
ABB: PVI-3.8-OUTD-S-US-A (240V) 240V [CEC 2016],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,0.00791667,100,480
ABB: PVI-3.8-OUTD-S-US-A (277V) 277V [CEC 2016],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,0.00791667,100,480
ABB: PVI-3.8-OUTD-S-US-A [208V] [SI1] 208V [CEC 2018],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,12.8156,100,480
ABB: PVI-3.8-OUTD-S-US-A [208V] 208V [CEC 2018],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,12.8156,100,480
ABB: PVI-3.8-OUTD-S-US-A [240V] [SI1] 240V [CEC 2018],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,11.6181,100,480
ABB: PVI-3.8-OUTD-S-US-A [240V] 240V [CEC 2018],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,11.6181,100,480
ABB: PVI-3.8-OUTD-S-US-A [277V] [SI1] 277V [CEC 2018],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,9.95425,100,480
ABB: PVI-3.8-OUTD-S-US-A [277V] 277V [CEC 2018],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,9.95425,100,480
ABB: PVI-3.8-OUTD-S-US-Z (208V) 208V [CEC 2016],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,0.006875,100,480
ABB: PVI-3.8-OUTD-S-US-Z (240V) 240V [CEC 2016],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,0.00791667,100,480
ABB: PVI-3.8-OUTD-S-US-Z (277V) 277V [CEC 2016],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,0.00791667,100,480
ABB: PVI-3.8-OUTD-S-US-Z [208V] 208V [CEC 2018],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,12.8156,100,480
ABB: PVI-3.8-OUTD-S-US-Z [240V] 240V [CEC 2018],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,11.6181,100,480
ABB: PVI-3.8-OUTD-S-US-Z [277V] 277V [CEC 2018],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,9.95425,100,480
ABB: PVI-3.8-OUTD-S-US-Z-A (208V) 208V [CEC 2016],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,0.006875,100,480
ABB: PVI-3.8-OUTD-S-US-Z-A (240V) 240V [CEC 2016],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,0.00791667,100,480
ABB: PVI-3.8-OUTD-S-US-Z-A (277V) 277V [CEC 2016],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,0.00791667,100,480
ABB: PVI-3.8-OUTD-S-US-Z-A [208V] [SI1] 208V [CEC 2018],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,12.8156,100,480
ABB: PVI-3.8-OUTD-S-US-Z-A [208V] 208V [CEC 2018],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,12.8156,100,480
ABB: PVI-3.8-OUTD-S-US-Z-A [240V] [SI1] 240V [CEC 2018],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,11.6181,100,480
ABB: PVI-3.8-OUTD-S-US-Z-A [240V] 240V [CEC 2018],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,11.6181,100,480
ABB: PVI-3.8-OUTD-S-US-Z-A [277V] [SI1] 277V [CEC 2018],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,9.95425,100,480
ABB: PVI-3.8-OUTD-S-US-Z-A [277V] 277V [CEC 2018],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,9.95425,100,480
ABB: PVI-3.8-OUTD-S-US-Z-M-A [208V] [SI1] 208V [CEC 2018],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,12.8156,100,480
ABB: PVI-3.8-OUTD-S-US-Z-M-A [208V] 208V [CEC 2018],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,12.8156,100,480
ABB: PVI-3.8-OUTD-S-US-Z-M-A [240V] [SI1] 240V [CEC 2018],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,11.6181,100,480
ABB: PVI-3.8-OUTD-S-US-Z-M-A [240V] 240V [CEC 2018],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,11.6181,100,480
ABB: PVI-3.8-OUTD-S-US-Z-M-A [277V] [SI1] 277V [CEC 2018],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,9.95425,100,480
ABB: PVI-3.8-OUTD-S-US-Z-M-A [277V] 277V [CEC 2018],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,9.95425,100,480
ABB: PVI-3.8-OUTD-US (208V) 208V [CEC 2016],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,0.006875,100,480
ABB: PVI-3.8-OUTD-US (240V) 240V [CEC 2016],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,0.00791667,100,480
ABB: PVI-3.8-OUTD-US (277V) 277V [CEC 2016],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,0.00791667,100,480
ABB: PVI-3.8-OUTD-US [208V] 208V [CEC 2018],208,25.7846,3800,3972.82,310,-4.87E-06,0.00104678,-1.23E-05,0.000260396,0.12,480,12.8156,100,480
ABB: PVI-3.8-OUTD-US [240V] 240V [CEC 2018],240,26.9805,3800,3950.15,340,-3.29E-06,0.000674837,-2.42E-05,0.00050965,0.16,480,11.6181,100,480
ABB: PVI-3.8-OUTD-US [277V] 277V [CEC 2018],277,29.7428,3800,3931.93,395,-2.82E-06,1.85E-05,-3.82E-05,-2.20E-05,0.22,480,9.95425,100,480
ABB: PVI-4.2-OUTD-S-US (208V) 208V [CEC 2009],208,24.70135696,4200,4397.390437,309.9863492,-5.10E-06,1.38E-03,1.18E-06,5.97E-04,0.1,600,32,140,530
ABB: PVI-4.2-OUTD-S-US (240V) 240V [CEC 2009],240,28.36440731,4200,4376.31761,340.0693651,-4.21E-06,2.75E-04,-2.81E-05,-3.79E-04,0.2,600,32,140,530
ABB: PVI-4.2-OUTD-S-US (277V) 277V [CEC 2009],277,30.18019265,4200,4350.974592,395.3996825,-3.21E-06,-3.09E-04,-4.76E-05,2.78E-04,0.2,600,32,140,530
ABB: PVI-4.2-OUTD-S-US [208V] 208V [CEC 2018],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,14.1712,100,480
ABB: PVI-4.2-OUTD-S-US [240V] 240V [CEC 2018],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,12.8528,100,480
ABB: PVI-4.2-OUTD-S-US [277V] 277V [CEC 2018],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,11.0054,100,480
ABB: PVI-4.2-OUTD-S-US-A (208V) 208V [CEC 2016],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,0.00875,100,480
ABB: PVI-4.2-OUTD-S-US-A (240V) 240V [CEC 2016],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,0.00875,100,480
ABB: PVI-4.2-OUTD-S-US-A (277V) 277V [CEC 2016],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,0.00875,100,480
ABB: PVI-4.2-OUTD-S-US-A [208V] [SI1] 208V [CEC 2018],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,14.1712,100,480
ABB: PVI-4.2-OUTD-S-US-A [208V] 208V [CEC 2018],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,14.1712,100,480
ABB: PVI-4.2-OUTD-S-US-A [240V] [SI1] 240V [CEC 2018],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,12.8528,100,480
ABB: PVI-4.2-OUTD-S-US-A [240V] 240V [CEC 2018],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,12.8528,100,480
ABB: PVI-4.2-OUTD-S-US-A [277V] [SI1] 277V [CEC 2018],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,11.0054,100,480
ABB: PVI-4.2-OUTD-S-US-A [277V] 277V [CEC 2018],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,11.0054,100,480
ABB: PVI-4.2-OUTD-S-US-Z (208 V) 208V [CEC 2016],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,0.00875,100,480
ABB: PVI-4.2-OUTD-S-US-Z (240 V) 240V [CEC 2016],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,0.00875,100,480
ABB: PVI-4.2-OUTD-S-US-Z (277 V) 277V [CEC 2016],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,0.00875,100,480
ABB: PVI-4.2-OUTD-S-US-Z [208V] 208V [CEC 2018],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,14.1712,100,480
ABB: PVI-4.2-OUTD-S-US-Z [240V] 240V [CEC 2018],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,12.8528,100,480
ABB: PVI-4.2-OUTD-S-US-Z [277V] 277V [CEC 2018],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,11.0054,100,480
ABB: PVI-4.2-OUTD-S-US-Z-A (208V) 208V [CEC 2016],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,0.00875,100,480
ABB: PVI-4.2-OUTD-S-US-Z-A (240V) 240V [CEC 2016],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,0.00875,100,480
ABB: PVI-4.2-OUTD-S-US-Z-A (277V) 277V [CEC 2016],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,0.00875,100,480
ABB: PVI-4.2-OUTD-S-US-Z-A [208V] [SI1] 208V [CEC 2018],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,14.1712,100,480
ABB: PVI-4.2-OUTD-S-US-Z-A [208V] 208V [CEC 2018],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,14.1712,100,480
ABB: PVI-4.2-OUTD-S-US-Z-A [240V] [SI1] 240V [CEC 2018],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,12.8528,100,480
ABB: PVI-4.2-OUTD-S-US-Z-A [240V] 240V [CEC 2018],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,12.8528,100,480
ABB: PVI-4.2-OUTD-S-US-Z-A [277V] [SI1] 277V [CEC 2018],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,11.0054,100,480
ABB: PVI-4.2-OUTD-S-US-Z-A [277V] 277V [CEC 2018],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,11.0054,100,480
ABB: PVI-4.2-OUTD-S-US-Z-M-A [208V] [SI1] 208V [CEC 2018],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,14.1712,100,480
ABB: PVI-4.2-OUTD-S-US-Z-M-A [208V] 208V [CEC 2018],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,14.1712,100,480
ABB: PVI-4.2-OUTD-S-US-Z-M-A [240V] [SI1] 240V [CEC 2018],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,12.8528,100,480
ABB: PVI-4.2-OUTD-S-US-Z-M-A [240V] 240V [CEC 2018],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,12.8528,100,480
ABB: PVI-4.2-OUTD-S-US-Z-M-A [277V] [SI1] 277V [CEC 2018],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,11.0054,100,480
ABB: PVI-4.2-OUTD-S-US-Z-M-A [277V] 277V [CEC 2018],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,11.0054,100,480
ABB: PVI-4.2-OUTD-US (208V) 208V [CEC 2016],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,0.00875,100,480
ABB: PVI-4.2-OUTD-US (240V) 240V [CEC 2016],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,0.00875,100,480
ABB: PVI-4.2-OUTD-US (277V) 277V [CEC 2016],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,0.00875,100,480
ABB: PVI-4.2-OUTD-US [208V] 208V [CEC 2018],208,24.6481,4200,4393.08,310,-4.83E-06,0.000630468,-2.93E-06,0.000205794,0.1,480,14.1712,100,480
ABB: PVI-4.2-OUTD-US [240V] 240V [CEC 2018],240,27.7345,4200,4369.96,340,-4.06E-06,-6.34E-05,-2.40E-05,-0.000597573,0.2,480,12.8528,100,480
ABB: PVI-4.2-OUTD-US [277V] 277V [CEC 2018],277,29.0729,4200,4347.12,395,-3.35E-06,-0.000282944,-3.38E-05,0.000288564,0.2,480,11.0054,100,480
ABB: PVI-4.6-1-OUTD-x-US-y (208V) 208V [CEC 2016],208,24.162,4600,4800.85,310,-4.59E-06,0.000934063,-2.84E-05,-0.00218037,0.1,416,0.0110577,100,416
ABB: PVI-4.6-1-OUTD-x-US-y (240V) 240V [CEC 2016],240,25.0444,4600,4772.47,340,-3.44E-06,0.00056095,-3.13E-05,-0.00253053,0.1,416,0.0110577,100,416
ABB: PVI-4.6-1-OUTD-x-US-y (277V) 277V [CEC 2016],277,25.3814,4600,4756.2,360,-2.91E-06,0.000267209,-3.12E-05,-0.00163061,0.1,416,0.0110577,100,416
ABB: PVI-4.6-1-OUTD-x-US-y [208V] 208V [CEC 2018],208,24.162,4600,4800.85,310,-4.59E-06,0.000934063,-2.84E-05,-0.00218037,0.1,416,15.4866,100,416
ABB: PVI-4.6-1-OUTD-x-US-y [240V] 240V [CEC 2018],240,25.0444,4600,4772.47,340,-3.44E-06,0.00056095,-3.13E-05,-0.00253053,0.1,416,14.0367,100,416
ABB: PVI-4.6-1-OUTD-x-US-y [277V] 277V [CEC 2018],277,25.3814,4600,4756.2,360,-2.91E-06,0.000267209,-3.12E-05,-0.00163061,0.1,416,13.2117,100,416
ABB: PVI-4.6-I-OUTD-x-US-y 208V [CEC 2010],208,24.88996893,4600,4810.349772,310.6666667,-5.32E-06,2.33E-03,-4.05E-05,-2.13E-03,0.1,520,28,140,520
ABB: PVI-4.6-I-OUTD-x-US-y 240V [CEC 2010],240,25.56894286,4600,4779.575952,340,-3.80E-06,1.32E-03,-4.98E-05,-3.38E-03,0.1,520,28,140,520
ABB: PVI-4.6-I-OUTD-x-US-y 277V [CEC 2010],277,26.80748984,4600,4759.390561,361,-3.05E-06,3.19E-04,-5.41E-05,-3.70E-03,0.1,520,28,140,520
ABB: PVI-4.6-I-OUTD-x-US-y-Z (208V) 208V [CEC 2016],208,24.162,4600,4800.85,310,-4.59E-06,0.000934063,-2.84E-05,-0.00218037,0.1,416,0.0110577,100,416
ABB: PVI-4.6-I-OUTD-x-US-y-Z (240V) 240V [CEC 2016],240,25.0444,4600,4772.47,340,-3.44E-06,0.00056095,-3.13E-05,-0.00253053,0.1,416,0.0110577,100,416
ABB: PVI-4.6-I-OUTD-x-US-y-Z (277V) 277V [CEC 2016],277,25.3814,4600,4756.2,360,-2.91E-06,0.000267209,-3.12E-05,-0.00163061,0.1,416,0.0110577,100,416
ABB: PVI-4.6-I-OUTD-x-US-y-Z [208V] 208V [CEC 2018],208,24.162,4600,4800.85,310,-4.59E-06,0.000934063,-2.84E-05,-0.00218037,0.1,416,15.4866,100,416
ABB: PVI-4.6-I-OUTD-x-US-y-Z [240V] 240V [CEC 2018],240,25.0444,4600,4772.47,340,-3.44E-06,0.00056095,-3.13E-05,-0.00253053,0.1,416,14.0367,100,416
ABB: PVI-4.6-I-OUTD-x-US-y-Z [277V] 277V [CEC 2018],277,25.3814,4600,4756.2,360,-2.91E-06,0.000267209,-3.12E-05,-0.00163061,0.1,416,13.2117,100,416
ABB: PVI-5000-208 208V [CEC 2007],208,30.4367797,5000,5212.500784,310.0507143,-4.07E-06,1.79E-03,-3.81E-06,-6.43E-04,0.18,600,36,200,530
ABB: PVI-5000-240 240V [CEC 2007],240,32.65485046,5000,5193.127939,342.667619,-3.57E-06,8.21E-04,-1.20E-05,-6.64E-04,0.24,600,36,200,530
ABB: PVI-5000-277 277V [CEC 2007],277,38.12944954,5000,5163.480631,400.5502381,-2.37E-06,2.40E-04,-2.86E-05,-2.05E-03,0.32,600,36,200,530
ABB: PVI-5000-OUTD-S-US-Z (208 V) 208V [CEC 2015],208,30.43808998,5000,5212.507419,310.049881,-4.07E-06,1.79E-03,-3.81E-06,-6.43E-04,0.2,600,36,145,530
ABB: PVI-5000-OUTD-S-US-Z (208V) 208V [CEC 2016],208,30.8597,5000,5208.4,310,-3.84E-06,0.00112991,-3.24E-06,-0.000327038,0.18,480,0.0104167,100,480
ABB: PVI-5000-OUTD-S-US-Z (240 V) 240V [CEC 2015],240,32.65574914,5000,5193.131924,342.6663095,-3.57E-06,8.21E-04,-1.20E-05,-6.64E-04,0.2,600,36,145,530
ABB: PVI-5000-OUTD-S-US-Z (240V) 240V [CEC 2016],240,32.0358,5000,5190.29,345,-3.55E-06,0.000444984,-1.05E-05,-0.000412078,0.24,480,0.0104167,100,480
ABB: PVI-5000-OUTD-S-US-Z (277 V) 277V [CEC 2015],277,38.12982719,5000,5163.482641,400.5494444,-2.37E-06,2.40E-04,-2.86E-05,-2.05E-03,0.3,600,36,145,530
ABB: PVI-5000-OUTD-S-US-Z (277V) 277V [CEC 2016],277,38.2056,5000,5162.44,400,-2.70E-06,0.000152641,-1.82E-05,-0.000797038,0.32,480,0.0104167,100,480
ABB: PVI-5000-OUTD-S-US-Z [208V] 208V [CEC 2018],208,30.8597,5000,5208.4,310,-3.84E-06,0.00112991,-3.24E-06,-0.000327038,0.18,480,16.8013,100,480
ABB: PVI-5000-OUTD-S-US-Z [240V] 240V [CEC 2018],240,32.0358,5000,5190.29,345,-3.55E-06,0.000444984,-1.05E-05,-0.000412078,0.24,480,15.0443,100,480
ABB: PVI-5000-OUTD-S-US-Z [277V] 277V [CEC 2018],277,38.2056,5000,5162.44,400,-2.70E-06,0.000152641,-1.82E-05,-0.000797038,0.32,480,12.9061,100,480
ABB: PVI-5000-OUTD-S-US-Z-A (208 V) 208V [CEC 2015],208,30.43808998,5000,5212.507419,310.049881,-4.07E-06,1.79E-03,-3.81E-06,-6.43E-04,0.2,600,36,145,530
ABB: PVI-5000-OUTD-S-US-Z-A (208V) 208V [CEC 2016],208,30.8597,5000,5208.4,310,-3.84E-06,0.00112991,-3.24E-06,-0.000327038,0.18,480,0.0104167,100,480
ABB: PVI-5000-OUTD-S-US-Z-A (240 V) 240V [CEC 2015],240,32.65574914,5000,5193.131924,342.6663095,-3.57E-06,8.21E-04,-1.20E-05,-6.64E-04,0.2,600,36,145,530
ABB: PVI-5000-OUTD-S-US-Z-A (240V) 240V [CEC 2016],240,32.0358,5000,5190.29,345,-3.55E-06,0.000444984,-1.05E-05,-0.000412078,0.24,480,0.0104167,100,480
ABB: PVI-5000-OUTD-S-US-Z-A (277 V) 277V [CEC 2015],277,38.12982719,5000,5163.482641,400.5494444,-2.37E-06,2.40E-04,-2.86E-05,-2.05E-03,0.3,600,36,145,530
ABB: PVI-5000-OUTD-S-US-Z-A (277V) 277V [CEC 2016],277,38.2056,5000,5162.44,400,-2.70E-06,0.000152641,-1.82E-05,-0.000797038,0.32,480,0.0104167,100,480
ABB: PVI-5000-OUTD-S-US-Z-A [208V] 208V [CEC 2018],208,30.8597,5000,5208.4,310,-3.84E-06,0.00112991,-3.24E-06,-0.000327038,0.18,480,16.8013,100,480
ABB: PVI-5000-OUTD-S-US-Z-A [240V] 240V [CEC 2018],240,32.0358,5000,5190.29,345,-3.55E-06,0.000444984,-1.05E-05,-0.000412078,0.24,480,15.0443,100,480
ABB: PVI-5000-OUTD-S-US-Z-A [277V] 277V [CEC 2018],277,38.2056,5000,5162.44,400,-2.70E-06,0.000152641,-1.82E-05,-0.000797038,0.32,480,12.9061,100,480
ABB: PVI-5000-OUTD-US (208V) 208V [CEC 2016],208,30.8597,5000,5208.4,310,-3.84E-06,0.00112991,-3.24E-06,-0.000327038,0.18,480,0.0104167,100,480
ABB: PVI-5000-OUTD-US (240V) 240V [CEC 2016],240,32.0358,5000,5190.29,345,-3.55E-06,0.000444984,-1.05E-05,-0.000412078,0.24,480,0.0104167,100,480
ABB: PVI-5000-OUTD-US (277V) 277V [CEC 2016],277,38.2056,5000,5162.44,400,-2.70E-06,0.000152641,-1.82E-05,-0.000797038,0.32,480,0.0104167,100,480
ABB: PVI-5000-OUTD-US [208V] 208V [CEC 2018],208,30.8597,5000,5208.4,310,-3.84E-06,0.00112991,-3.24E-06,-0.000327038,0.18,480,16.8013,100,480
ABB: PVI-5000-OUTD-US [240V] 240V [CEC 2018],240,32.0358,5000,5190.29,345,-3.55E-06,0.000444984,-1.05E-05,-0.000412078,0.24,480,15.0443,100,480
ABB: PVI-5000-OUTD-US [277V] 277V [CEC 2018],277,38.2056,5000,5162.44,400,-2.70E-06,0.000152641,-1.82E-05,-0.000797038,0.32,480,12.9061,100,480
