date_time,Dry Bulb Temperature [°C],Relative Humidity [%],Wind Speed [m/s],Wind Direction [Deg],Global Horizontal Radiation [W/m2],Direct Normal Radiation [W/m2],Diffuse Horizontal Radiation [W/m2]
2018-01-04 07:00:00,-5.0,48.08,2.1,200.0,0.0,0.0,0.0
2018-01-04 08:00:00,-3.9,48.38,3.1,200.0,3.5,2.5,3.5
2018-01-04 09:00:00,1.1,39.27,0.0,191.5,88.0,286.0,39.0
2018-01-04 10:00:00,5.6,24.54,2.6,170.0,283.5,877.0,38.0
2018-01-04 11:00:00,7.2,21.98,3.1,170.0,413.5,962.0,42.5
2018-01-04 12:00:00,7.8,20.17,1.5,150.0,495.5,1002.0,46.5
2018-01-04 13:00:00,9.4,17.14,3.6,130.0,515.5,1010.0,47.0
2018-01-04 14:00:00,10.0,16.46,2.6,120.0,475.0,991.5,47.0
2018-01-04 15:00:00,10.0,16.46,2.6,120.0,378.0,936.5,46.5
2018-01-04 16:00:00,9.4,18.93,3.6,90.0,234.0,825.0,39.5
2018-01-04 17:00:00,3.9,30.5,3.1,110.0,71.5,487.0,24.0
2018-01-04 18:00:00,3.9,32.17,3.1,140.0,0.0,0.0,0.0
2018-01-04 19:00:00,1.7,37.61,3.6,140.0,0.0,0.0,0.0
2018-01-04 20:00:00,0.6,31.67,4.6,170.0,0.0,0.0,0.0
2018-01-04 21:00:00,-1.7,40.21,2.6,180.0,0.0,0.0,0.0
2018-01-04 22:00:00,-2.8,41.76,2.1,150.0,0.0,0.0,0.0
2018-01-04 23:00:00,-4.4,50.48,1.5,130.0,0.0,0.0,0.0
2018-01-05 00:00:00,-2.2,39.71,3.1,180.0,0.0,0.0,0.0
2018-01-05 01:00:00,-4.4,45.68,4.1,180.0,0.0,0.0,0.0
2018-01-05 02:00:00,-0.6,34.76,2.6,140.0,0.0,0.0,0.0
2018-01-05 03:00:00,-0.6,34.76,3.6,150.0,0.0,0.0,0.0
2018-01-05 04:00:00,-1.1,34.62,2.1,150.0,0.0,0.0,0.0
2018-01-05 05:00:00,-2.8,41.76,4.1,120.0,0.0,0.0,0.0
2018-01-05 06:00:00,-0.6,34.76,2.1,150.0,0.0,0.0,0.0
2018-01-05 07:00:00,-3.3,45.98,1.5,150.0,0.0,0.0,0.0
2018-01-05 08:00:00,1.1,39.27,1.5,184.5,3.0,0.0,3.0
2018-01-05 09:00:00,3.9,33.93,2.6,170.0,43.5,10.0,42.0
2018-01-05 10:00:00,9.4,25.6,2.6,160.0,140.5,106.5,108.5
2018-01-05 11:00:00,10.0,23.32,2.6,200.83,123.5,33.5,111.5
2018-01-05 12:00:00,10.6,24.67,1.5,90.0,156.0,14.5,149.5
2018-01-05 13:00:00,12.2,20.15,0.0,211.67,211.0,53.0,186.0
2018-01-05 14:00:00,12.8,20.42,0.0,247.33,46.0,0.0,46.0
2018-01-05 15:00:00,13.9,19.86,3.1,20.0,135.5,62.5,113.5
2018-01-05 16:00:00,14.4,19.22,2.1,360.0,76.5,32.0,68.5
2018-01-05 17:00:00,12.2,21.24,2.6,340.0,16.5,4.0,16.0
2018-01-05 18:00:00,7.8,28.53,1.5,330.0,0.0,0.0,0.0
2018-01-05 19:00:00,7.8,28.53,2.1,160.0,0.0,0.0,0.0
2018-01-05 20:00:00,4.4,37.7,3.6,190.0,0.0,0.0,0.0
2018-01-05 21:00:00,2.8,42.21,2.1,190.0,0.0,0.0,0.0
2018-01-05 22:00:00,-0.6,54.23,3.1,180.0,0.0,0.0,0.0
2018-01-05 23:00:00,-1.1,56.53,3.6,120.0,0.0,0.0,0.0
2018-01-06 00:00:00,-1.1,56.53,3.1,130.0,0.0,0.0,0.0
2018-01-06 01:00:00,0.0,51.61,2.1,170.0,0.0,0.0,0.0
2018-01-06 02:00:00,-2.2,61.96,2.1,140.0,0.0,0.0,0.0
2018-01-06 03:00:00,-0.6,54.23,2.6,170.0,0.0,0.0,0.0
2018-01-06 04:00:00,0.6,52.07,3.6,190.0,0.0,0.0,0.0
2018-01-06 05:00:00,-0.6,57.14,3.1,100.0,0.0,0.0,0.0
2018-01-06 06:00:00,0.6,52.07,0.0,209.0,0.0,0.0,0.0
2018-01-06 07:00:00,-0.6,57.14,1.5,160.0,0.0,0.0,0.0
2018-01-06 08:00:00,0.0,54.38,2.6,150.0,4.0,3.0,4.0
2018-01-06 09:00:00,3.3,47.21,2.6,190.0,61.5,62.5,52.0
2018-01-06 10:00:00,7.2,34.17,1.5,191.83,185.0,268.5,106.0
2018-01-06 11:00:00,8.9,33.46,2.1,20.0,249.5,225.0,161.5
2018-01-06 12:00:00,11.7,26.58,2.6,150.0,358.0,393.5,180.0
2018-01-06 13:00:00,13.9,21.85,3.1,100.0,446.5,718.0,111.0
2018-01-06 14:00:00,14.4,21.15,1.5,90.0,452.5,904.0,58.5
2018-01-06 15:00:00,14.4,21.15,2.6,90.0,322.5,661.5,87.5
2018-01-06 16:00:00,13.9,21.85,2.6,40.0,216.5,690.5,48.5
2018-01-06 17:00:00,10.0,29.77,0.0,57.67,66.0,387.5,27.0
2018-01-06 18:00:00,6.7,35.36,2.1,250.0,0.0,0.0,0.0
2018-01-06 19:00:00,6.7,33.86,0.0,203.4,0.0,0.0,0.0
2018-01-06 20:00:00,6.7,32.14,1.5,220.0,0.0,0.0,0.0
2018-01-06 21:00:00,3.9,45.25,2.1,260.0,0.0,0.0,0.0
2018-01-06 22:00:00,3.3,42.92,0.0,254.0,0.0,0.0,0.0
2018-01-06 23:00:00,3.9,45.25,0.0,301.4,0.0,0.0,0.0
2018-01-07 00:00:00,5.0,43.74,0.0,261.0,0.0,0.0,0.0
2018-01-07 01:00:00,5.0,46.05,3.6,340.0,0.0,0.0,0.0
2018-01-07 02:00:00,1.7,58.15,0.0,157.2,0.0,0.0,0.0
2018-01-07 03:00:00,2.8,56.58,1.5,360.0,0.0,0.0,0.0
2018-01-07 04:00:00,3.9,65.72,2.6,40.0,0.0,0.0,0.0
2018-01-07 05:00:00,1.7,80.76,2.1,120.0,0.0,0.0,0.0
2018-01-07 06:00:00,1.1,92.35,2.1,80.0,0.0,0.0,0.0
2018-01-07 07:00:00,-1.1,95.13,1.5,100.0,0.0,0.0,0.0
2018-01-07 08:00:00,-1.7,91.2,2.6,190.0,5.0,16.5,4.5
2018-01-07 09:00:00,1.7,80.76,2.6,200.0,103.5,401.5,40.0
2018-01-07 10:00:00,2.8,68.12,2.1,130.0,230.5,549.5,78.5
2018-01-07 11:00:00,5.0,55.49,4.1,150.0,395.5,855.0,62.0
2018-01-07 12:00:00,6.1,51.41,4.6,140.0,485.0,952.5,54.0
2018-01-07 13:00:00,7.2,43.43,3.6,120.0,509.5,981.5,48.5
2018-01-07 14:00:00,8.9,37.08,3.6,130.0,469.5,969.0,45.0
2018-01-07 15:00:00,10.0,29.77,2.1,10.0,373.5,922.5,40.0
2018-01-07 16:00:00,9.4,30.99,0.0,75.2,232.5,813.5,34.5
2018-01-07 17:00:00,7.8,34.54,2.1,130.0,75.5,522.5,22.5
2018-01-07 18:00:00,4.4,43.69,3.1,130.0,0.0,0.0,0.0
2018-01-07 19:00:00,1.1,52.45,0.0,136.83,0.0,0.0,0.0
2018-01-07 20:00:00,0.0,59.81,4.1,130.0,0.0,0.0,0.0
2018-01-07 21:00:00,1.7,58.15,3.6,180.0,0.0,0.0,0.0
2018-01-07 22:00:00,1.7,58.15,3.6,180.0,0.0,0.0,0.0
2018-01-07 23:00:00,2.8,51.06,5.1,170.0,0.0,0.0,0.0
2018-01-08 00:00:00,2.2,53.29,4.6,180.0,0.0,0.0,0.0
2018-01-08 01:00:00,1.1,57.67,3.6,150.0,0.0,0.0,0.0
2018-01-08 02:00:00,1.7,52.91,4.1,160.0,0.0,0.0,0.0
2018-01-08 03:00:00,-0.6,59.68,0.0,234.33,0.0,0.0,0.0
2018-01-08 04:00:00,-1.7,65.39,4.1,140.0,0.0,0.0,0.0
2018-01-08 05:00:00,-0.6,62.85,3.6,180.0,0.0,0.0,0.0
2018-01-08 06:00:00,-0.6,59.68,1.5,140.0,0.0,0.0,0.0
2018-01-08 07:00:00,1.1,55.24,3.6,150.0,0.0,0.0,0.0
2018-01-08 08:00:00,3.3,44.83,3.6,150.0,1.0,0.0,1.0
2018-01-08 09:00:00,4.4,43.69,3.6,130.0,7.5,0.0,7.5
2018-01-08 10:00:00,8.3,34.85,3.1,130.0,18.0,0.0,18.0
2018-01-08 11:00:00,11.1,30.4,0.0,80.33,45.0,0.0,45.0
2018-01-08 12:00:00,12.2,28.26,1.5,170.0,70.0,0.0,70.0
2018-01-08 13:00:00,11.1,30.4,1.5,230.0,92.0,0.5,92.0
2018-01-08 14:00:00,12.8,25.81,0.0,248.67,76.5,0.0,76.5
2018-01-08 15:00:00,11.1,31.99,0.0,136.83,68.0,1.5,67.5
2018-01-08 16:00:00,12.2,31.04,0.0,234.5,120.5,170.0,80.5
2018-01-08 17:00:00,10.0,31.07,0.0,165.8,48.5,124.0,34.5
2018-01-08 18:00:00,9.4,30.99,0.0,221.8,0.0,0.0,0.0
2018-01-08 19:00:00,7.2,34.17,0.0,279.5,0.0,0.0,0.0
2018-01-08 20:00:00,5.6,36.53,1.5,150.0,0.0,0.0,0.0
2018-01-08 21:00:00,6.1,38.82,2.1,200.0,0.0,0.0,0.0
2018-01-08 22:00:00,7.2,31.05,0.0,119.83,0.0,0.0,0.0
2018-01-08 23:00:00,6.1,35.29,2.1,140.0,0.0,0.0,0.0
2018-01-09 00:00:00,5.0,36.15,0.0,213.83,0.0,0.0,0.0
2018-01-09 01:00:00,6.7,29.18,1.5,237.4,0.0,0.0,0.0
2018-01-09 02:00:00,6.1,30.41,2.6,220.0,0.0,0.0,0.0
2018-01-09 03:00:00,5.0,36.15,4.1,180.0,0.0,0.0,0.0
2018-01-09 04:00:00,5.0,39.78,1.5,212.67,0.0,0.0,0.0
2018-01-09 05:00:00,2.8,48.91,2.6,190.0,0.0,0.0,0.0
2018-01-09 06:00:00,4.4,50.54,2.6,130.0,0.0,0.0,0.0
2018-01-09 07:00:00,2.2,59.05,4.1,140.0,0.0,0.0,0.0
2018-01-09 08:00:00,5.6,53.22,3.1,180.0,7.5,83.5,6.0
2018-01-09 09:00:00,8.9,44.64,5.1,140.0,115.5,578.5,30.5
2018-01-09 10:00:00,12.2,39.26,2.6,160.0,264.0,742.5,49.5
2018-01-09 11:00:00,13.9,35.13,1.5,320.0,398.5,887.0,52.0
2018-01-09 12:00:00,15.6,29.94,3.1,290.0,430.0,700.0,109.5
2018-01-09 13:00:00,17.8,24.97,4.1,340.0,488.0,884.0,69.0
2018-01-09 14:00:00,18.3,25.23,3.6,50.0,468.5,953.0,46.5
2018-01-09 15:00:00,18.3,25.23,2.1,50.0,374.5,897.0,45.5
2018-01-09 16:00:00,17.2,27.04,3.1,40.0,236.5,799.0,37.5
2018-01-09 17:00:00,13.3,33.33,1.5,112.33,80.0,516.5,24.5
2018-01-09 18:00:00,15.0,23.55,7.7,240.0,0.0,0.0,0.0
2018-01-09 19:00:00,13.3,24.98,5.1,220.0,0.0,0.0,0.0
2018-01-09 20:00:00,9.4,34.06,4.1,180.0,0.0,0.0,0.0
2018-01-09 21:00:00,8.9,37.08,4.6,180.0,0.0,0.0,0.0
2018-01-09 22:00:00,8.85,35.85,5.15,190.0,0.0,0.0,0.0
2018-01-09 23:00:00,8.9,37.08,4.1,180.0,0.0,0.0,0.0
2018-01-10 00:00:00,8.3,40.29,3.6,190.0,0.0,0.0,0.0
2018-01-10 01:00:00,6.7,43.08,4.1,180.0,0.0,0.0,0.0
2018-01-10 02:00:00,8.3,36.69,4.1,210.0,0.0,0.0,0.0
2018-01-10 03:00:00,6.7,43.08,4.6,190.0,0.0,0.0,0.0
2018-01-10 04:00:00,7.2,39.55,3.1,180.0,0.0,0.0,0.0
2018-01-10 05:00:00,7.8,39.95,2.1,200.0,0.0,0.0,0.0
2018-01-10 06:00:00,7.8,39.95,2.1,250.33,0.0,0.0,0.0
2018-01-10 07:00:00,5.6,46.48,3.6,320.0,0.0,0.0,0.0
2018-01-10 08:00:00,8.3,40.29,0.0,243.67,1.5,0.0,1.5
2018-01-10 09:00:00,8.3,42.39,3.1,230.0,14.5,0.0,14.5
2018-01-10 10:00:00,8.9,40.7,3.1,130.0,69.5,6.0,67.5
2018-01-10 11:00:00,11.1,35.12,2.1,170.0,144.5,28.0,134.0
2018-01-10 12:00:00,12.2,32.65,2.6,240.0,162.0,23.5,151.0
2018-01-10 13:00:00,13.3,28.88,0.0,249.17,248.5,94.5,203.5
2018-01-10 14:00:00,14.4,25.77,0.0,105.4,246.0,120.5,192.5
2018-01-10 15:00:00,12.8,29.84,4.6,20.0,136.0,30.0,125.0
2018-01-10 16:00:00,11.1,36.63,5.7,20.0,50.5,1.0,50.0
2018-01-10 17:00:00,6.05,80.2,5.4,310.0,16.5,0.0,16.5
2018-01-10 18:00:00,5.6,85.11,2.35,35.0,0.0,0.0,0.0
2018-01-10 19:00:00,3.9,92.52,3.6,60.0,0.0,0.0,0.0
2018-01-10 20:00:00,1.07,95.17,8.43,40.0,0.0,0.0,0.0
2018-01-10 21:00:00,-3.15,91.1,5.15,45.0,0.0,0.0,0.0
2018-01-10 22:00:00,-4.15,82.08,6.15,25.0,0.0,0.0,0.0
2018-01-10 23:00:00,-4.4,78.6,2.1,190.0,0.0,0.0,0.0
2018-01-11 00:00:00,-4.4,74.6,0.0,66.17,0.0,0.0,0.0
2018-01-11 01:00:00,-5.6,79.12,2.6,160.0,0.0,0.0,0.0
2018-01-11 02:00:00,-6.1,78.36,2.1,170.0,0.0,0.0,0.0
2018-01-11 03:00:00,-7.8,86.89,2.6,170.0,0.0,0.0,0.0
2018-01-11 04:00:00,-7.8,82.39,2.1,180.0,0.0,0.0,0.0
2018-01-11 05:00:00,-6.7,78.96,2.6,180.0,0.0,0.0,0.0
2018-01-11 06:00:00,-7.8,82.39,3.6,200.0,0.0,0.0,0.0
2018-01-11 07:00:00,-8.3,81.6,3.6,180.0,0.0,0.0,0.0
2018-01-11 08:00:00,-7.8,78.11,2.1,130.0,4.5,9.0,4.5
2018-01-11 09:00:00,-5.0,78.52,3.6,110.0,117.5,514.5,35.0
2018-01-11 10:00:00,-0.6,51.91,2.6,100.0,295.5,887.5,40.0
2018-01-11 11:00:00,0.6,52.07,3.6,100.0,428.5,967.5,46.5
2018-01-11 12:00:00,1.7,45.65,2.6,106.67,511.5,1001.0,50.5
2018-01-11 13:00:00,2.2,46.41,3.6,80.0,532.0,1004.5,51.0
2018-01-11 14:00:00,3.3,33.57,3.6,340.0,491.0,983.0,50.0
2018-01-11 15:00:00,3.3,36.99,3.1,140.0,395.5,933.0,48.0
2018-01-11 16:00:00,4.4,25.51,4.6,350.0,253.0,828.0,41.5
2018-01-11 17:00:00,2.2,29.81,1.5,200.0,89.5,555.5,27.5
2018-01-11 18:00:00,0.0,38.55,0.0,135.0,1.5,20.0,2.0
2018-01-11 19:00:00,-2.8,50.89,4.1,180.0,0.0,0.0,0.0
2018-01-11 20:00:00,-1.1,51.33,5.1,160.0,0.0,0.0,0.0
2018-01-11 21:00:00,-1.7,53.96,3.6,160.0,0.0,0.0,0.0
2018-01-11 22:00:00,-1.1,46.57,5.1,170.0,0.0,0.0,0.0
2018-01-11 23:00:00,-1.1,49.12,3.1,140.0,0.0,0.0,0.0
2018-01-12 00:00:00,-0.6,49.25,4.6,140.0,0.0,0.0,0.0
2018-01-12 01:00:00,-2.2,56.26,4.1,140.0,0.0,0.0,0.0
2018-01-12 02:00:00,-2.8,53.68,4.1,190.0,0.0,0.0,0.0
2018-01-12 03:00:00,-0.6,47.12,5.1,180.0,0.0,0.0,0.0
2018-01-12 04:00:00,-4.4,67.74,2.1,160.0,0.0,0.0,0.0
2018-01-12 05:00:00,-2.2,56.26,2.6,120.0,0.0,0.0,0.0
2018-01-12 06:00:00,-1.7,53.96,2.1,144.0,0.0,0.0,0.0
2018-01-12 07:00:00,-0.6,54.23,2.1,180.0,0.0,0.0,0.0
2018-01-12 08:00:00,-1.1,56.53,0.0,168.33,4.5,5.5,4.5
2018-01-12 09:00:00,5.0,38.09,3.1,310.0,66.0,85.0,53.0
2018-01-12 10:00:00,6.7,35.36,5.7,280.0,135.0,101.0,105.5
2018-01-12 11:00:00,7.2,32.72,5.1,290.0,123.5,41.0,108.0
2018-01-12 12:00:00,7.2,31.05,8.8,320.0,105.0,3.5,103.5
2018-01-12 13:00:00,6.1,44.9,6.2,40.0,184.5,34.5,168.0
2018-01-12 14:00:00,5.0,55.49,4.1,50.0,397.0,619.5,121.0
2018-01-12 15:00:00,5.6,48.5,5.7,20.0,233.5,228.5,145.0
2018-01-12 16:00:00,4.4,55.48,3.6,20.0,127.5,208.0,77.0
2018-01-12 17:00:00,2.8,62.11,1.5,60.0,68.0,332.5,29.0
2018-01-12 18:00:00,0.6,87.42,1.5,70.0,0.5,5.0,0.5
2018-01-12 19:00:00,0.0,91.27,2.07,110.0,0.0,0.0,0.0
2018-01-12 20:00:00,-1.4,91.2,1.3,160.0,0.0,0.0,0.0
2018-01-12 21:00:00,-1.1,95.13,0.75,150.0,0.0,0.0,0.0
2018-01-12 22:00:00,-1.7,95.91,1.5,110.0,0.0,0.0,0.0
2018-01-12 23:00:00,-2.75,95.05,1.8,135.0,0.0,0.0,0.0
2018-01-13 00:00:00,-3.6,95.05,2.6,160.0,0.0,0.0,0.0
2018-01-13 01:00:00,-4.4,90.25,4.1,170.0,0.0,0.0,0.0
2018-01-13 02:00:00,-3.3,78.76,2.6,160.0,0.0,0.0,0.0
2018-01-13 03:00:00,-2.8,71.69,1.5,180.0,0.0,0.0,0.0
2018-01-13 04:00:00,-4.4,78.6,2.1,140.0,0.0,0.0,0.0
2018-01-13 05:00:00,-5.0,78.52,2.1,140.0,0.0,0.0,0.0
2018-01-13 06:00:00,-6.7,82.53,2.6,180.0,0.0,0.0,0.0
2018-01-13 07:00:00,-6.1,74.98,2.6,180.0,0.0,0.0,0.0
2018-01-13 08:00:00,-4.4,67.74,2.1,155.0,4.0,7.5,4.0
2018-01-13 09:00:00,-1.1,75.78,3.1,110.0,80.0,181.0,50.5
2018-01-13 10:00:00,2.8,64.78,0.0,154.17,178.5,235.0,110.5
2018-01-13 11:00:00,6.1,33.49,4.1,160.0,341.5,561.5,111.5
2018-01-13 12:00:00,7.8,29.8,3.6,150.0,499.5,970.0,48.5
2018-01-13 13:00:00,8.9,25.12,2.6,203.8,518.5,954.0,56.5
2018-01-13 14:00:00,9.4,22.03,2.1,10.0,447.0,781.5,89.5
2018-01-13 15:00:00,8.3,23.73,3.1,20.0,213.5,138.0,161.5
2018-01-13 16:00:00,7.8,25.9,2.1,40.0,90.0,39.5,78.5
2018-01-13 17:00:00,6.1,30.41,2.6,50.0,61.5,267.0,25.5
2018-01-13 18:00:00,5.0,36.15,2.1,40.0,0.5,0.0,0.5
2018-01-13 19:00:00,1.1,45.62,2.1,180.0,0.0,0.0,0.0
2018-01-13 20:00:00,0.0,51.61,2.6,180.0,0.0,0.0,0.0
2018-01-13 21:00:00,-1.1,54.11,3.1,190.0,0.0,0.0,0.0
2018-01-13 22:00:00,-4.4,67.74,2.6,130.0,0.0,0.0,0.0
2018-01-13 23:00:00,-5.0,68.22,0.0,113.67,0.0,0.0,0.0
2018-01-14 00:00:00,-3.3,65.05,1.5,150.0,0.0,0.0,0.0
2018-01-14 01:00:00,-3.3,74.78,2.1,100.0,0.0,0.0,0.0
2018-01-14 02:00:00,-3.9,86.5,3.1,210.0,0.0,0.0,0.0
2018-01-14 03:00:00,-4.4,82.08,3.6,170.0,0.0,0.0,0.0
2018-01-14 04:00:00,-4.4,95.01,5.7,180.0,0.0,0.0,0.0
2018-01-14 05:00:00,-5.0,94.99,5.1,180.0,0.0,0.0,0.0
2018-01-14 06:00:00,-4.4,90.25,6.7,170.0,0.0,0.0,0.0
2018-01-14 07:00:00,-4.4,86.45,4.6,170.0,0.0,0.0,0.0
2018-01-14 08:00:00,-2.8,78.83,4.1,170.0,7.5,65.5,6.0
2018-01-14 09:00:00,1.7,63.85,3.1,150.0,117.5,528.0,33.0
2018-01-14 10:00:00,6.1,51.41,2.6,140.0,292.0,878.5,35.5
2018-01-14 11:00:00,9.4,23.23,2.1,250.0,424.5,957.0,41.0
2018-01-14 12:00:00,12.2,17.33,3.1,360.0,508.5,989.5,46.5
2018-01-14 13:00:00,13.3,14.61,4.1,320.0,533.5,996.0,49.0
2018-01-14 14:00:00,13.3,15.42,3.1,10.0,483.5,919.5,62.5
2018-01-14 15:00:00,14.4,13.01,6.7,310.0,356.0,700.5,84.5
2018-01-14 16:00:00,11.1,14.62,9.8,340.0,200.0,463.0,78.0
2018-01-14 17:00:00,8.3,31.7,7.2,20.0,87.0,511.0,28.5
2018-01-14 18:00:00,6.1,35.29,2.1,10.0,2.0,35.5,2.5
2018-01-14 19:00:00,4.4,36.09,0.0,176.83,0.0,0.0,0.0
2018-01-14 20:00:00,-0.6,49.25,3.1,181.67,0.0,0.0,0.0
