Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_pmp,BIPV,Version,Date,solve_return_code,solve_pass
Suntech Power STP270-20/Wem,Suntech Power,Multi-c-Si,0,270.0,246.8,1.6268799999999999,1.64,0.992,60.0,9.15,37.9,8.69,31.1,0.005544900000000001,-0.1292769,43.8,1.5866872501668932,9.165579224770028,3.876982416610854e-10,0.24227858430522448,999999.9796864365,7.295696080212462,-0.4457,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP270-24/Vd,Suntech Power,Multi-c-Si,0,270.0,244.7,1.9403519999999999,1.956,0.992,72.0,8.2,44.5,7.71,35.0,0.004428,-0.139285,46.1,1.753652440803008,8.206844673803205,7.766297648873419e-11,0.5679400937065915,680.399037503119,3.79078310166601,-0.415,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP270-24/Vdx,Suntech Power,Multi-c-Si,0,270.0,244.7,1.9403519999999999,1.956,0.992,72.0,8.2,44.5,7.71,35.0,0.004428,-0.139285,46.1,1.753652440803008,8.206844673803205,7.766297648873419e-11,0.5679400937065915,680.399037503119,3.79078310166601,-0.415,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP270-24/Ve,Suntech Power,Multi-c-Si,0,270.0,244.7,1.9403519999999999,1.956,0.992,72.0,8.2,44.5,7.71,35.0,0.004428,-0.139285,46.1,1.753652440803008,8.206844673803205,7.766297648873419e-11,0.5679400937065915,680.399037503119,3.79078310166601,-0.415,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP270S-20/Web,Suntech Power,Mono-c-Si,0,270.0,246.7,1.6268799999999999,1.64,0.992,60.0,9.28,38.3,8.77,30.8,0.00475136,-0.12114290000000001,44.1,1.5604349854336146,9.282042669965428,2.0274049861367501e-10,0.3322027138856766,1509.2219827437336,9.877831019774261,-0.4402,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP275-24/Vd,Suntech Power,Multi-c-Si,0,275.0,249.3,1.9403519999999999,1.956,0.992,72.0,8.26,44.7,7.84,35.1,0.0044604,-0.139911,46.1,1.7577978799476146,8.260004598220737,7.46563820244075e-11,0.5565706998274698,999999.9338760846,3.37851871336078,-0.415,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP275-24/Vdx,Suntech Power,Multi-c-Si,0,275.0,249.3,1.9403519999999999,1.956,0.992,72.0,8.26,44.7,7.84,35.1,0.0044604,-0.139911,46.1,1.7577978799476146,8.260004598220737,7.46563820244075e-11,0.5565706998274698,999999.9338760846,3.37851871336078,-0.415,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP275-24/Ve,Suntech Power,Multi-c-Si,0,275.0,249.3,1.9403519999999999,1.956,0.992,72.0,8.26,44.7,7.84,35.1,0.0044604,-0.139911,46.1,1.7577978799476146,8.260004598220737,7.46563820244075e-11,0.5565706998274698,999999.9338760846,3.37851871336078,-0.415,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP275S-20/Web,Suntech Power,Mono-c-Si,0,275.0,251.4,1.6268799999999999,1.64,0.992,60.0,9.34,38.5,8.85,31.1,0.00478208,-0.12177550000000001,44.1,1.570465789096801,9.340677440736888,2.106874847803271e-10,0.3133062991144446,999999.9263181008,10.152784198570314,-0.4402,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP275S-20/Wem,Suntech Power,Mono-c-Si,0,275.0,251.8,1.6268799999999999,1.64,0.992,60.0,9.34,38.5,8.85,31.1,0.00489416,-0.12681900000000002,44.4,1.5541144621417033,9.340391015840293,1.6269461213155843e-10,0.31714982359248334,7575.617384692376,3.5516236271363804,-0.4267,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP275S-20/Wew,Suntech Power,Mono-c-Si,0,275.0,251.8,1.6268799999999999,1.64,0.992,60.0,9.34,38.5,8.85,31.1,0.00489416,-0.12681900000000002,44.4,1.5541144621417033,9.340391015840293,1.6269461213155843e-10,0.31714982359248334,7575.617384692376,3.5516236271363804,-0.4267,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP280-24/Vd,Suntech Power,Multi-c-Si,0,280.0,254.0,1.9403519999999999,1.956,0.992,72.0,8.33,44.8,7.95,35.2,0.0044982,-0.140224,46.1,1.7666046710266492,8.33000434458661,8.076140910671685e-11,0.5214524168538391,999994.3410253816,3.9650757200505935,-0.415,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP280-24/Vdx,Suntech Power,Multi-c-Si,0,280.0,254.0,1.9403519999999999,1.956,0.992,72.0,8.33,44.8,7.95,35.2,0.0044982,-0.140224,46.1,1.7666046710266492,8.33000434458661,8.076140910671685e-11,0.5214524168538391,999994.3410253816,3.9650757200505935,-0.415,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP280-24/Ve,Suntech Power,Multi-c-Si,0,280.0,254.0,1.9403519999999999,1.956,0.992,72.0,8.33,44.8,7.95,35.2,0.0044982,-0.140224,46.1,1.7666046710266492,8.33000434458661,8.076140910671685e-11,0.5214524168538391,999994.3410253816,3.9650757200505935,-0.415,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP280S-20/Web,Suntech Power,Mono-c-Si,0,280.0,256.1,1.6268799999999999,1.64,0.992,60.0,9.41,39.4,8.89,31.5,0.004817920000000001,-0.12462220000000002,44.1,1.6002877291022846,9.411952815041033,1.9057059460799656e-10,0.3614466815506107,1741.698768730628,9.207427313571813,-0.4402,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP280S-20/Wem,Suntech Power,Mono-c-Si,0,280.0,256.5,1.6268799999999999,1.64,0.992,60.0,9.41,39.4,8.89,31.5,0.004930840000000001,-0.12978360000000003,44.4,1.5836369728157562,9.41250798334501,1.4701909909472164e-10,0.3653027604793813,1370.6233593456589,2.654790429304354,-0.4267,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP280S-20/Wew,Suntech Power,Mono-c-Si,0,280.0,256.5,1.6268799999999999,1.64,0.992,60.0,9.41,39.4,8.89,31.5,0.004930840000000001,-0.12978360000000003,44.4,1.5836369728157562,9.41250798334501,1.4701909909472164e-10,0.3653027604793813,1370.6233593456589,2.654790429304354,-0.4267,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP285-24/Vd,Suntech Power,Multi-c-Si,0,285.0,258.6,1.9403519999999999,1.956,0.992,72.0,8.37,44.8,7.95,35.8,0.0045198,-0.140224,46.1,1.776314209823437,8.370003880261667,9.321484055128452e-11,0.4635033488989064,999999.8657971133,5.133542413949579,-0.415,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP285-24/Vdx,Suntech Power,Multi-c-Si,0,285.0,258.6,1.9403519999999999,1.956,0.992,72.0,8.37,44.8,7.95,35.8,0.0045198,-0.140224,46.1,1.776314209823437,8.370003880261667,9.321484055128452e-11,0.4635033488989064,999999.8657971133,5.133542413949579,-0.415,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP285-24/Ve,Suntech Power,Multi-c-Si,0,285.0,258.6,1.9403519999999999,1.956,0.992,72.0,8.37,44.8,7.95,35.8,0.0045198,-0.140224,46.1,1.776314209823437,8.370003880261667,9.321484055128452e-11,0.4635033488989064,999999.8657971133,5.133542413949579,-0.415,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP285-24/Ver,Suntech Power,Multi-c-Si,0,285.0,258.6,1.9403519999999999,1.956,0.992,72.0,8.37,44.8,7.95,35.8,0.0045198,-0.140224,46.1,1.776314209823437,8.370003880261667,9.321484055128452e-11,0.4635033488989064,999999.8657971133,5.133542413949579,-0.415,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP285S-20/Web,Suntech Power,Mono-c-Si,0,285.0,260.8,1.6268799999999999,1.64,0.992,60.0,9.48,39.6,9.02,31.6,0.00485376,-0.12525480000000003,44.1,1.6094075407254465,9.480003291310338,1.9536583273145177e-10,0.3470388787144109,999985.1053784726,9.353929724227731,-0.4402,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP285S-20/Wem,Suntech Power,Mono-c-Si,0,285.0,261.2,1.6268799999999999,1.64,0.992,60.0,9.48,39.6,9.02,31.6,0.0049675200000000004,-0.13044240000000001,44.4,1.5919071356110805,9.480003346652452,1.4906443984579575e-10,0.3529094245802007,999999.8135067361,2.699375874430134,-0.4267,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP285S-20/Wew,Suntech Power,Mono-c-Si,0,285.0,261.2,1.6268799999999999,1.64,0.992,60.0,9.48,39.6,9.02,31.6,0.0049675200000000004,-0.13044240000000001,44.4,1.5919071356110805,9.480003346652452,1.4906443984579575e-10,0.3529094245802007,999999.8135067361,2.699375874430134,-0.4267,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP290-24/Vd,Suntech Power,Multi-c-Si,0,290.0,263.3,1.9403519999999999,1.956,0.992,72.0,8.4,44.8,7.95,36.5,0.004536,-0.140224,46.1,1.7943418005388259,8.402240251276249,1.2009753813651418e-10,0.37075249960234197,1390.1662473387628,7.284043494339991,-0.415,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP290-24/Vdx,Suntech Power,Multi-c-Si,0,290.0,263.3,1.9403519999999999,1.956,0.992,72.0,8.4,44.8,7.95,36.5,0.004536,-0.140224,46.1,1.7943418005388259,8.402240251276249,1.2009753813651418e-10,0.37075249960234197,1390.1662473387628,7.284043494339991,-0.415,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP290-24/Ve,Suntech Power,Multi-c-Si,0,290.0,263.3,1.9403519999999999,1.956,0.992,72.0,8.4,44.8,7.95,36.5,0.004536,-0.140224,46.1,1.7943418005388259,8.402240251276249,1.2009753813651418e-10,0.37075249960234197,1390.1662473387628,7.284043494339991,-0.415,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP290-24/Ver,Suntech Power,Multi-c-Si,0,290.0,263.3,1.9403519999999999,1.956,0.992,72.0,8.4,44.8,7.95,36.5,0.004536,-0.140224,46.1,1.7943418005388259,8.402240251276249,1.2009753813651418e-10,0.37075249960234197,1390.1662473387628,7.284043494339991,-0.415,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP290S-20/Web,Suntech Power,Mono-c-Si,0,290.0,265.5,1.6268799999999999,1.64,0.992,60.0,9.55,39.8,9.15,31.7,0.004889600000000001,-0.1258874,44.1,1.621781386244561,9.55028446639537,2.0982849745556907e-10,0.3216437394323324,10798.148693753245,9.921115959704009,-0.4402,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP290S-20/Wem,Suntech Power,Mono-c-Si,0,290.0,265.9,1.6268799999999999,1.64,0.992,60.0,9.55,39.8,9.15,31.7,0.005004200000000001,-0.1311012,44.4,1.6041919376508482,9.550289168701624,1.6032591410264904e-10,0.3277594258746423,10824.521834065914,3.243708268301349,-0.4267,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP290S-20/Wew,Suntech Power,Mono-c-Si,0,290.0,265.9,1.6268799999999999,1.64,0.992,60.0,9.55,39.8,9.15,31.7,0.005004200000000001,-0.1311012,44.4,1.6041919376508482,9.550289168701624,1.6032591410264904e-10,0.3277594258746423,10824.521834065914,3.243708268301349,-0.4267,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP295-24/Vd,Suntech Power,Multi-c-Si,0,295.0,267.2,1.9403519999999999,1.956,0.992,72.0,8.53,44.9,8.02,36.8,0.00739551,-0.1921271,45.7,1.9400743094571202,8.534246691384787,7.521155372584544e-10,0.2998108792400342,602.2071791200171,-9.650067889517533,-0.4339,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP295-24/Vdx,Suntech Power,Multi-c-Si,0,295.0,267.2,1.9403519999999999,1.956,0.992,72.0,8.53,44.9,8.02,36.8,0.00739551,-0.1921271,45.7,1.9400743094571202,8.534246691384787,7.521155372584544e-10,0.2998108792400342,602.2071791200171,-9.650067889517533,-0.4339,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP295-24/Ve,Suntech Power,Multi-c-Si,0,295.0,267.2,1.9403519999999999,1.956,0.992,72.0,8.53,44.9,8.02,36.8,0.00739551,-0.1921271,45.7,1.9400743094571202,8.534246691384787,7.521155372584544e-10,0.2998108792400342,602.2071791200171,-9.650067889517533,-0.4339,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP295-24/Ver,Suntech Power,Multi-c-Si,0,295.0,267.2,1.9403519999999999,1.956,0.992,72.0,8.53,44.9,8.02,36.8,0.00739551,-0.1921271,45.7,1.9400743094571202,8.534246691384787,7.521155372584544e-10,0.2998108792400342,602.2071791200171,-9.650067889517533,-0.4339,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP300-24/Vd,Suntech Power,Multi-c-Si,0,300.0,271.9,1.9403519999999999,1.956,0.992,72.0,8.67,45.0,8.14,36.9,0.00751689,-0.192555,45.7,1.9465985704967397,8.675174002594213,7.833718403112398e-10,0.2927070211132223,490.4850466479763,-9.466441726232667,-0.4339,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP300-24/Vdx,Suntech Power,Multi-c-Si,0,300.0,271.9,1.9403519999999999,1.956,0.992,72.0,8.67,45.0,8.14,36.9,0.00751689,-0.192555,45.7,1.9465985704967397,8.675174002594213,7.833718403112398e-10,0.2927070211132223,490.4850466479763,-9.466441726232667,-0.4339,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP300-24/Ve,Suntech Power,Multi-c-Si,0,300.0,271.9,1.9403519999999999,1.956,0.992,72.0,8.67,45.0,8.14,36.9,0.00751689,-0.192555,45.7,1.9465985704967397,8.675174002594213,7.833718403112398e-10,0.2927070211132223,490.4850466479763,-9.466441726232667,-0.4339,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP300-24/Ver,Suntech Power,Multi-c-Si,0,300.0,271.9,1.9403519999999999,1.956,0.992,72.0,8.67,45.0,8.14,36.9,0.00751689,-0.192555,45.7,1.9465985704967397,8.675174002594213,7.833718403112398e-10,0.2927070211132223,490.4850466479763,-9.466441726232667,-0.4339,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP305-24/Vd,Suntech Power,Multi-c-Si,0,305.0,276.5,1.9403519999999999,1.956,0.992,72.0,8.79,45.1,8.25,37.0,0.007620929999999999,-0.1929829,45.7,1.9518856556225872,8.795421031545157,8.029552561736115e-10,0.28669608294476606,464.86716277064914,-9.384789962736894,-0.4339,N,2025.7.3,6/23/2025,4.0,bootstrapping
Suntech Power STP305-24/Vdx,Suntech Power,Multi-c-Si,0,305.0,276.5,1.9403519999999999,1.956,0.992,72.0,8.79,45.1,8.25,37.0,0.007620929999999999,-0.1929829,45.7,1.9518856556225872,8.795421031545157,8.029552561736115e-10,0.28669608294476606,464.86716277064914,-9.384789962736894,-0.4339,N,2025.7.3,6/23/2025,4.0,bootstrapping
Suntech Power STP305-24/Ve,Suntech Power,Multi-c-Si,0,305.0,276.5,1.9403519999999999,1.956,0.992,72.0,8.79,45.1,8.25,37.0,0.007620929999999999,-0.1929829,45.7,1.9518856556225872,8.795421031545157,8.029552561736115e-10,0.28669608294476606,464.86716277064914,-9.384789962736894,-0.4339,N,2025.7.3,6/23/2025,4.0,bootstrapping
Suntech Power STP305-24/Vem,Suntech Power,Multi-c-Si,0,305.0,278.8,1.9403519999999999,1.956,0.992,72.0,8.89,44.7,8.43,36.2,0.00518287,-0.14777820000000003,44.2,1.8218532649183161,8.890003515397632,1.9646563553326069e-10,0.37029724226733807,936700.4392286951,5.099233729617579,-0.4294,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP305-24/Ver,Suntech Power,Multi-c-Si,0,305.0,276.5,1.9403519999999999,1.956,0.992,72.0,8.79,45.1,8.25,37.0,0.007620929999999999,-0.1929829,45.7,1.9518856556225872,8.795421031545157,8.029552561736115e-10,0.28669608294476606,464.86716277064914,-9.384789962736894,-0.4339,N,2025.7.3,6/23/2025,4.0,bootstrapping
Suntech Power STP310-24/Vd,Suntech Power,Multi-c-Si,0,310.0,281.2,1.9403519999999999,1.956,0.992,72.0,8.91,45.2,8.36,37.1,0.007724969999999999,-0.1934108,45.7,1.9571654800757234,8.915663085282326,8.227624256276928e-10,0.2808464984096179,441.8692417327192,-9.3040899804876,-0.4339,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP310-24/Vdx,Suntech Power,Multi-c-Si,0,310.0,281.2,1.92614,1.93,0.998,72.0,8.91,45.2,8.36,37.1,0.007724969999999999,-0.1934108,45.7,1.9571654800757234,8.915663085282326,8.227624256276928e-10,0.2808464984096179,441.8692417327192,-9.3040899804876,-0.4339,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP310-24/Ve,Suntech Power,Multi-c-Si,0,310.0,281.2,1.9403519999999999,1.956,0.992,72.0,8.91,45.2,8.36,37.1,0.007724969999999999,-0.1934108,45.7,1.9571654800757234,8.915663085282326,8.227624256276928e-10,0.2808464984096179,441.8692417327192,-9.3040899804876,-0.4339,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP310-24/Vem,Suntech Power,Multi-c-Si,0,310.0,283.5,1.9403519999999999,1.956,0.992,72.0,8.96,44.9,8.5,36.5,0.0052236800000000005,-0.1484394,44.2,1.833612811098937,8.960003452515743,2.0780705022223328e-10,0.34998480589820424,908531.4534706641,5.50947025206716,-0.4294,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP310-24/Ver,Suntech Power,Multi-c-Si,0,310.0,281.2,1.9403519999999999,1.956,0.992,72.0,8.91,45.2,8.36,37.1,0.007724969999999999,-0.1934108,45.7,1.9571654800757234,8.915663085282326,8.227624256276928e-10,0.2808464984096179,441.8692417327192,-9.3040899804876,-0.4339,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP310-VRM-1,Suntech Power,Multi-c-Si,0,310.0,281.2,1.9403519999999999,1.956,0.992,72.0,8.91,45.2,8.36,37.1,0.007724969999999999,-0.1934108,45.7,1.9571654800757234,8.915663085282326,8.227624256276928e-10,0.2808464984096179,441.8692417327192,-9.3040899804876,-0.4339,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP315-24/Vd,Suntech Power,Multi-c-Si,0,315.0,285.8,1.9403519999999999,1.956,0.992,72.0,8.96,45.5,8.61,36.6,0.007768320000000001,-0.19469450000000002,45.7,1.9554872659637894,8.960227959311242,7.031154939515205e-10,0.2952739932121367,11605.923592010087,-10.51940038378563,-0.4339,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP315-24/Vdx,Suntech Power,Multi-c-Si,0,315.0,285.8,1.9403519999999999,1.956,0.992,72.0,8.96,45.5,8.61,36.6,0.007768320000000001,-0.19469450000000002,45.7,1.9554872659637894,8.960227959311242,7.031154939515205e-10,0.2952739932121367,11605.923592010087,-10.51940038378563,-0.4339,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP315-24/Ve,Suntech Power,Multi-c-Si,0,315.0,285.8,1.9403519999999999,1.956,0.992,72.0,8.96,45.5,8.61,36.6,0.007768320000000001,-0.19469450000000002,45.7,1.9554872659637894,8.960227959311242,7.031154939515205e-10,0.2952739932121367,11605.923592010087,-10.51940038378563,-0.4339,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP315-24/Vem,Suntech Power,Multi-c-Si,0,315.0,288.2,1.9403519999999999,1.956,0.992,72.0,9.02,45.1,8.56,36.8,0.00525866,-0.1491006,44.2,1.8453206580800565,9.020003374308699,2.1926112857933867e-10,0.33039921292653734,883434.6150514263,5.910227703746618,-0.4294,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP315-24/Ver,Suntech Power,Multi-c-Si,0,315.0,285.8,1.9403519999999999,1.956,0.992,72.0,8.96,45.5,8.61,36.6,0.007768320000000001,-0.19469450000000002,45.7,1.9554872659637894,8.960227959311242,7.031154939515205e-10,0.2952739932121367,11605.923592010087,-10.51940038378563,-0.4339,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP320-24/Vd,Suntech Power,Multi-c-Si,0,320.0,290.5,1.9403519999999999,1.956,0.992,72.0,9.07,45.6,8.72,36.7,0.00786369,-0.1951224,45.7,1.9608544471213927,9.070224839086722,7.208386410989765e-10,0.28679147072565847,11569.259239260744,-10.42697384005845,-0.4339,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP320-24/Vdx,Suntech Power,Multi-c-Si,0,320.0,290.5,1.9403519999999999,1.956,0.992,72.0,9.07,45.6,8.72,36.7,0.00786369,-0.1951224,45.7,1.9608544471213927,9.070224839086722,7.208386410989765e-10,0.28679147072565847,11569.259239260744,-10.42697384005845,-0.4339,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP320-24/Ve,Suntech Power,Multi-c-Si,0,320.0,290.5,1.9403519999999999,1.956,0.992,72.0,9.07,45.6,8.72,36.7,0.00786369,-0.1951224,45.7,1.9608544471213927,9.070224839086722,7.208386410989765e-10,0.28679147072565847,11569.259239260744,-10.42697384005845,-0.4339,N,2025.7.3,6/23/2025,2.0,first_pass
Suntech Power STP320-24/Vem,Suntech Power,Multi-c-Si,0,320.0,292.9,1.9403519999999999,1.956,0.992,72.0,9.14,45.6,8.63,37.1,0.00532862,-0.15075360000000002,44.2,1.866644973220979,9.143410088308103,2.235817820183575e-10,0.34411084194611347,922.3145317348587,5.979637548106064,-0.4294,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP325-24/Vem,Suntech Power,Multi-c-Si,0,325.0,297.6,1.9403519999999999,1.956,0.992,72.0,9.26,45.9,8.72,37.3,0.00539858,-0.1517454,44.2,1.8802783058016208,9.265623074224228,2.2983481688839961e-10,0.34761113164214497,572.4412300534285,6.113324446817229,-0.4294,N,2025.7.3,6/23/2025,4.0,first_pass
Suntech Power STP330-24/Vem,Suntech Power,Multi-c-Si,0,330.0,302.3,1.9403519999999999,1.956,0.992,72.0,9.38,46.2,8.81,37.5,0.00546854,-0.15273720000000002,44.2,1.8938914492347816,9.387911522493104,2.3611809129097507e-10,0.3510500667335418,416.20940719098866,6.243070035290671,-0.4294,N,2025.7.3,6/23/2025,4.0,first_pass
SunTegra STS-110M-B4U,SunTegra,Mono-c-Si,0,110.0,95.3,0.66,,,24.0,9.41,15.46,8.66,12.72,0.0035758,-0.044988600000000004,57.31,0.6131456366533994,9.433877368207165,1.0140584202212824e-10,0.10119651073461694,39.881251654951896,13.17951164200265,-0.404,Y,2025.7.3,6/23/2025,4.0,first_pass
SunTegra STS-114M-B4U,SunTegra,Mono-c-Si,0,114.0,98.9,0.66,,,24.0,9.68,15.52,8.92,12.78,0.0036783999999999996,-0.0451632,57.31,0.6153845889313376,9.703333032376692,1.0386700005194131e-10,0.09742247986109999,40.41694317662573,13.135333502404709,-0.404,Y,2025.7.3,6/23/2025,4.0,first_pass
Suzhou Akcome Optronics Science & Technology Co Ltd SK9609MHVC-U-385,Suzhou Akcome Optronics Science & Technology Co Ltd,Mono-c-Si,0,385.0,361.1,1.94,,,108.0,13.25,36.6,12.55,30.7,0.000795,-0.090036,42.6,1.2983705100531653,13.25884326025604,7.490231973880137e-12,0.14367337851020812,215.2681494739451,5.940831293748643,-0.364,N,2025.7.3,6/23/2025,4.0,first_pass
Suzhou Akcome Optronics Science & Technology Co Ltd SK9609MHVC-U-390,Suzhou Akcome Optronics Science & Technology Co Ltd,Mono-c-Si,0,390.0,365.9,1.94,,,108.0,13.34,36.8,12.62,30.9,0.0008003999999999999,-0.090528,42.6,1.337302678851063,13.348679034263041,1.4746281667431566e-11,0.13505818076847034,207.58947201915635,11.85012299755553,-0.364,N,2025.7.3,6/23/2025,4.0,first_pass
Suzhou Akcome Optronics Science & Technology Co Ltd SK9609MHVC-U-395,Suzhou Akcome Optronics Science & Technology Co Ltd,Mono-c-Si,0,395.0,370.8,1.94,,,108.0,13.43,37.0,12.7,31.1,0.0008058000000000001,-0.09102,42.6,1.3455152554568162,13.438918638826113,1.512674786972767e-11,0.1319636037348725,198.71543648950993,12.02195596235457,-0.364,N,2025.7.3,6/23/2025,4.0,first_pass
Suzhou Akcome Optronics Science & Technology Co Ltd SK9609MHVC-U-400,Suzhou Akcome Optronics Science & Technology Co Ltd,Mono-c-Si,0,400.0,375.6,1.94,,,108.0,13.54,37.2,12.8,31.3,0.0008124,-0.09151200000000001,42.6,1.3536729776749064,13.549088642757702,1.552003852275411e-11,0.12872433877196998,191.76983861634346,12.18254436811979,-0.364,N,2025.7.3,6/23/2025,4.0,first_pass
Suzhou Akcome Optronics Science & Technology Co Ltd SK9609MHVC-U-405,Suzhou Akcome Optronics Science & Technology Co Ltd,Mono-c-Si,0,405.0,380.4,1.94,,,108.0,13.66,37.4,12.89,31.4,0.0008196,-0.092004,42.6,1.3151818336204706,13.672740127489876,5.9965562563165114e-12,0.1421703861732495,152.4354822789593,3.8073790424706537,-0.364,N,2025.7.3,6/23/2025,4.0,first_pass
Suzhou Akcome Optronics Science & Technology Co Ltd SK9609MHVC-U-410,Suzhou Akcome Optronics Science & Technology Co Ltd,Mono-c-Si,0,410.0,385.2,1.94,,,108.0,13.77,37.6,12.98,31.6,0.0008261999999999999,-0.092496,42.6,1.3081066708268054,13.784182891455083,4.440075428293067e-12,0.14161887110732865,137.49607147625522,1.2371522478817014,-0.364,N,2025.7.3,6/23/2025,4.0,first_pass
Suzhou Akcome Optronics Science & Technology Co Ltd SK9609MHVC-U-415,Suzhou Akcome Optronics Science & Technology Co Ltd,Mono-c-Si,0,415.0,390.0,1.94,,,108.0,13.87,37.8,13.06,31.8,0.0008322,-0.092988,42.6,1.37805212144007,13.882433609442359,1.6648767806413647e-11,0.1277790026146331,142.54066774346998,12.621641140622218,-0.364,N,2025.7.3,6/23/2025,4.0,first_pass
Suzhou Akcome Optronics Science & Technology Co Ltd SK9612MHVC-T-U-520,Suzhou Akcome Optronics Science & Technology Co Ltd,Mono-c-Si,0,520.0,488.4,2.56,,,144.0,13.63,48.9,12.66,41.1,0.0044979,-0.128607,42.9,1.8272270948233127,13.651570119753528,3.1433028521771324e-11,0.1641036462134381,103.69588719631838,10.72096494478468,-0.354,N,2025.7.3,6/23/2025,4.0,first_pass
Suzhou Akcome Optronics Science & Technology Co Ltd SK9612MHVC-T-U-525,Suzhou Akcome Optronics Science & Technology Co Ltd,Mono-c-Si,0,525.0,493.2,2.56,,,144.0,13.69,49.0,12.74,41.2,0.0045177,-0.12887,42.9,1.829558215206752,13.710104314437299,3.0997549514390804e-11,0.16253825044586437,110.68015590207763,10.54852765297722,-0.354,N,2025.7.3,6/23/2025,4.0,first_pass
Suzhou Akcome Optronics Science & Technology Co Ltd SK9612MHVC-T-U-530,Suzhou Akcome Optronics Science & Technology Co Ltd,Mono-c-Si,0,530.0,498.0,2.56,,,144.0,13.75,49.2,12.81,41.4,0.004537500000000001,-0.129396,42.9,1.8367252235458484,13.769070805122137,3.103553837629623e-11,0.1597816590011887,115.20215329433816,10.515684467896653,-0.354,N,2025.7.3,6/23/2025,4.0,first_pass
Suzhou Akcome Optronics Science & Technology Co Ltd SK9612MHVC-T-U-535,Suzhou Akcome Optronics Science & Technology Co Ltd,Mono-c-Si,0,535.0,502.8,2.56,,,144.0,13.81,49.3,12.88,41.5,0.0045573,-0.129659,42.9,1.8398016973571174,13.828213691884057,3.091318562618518e-11,0.1581463410814141,119.90984544370947,10.436721880008745,-0.354,N,2025.7.3,6/23/2025,2.0,first_pass
