pdco,reason,name,paco,mppt_hi,pso,mppt_low,idcmax,vdco
700,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 40000TL3-US [480V] 480V [CEC 2019],40614.039063,800,39850,570,58.020056,47.453869
482,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 4000MTLP-US [208V] 208V [CEC 2019],3750.282715,550,3620,100,7.780670,24.600325
482,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 4000MTLP-US [240V] 240V [CEC 2019],4178.418457,550,4050,100,8.668918,25.746746
482,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 4000MTLP-US [277V] 277V [CEC 2019],4175.806152,550,4060,100,8.663498,18.351374
482,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 5000MTLP-US [208V] 208V [CEC 2019],4759.819824,550,4590,100,9.875145,28.455875
482,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 5000MTLP-US [240V] 240V [CEC 2019],5239.345703,550,5070,100,10.870012,29.174118
482,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 5000MTLP-US [277V] 277V [CEC 2019],5210.982422,550,5060,100,10.811167,27.922390
482,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 6000MTLP-US [208V] 208V [CEC 2019],5549.458496,550,5340,100,11.513399,28.057735
482,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 6000MTLP-US [240V] 240V [CEC 2019],6290.747559,550,6080,100,13.051343,28.244329
482,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 6000MTLP-US [277V] 277V [CEC 2019],6268.226074,550,6080,100,13.004618,29.674269
385,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 7000MTLP-US [208V] 208V [CEC 2019],6366.173340,485,6093,280,16.535515,17.535778
385,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 7000MTLP-US [277V] 277V [CEC 2019],7270.858398,480,7016.070000,275,18.885346,31.914516
380,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 7600MTLP-US [208V] 208V [CEC 2019],7055.155273,480,6741.010000,270,18.566198,15.707872
480,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 8000MTLP-US [208V] 208V [CEC 2019],7321.854492,550,7107,330,15.253864,26.631140
480,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 8000MTLP-US [240V] 240V [CEC 2019],8271.971680,550,8061,330,17.233274,30.297634
480,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 8000MTLP-US [277V] 277V [CEC 2019],8320.548828,550,8137,330,17.334477,27.800220
480,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 9000MTLP-US [208V] 208V [CEC 2019],8120.273926,550,7864,330,16.917237,25.627552
480,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 9000MTLP-US [240V] 240V [CEC 2019],9316.634766,550,9061,330,19.409656,29.770962
480,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: GROWATT 9000MTLP-US [277V] 277V [CEC 2019],9379.767578,550,9169,330,19.541182,30.362045
420,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 10000 TL3-US [240V] 240V [CEC 2019],10482.652344,480,10100,250,24.958696,100.027290
345,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 10000TL-US [208V] 208V [CEC 2019],10456.416016,480,10090,308,30.308452,34.388844
380,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 11000TL-US [240V] 240V [CEC 2019],12073.518555,480,11700,356,31.772417,32.937477
420,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 12000 TL3-US [277V] 277V [CEC 2019],12063.623047,480,11620,250,28.722912,94.449982
330,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 1500-US [208V] 208V [CEC 2019],1555.252075,360,1500,100,4.712885,11.695304
330,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 1500-US [240V] 240V [CEC 2019],1708.215210,360,1650,100,5.176410,15.560698
330,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 1500-US [277V] 277V [CEC 2019],1706.612671,360,1650,100,5.171554,18.101179
420,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 18000 TL3-US [277V] 277V [CEC 2019],18972.728516,480,18310,250,45.173163,112.037445
360,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 2000-US [208V] 208V [CEC 2019],1869.155640,400,1800,100,5.192099,10.518778
360,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 2000-US [240V] 240V [CEC 2019],2066.476074,400,2000,100,5.740211,13.296704
360,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 2000-US [277V] 277V [CEC 2019],2062.184082,400,2000,100,5.728289,14.723678
420,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 20000 TL3-US [277V] 277V [CEC 2019],21117.083984,480,20420,250,50.278771,98.470650
360,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 2000HF-US [208V] 208V [CEC 2019],2096.167236,450,2000,100,5.822687,19.204563
360,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 2000HF-US [240V] 240V [CEC 2019],2092.742188,450,2000,100,5.813173,24.114515
360,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 2500HF-US [208V] 208V [CEC 2019],2622.478516,450,2500,100,7.284663,22.211815
360,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 2500HF-US [240V] 240V [CEC 2019],2618.009277,450,2500,100,7.272248,22.817265
360,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 3000-US [208V] 208V [CEC 2019],2596.140137,400,2500,100,7.211500,14.963387
360,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 3000-US [240V] 240V [CEC 2019],2888.433594,400,2800,100,8.023427,18.289433
360,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 3000-US [277V] 277V [CEC 2019],2885.731934,400,2800,100,8.015922,20.045076
360,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 3000HF-US [208V] 208V [CEC 2019],3144.227295,450,3000,100,8.733965,27.511972
360,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 3000HF-US [240V] 240V [CEC 2019],3146.420654,450,3000,100,8.740057,30.324846
375,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 3600 MTL-US [208V] 208V [CEC 2019],3710.217041,450,3600,100,9.893912,21.701025
375,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 3600 MTL-US [240V] 240V [CEC 2019],3697.786865,450,3600,100,9.860765,17.634388
375,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 3600 MTL-US [277V] 277V [CEC 2019],3689.313721,450,3600,100,9.838170,20.866285
375,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 4200 MTL-US [208V] 208V [CEC 2019],4333.924316,450,4200,100,11.557132,25.848154
375,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 4200 MTL-US [240V] 240V [CEC 2019],4314.084473,450,4200,100,11.504225,20.573444
375,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 4200 MTL-US [277V] 277V [CEC 2019],4317.214844,450,4200,100,11.512573,31.894945
375,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 5000 MTL-US [208V] 208V [CEC 2019],4769.602051,450,4600,100,12.718939,21.071201
375,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 5000 MTL-US [240V] 240V [CEC 2019],4741.206543,450,4600,100,12.643217,16.352652
375,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 5000 MTL-US [277V] 277V [CEC 2019],4719.764648,450,4600,100,12.586039,20.917927
345,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 8000TL-US [208V] 208V [CEC 2019],8356.612305,480,8070,100,24.222065,35.937580
380,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 8000TL-US [240V] 240V [CEC 2019],8327.904297,480,8080,100,21.915538,28.997147
345,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 9000TL-US [208V] 208V [CEC 2019],9407.454102,480,9080,100,27.267983,35.924309
380,Paco >= Pdco,Shenzhen Growatt New Energy Technology Co  Ltd: Growatt 9000TL-US [240V] 240V [CEC 2019],9361.921875,480,9080,100,24.636637,33.137478
60,Paco >= Pdco,SunPower: SPR-E19-320-E-AC [208V] 208V [CEC 2019],324.498199,64,315,53,5.408303,1.902776
60,Paco >= Pdco,SunPower: SPR-E19-320-E-AC [240V] 240V [CEC 2019],322.974426,64,315,53,5.382907,1.296597
60,Paco >= Pdco,SunPower: SPR-E20-327-E-AC [208V] 208V [CEC 2019],324.498199,64,315,53,5.408303,1.902776
60,Paco >= Pdco,SunPower: SPR-E20-327-E-AC [240V] 240V [CEC 2019],322.974426,64,315,53,5.382907,1.296597
60,Paco >= Pdco,SunPower: SPR-X20-327-BLK-E-AC [208V] 208V [CEC 2019],324.498199,64,315,53,5.408303,1.902776
60,Paco >= Pdco,SunPower: SPR-X20-327-BLK-E-AC [240V] 240V [CEC 2019],322.974426,64,315,53,5.382907,1.296597
60,Paco >= Pdco,SunPower: SPR-X20-327-E-AC [208V] 208V [CEC 2019],324.498199,64,315,53,5.408303,1.902776
60,Paco >= Pdco,SunPower: SPR-X20-327-E-AC [240V] 240V [CEC 2019],322.974426,64,315,53,5.382907,1.296597
60,Paco >= Pdco,SunPower: SPR-X21-335-BLK-E-AC [208V] 208V [CEC 2019],324.498199,64,315,53,5.408303,1.902776
60,Paco >= Pdco,SunPower: SPR-X21-335-BLK-E-AC [240V] 240V [CEC 2019],322.974426,64,315,53,5.382907,1.296597
60,Paco >= Pdco,SunPower: SPR-X21-335-E-AC [208V] 208V [CEC 2019],324.498199,64,315,53,5.408303,1.902776
60,Paco >= Pdco,SunPower: SPR-X21-335-E-AC [240V] 240V [CEC 2019],322.974426,64,315,53,5.382907,1.296597
60,Paco >= Pdco,SunPower: SPR-X21-345-E-AC [208V] 208V [CEC 2019],324.498199,64,315,53,5.408303,1.902776
60,Paco >= Pdco,SunPower: SPR-X21-345-E-AC [240V] 240V [CEC 2019],322.974426,64,315,53,5.382907,1.296597
60,Paco >= Pdco,SunPower: SPR-X21-350-BLK-E-AC [208V] 208V [CEC 2019],324.498199,64,315,53,5.408303,1.902776
60,Paco >= Pdco,SunPower: SPR-X21-350-BLK-E-AC [240V] 240V [CEC 2019],322.974426,64,315,53,5.382907,1.296597
60,Paco >= Pdco,SunPower: SPR-X22-360-E-AC [208V] 208V [CEC 2019],324.498199,64,315,53,5.408303,1.902776
60,Paco >= Pdco,SunPower: SPR-X22-360-E-AC [240V] 240V [CEC 2019],322.974426,64,315,53,5.382907,1.296597
60,Paco >= Pdco,SunPower: SPR-X22-370-E-AC [208V] 208V [CEC 2019],324.498199,64,315,53,5.408303,1.902776
60,Paco >= Pdco,SunPower: SPR-X22-370-E-AC [240V] 240V [CEC 2019],322.974426,64,315,53,5.382907,1.296597
900,Paco >= Pdco,TMEIC: PVH-L2500GR-EG (N/A)V [CEC 2019],2569794.250000,1200,2500000,800,2855.326944,10082.507813
1050,Paco >= Pdco,Yaskawa Solectria Solar: XGI 1500-125/125 [600V] 600V [CEC 2019],126552.687500,1250,124617.558333,860,120.526369,236.747284
1050,Paco >= Pdco,Yaskawa Solectria Solar: XGI 1500-125/150 [600V] 600V [CEC 2019],126552.687500,1250,124617.558333,860,120.526369,236.747284
1050,Paco >= Pdco,Yaskawa Solectria Solar: XGI 1500-166/166 [600V] 600V [CEC 2019],167945.109375,1250,165139.340000,860,159.947723,253.360992
