paco,name,reason,pdco,mppt_hi,pso,mppt_low,idcmax,vdco
190,Enphase Energy: M190-72-208-Sxx 208V [CEC 2009],MPPT_low <= 0 || MPPT_hi <=0,200.813,0,0.768703,0,0,32.0669
190,Enphase Energy: M190-72-240-Sxx 240V [CEC 2009],MPPT_low <= 0 || MPPT_hi <=0,200.086,0,0.669215,0,0,31.996
240,Enphase Energy: M250-72-2LL-S2X (208Vac) 208V [CEC 2016],Paco < 0.75 Pdco,967.91,48,722.776,27,5,37
240,Enphase Energy: M250-72-2LL-S2X (240Vac) 240V [CEC 2016],Paco < 0.75 Pdco,842.112,48,596.662,27,5,37
275,Enphase Energy: S280-60-LL-X (208Vac) 208V [CEC 2015],MPPT_low <= 0 || MPPT_hi <=0,284.984,0,1.05258,0,0,32.1581
275,Enphase Energy: S280-60-LL-X (240Vac) 240V [CEC 2015],MPPT_low <= 0 || MPPT_hi <=0,283.352,0,0.874447,0,0,32.0552
10000,"Fronius USA, LLC: IG Plus 10.0-1 uni(208) 208V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,10561.2,0,49.8085,0,0,365.046
10000,"Fronius USA, LLC: IG Plus 10.0-1 uni(240) 240V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,10464.6,0,39.5096,0,0,388.722
10000,"Fronius USA, LLC: IG Plus 10.0-1 uni(277) 277V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,10420.9,0,30.1108,0,0,328.941
11400,"Fronius USA, LLC: IG Plus 11.4-1 uni(208) 208V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,12093.1,0,46.2266,0,0,364.996
11400,"Fronius USA, LLC: IG Plus 11.4-1 uni(240) 240V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,11947.1,0,37.8486,0,0,388.618
11400,"Fronius USA, LLC: IG Plus 11.4-1 uni(277) 277V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,11915.6,0,38.889,0,0,328.942
12000,"Fronius USA, LLC: IG Plus 12.0-1 wye277 277V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,12560.9,0,43.4742,0,0,328.09
3000,"Fronius USA, LLC: IG Plus 3.0-1 uni(208) 208V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,3162.05,0,17.396,0,0,362.576
3000,"Fronius USA, LLC: IG Plus 3.0-1 uni(240) 240V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,3136.16,0,17.4246,0,0,386.569
3000,"Fronius USA, LLC: IG Plus 3.0-1 uni(277) 277V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,3126.82,0,21.9474,0,0,327.094
3800,"Fronius USA, LLC: IG Plus 3.8-1 uni(208) 208V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,4037.73,0,22.1658,0,0,362.579
3800,"Fronius USA, LLC: IG Plus 3.8-1 uni(240) 240V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,3990.01,0,22.3432,0,0,386.608
3800,"Fronius USA, LLC: IG Plus 3.8-1 uni(277) 277V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,3978.05,0,26.1281,0,0,326.997
5000,"Fronius USA, LLC: IG Plus 5.0-1 uni(208) 208V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,5247.92,0,18.7474,0,0,363.927
5000,"Fronius USA, LLC: IG Plus 5.0-1 uni(240) 240V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,5214.99,0,16.4878,0,0,387.745
5000,"Fronius USA, LLC: IG Plus 5.0-1 uni(277) 277V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,5199.37,0,17.2259,0,0,328.125
6000,"Fronius USA, LLC: IG Plus 6.0-1 uni(208) 208V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,6319.36,0,17.2294,0,0,363.337
6000,"Fronius USA, LLC: IG Plus 6.0-1 uni(240) 240V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,6266.09,0,17.4859,0,0,387.34
6000,"Fronius USA, LLC: IG Plus 6.0-1 uni(277) 277V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,6247.46,0,19.7195,0,0,327.754
7500,"Fronius USA, LLC: IG Plus 7.5-1 uni(208) 208V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,7971.82,0,30.9028,0,0,363.883
7500,"Fronius USA, LLC: IG Plus 7.5-1 uni(240) 240V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,7872.41,0,24.3563,0,0,388.326
7500,"Fronius USA, LLC: IG Plus 7.5-1 uni(277) 277V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,7842.22,0,28.1208,0,0,327.736
4500,GE Energy  (Original Mfg - Xantrex): GEPVb-5000-NA-240-208-02 (208V) 208V [Spec 2008],MPPT_low > Vdco || MPPT_hi < Vdco,4736.8,550,0,240,0,0
5000,GE Energy  (Original Mfg - Xantrex): GEPVb-5000-NA-240-208-02 (240V) 240V [Spec 2008],MPPT_low > Vdco || MPPT_hi < Vdco,5235.6,550,0,240,0,0
2800,GE Energy: GEPVe-2800-NA-208 208V [CEC 2009],MPPT_low <= 0 || MPPT_hi <=0,3019.67,0,44.7833,0,15,231.105
500000,Green Power Technologies: PV500U 240V [CEC 2012],MPPT_low > Vdco || MPPT_hi < Vdco,513270,825,998.728,425,1250,395.616
16000,GreenVolts: GV-SCP001 208V [CEC 2011],MPPT_low <= 0 || MPPT_hi <=0,16602.2,0,99.3405,0,0,812.498
3037.3,GridPoint (Original Mfg - Outback GVFX 3648 data): Connect C36 120V [CEC 2006],MPPT_low > Vdco || MPPT_hi < Vdco,3385.98,135,65.7557,66,60,51.0183
10087.5,Growatt New Energy Technology: GROWATT 10000TL-US (208V) 208V [CEC 2013],MPPT_low > Vdco || MPPT_hi < Vdco,10451.7,480,30.7612,345,36,344.894
6093,Growatt New Energy Technology: GROWATT 7000MTLP-US (208V) 208V [CEC 2016],Paco < 0.75 Pdco,23776.2,485,17535.7,280,12.5629,385
7011,Growatt New Energy Technology: GROWATT 7000MTLP-US (240V) 240V [CEC 2016],Paco < 0.75 Pdco,30128.1,485,22979.7,270,14.4559,385
7016.07,Growatt New Energy Technology: GROWATT 7000MTLP-US (277V) 277V [CEC 2016],Paco < 0.75 Pdco,39048.6,480,31914.9,275,14.6168,385
6741.01,Growatt New Energy Technology: GROWATT 7600MTLP-US (208V) 208V [CEC 2016],Paco < 0.75 Pdco,22619.7,480,15707.7,270,14.0438,380
7604,Growatt New Energy Technology: GROWATT 7600MTLP-US (240V) 240V [CEC 2016],Paco < 0.75 Pdco,33110.1,480,25387.6,270,15.8416,380
7652,Growatt New Energy Technology: GROWATT 7600MTLP-US (277V) 277V [CEC 2016],Paco < 0.75 Pdco,33317.6,480,25546.4,270,15.9406,380
249.3,Hansol Technics: HSPV-A250 240V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,266.887,0,2.87414,0,0,29.8527
45207,Huawei Technologies Co  LTD: SUN2000-45KTL-US-HV-D0 [600V] [SI1] 600V [CEC 2018],Paco < 0.75 Pdco,96886.7,1200,95897.4,800,96.8867,1000
45207,"Huawei Technologies Co., LTD: SUN2000-45KTL-US-HV-D0 [600V] [SI1] 600V [CEC 2018]",Paco < 0.75 Pdco,96886.7,1200,95897.4,800,96.8867,1000
45207,Huawei Technologies: SUN2000-45KTL-US-HV-D0 (N/A)V [CEC 2018],Paco < 0.75 Pdco,96886.7,1200,95897.4,800,96.8867,1000
250000,Ingeteam: INGECON SUN 250TL U X208 Indoor 208V [CEC 2015],MPPT_low > Vdco || MPPT_hi < Vdco,258352,820,360.516,578,450,551.51
250000,Ingeteam: INGECON SUN 250TL U X208 Outdoor 208V [CEC 2015],MPPT_low > Vdco || MPPT_hi < Vdco,258350,820,349.995,578,450,551.51
500000,Ingeteam: INGECON SUN 500TL U X275 Indoor 275V [CEC 2014],MPPT_low > Vdco || MPPT_hi < Vdco,513120,820,701.657,607,900,605.709
100000,Jema Energy: JAE7140 480V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,105018,0,837.281,0,0,340.057
100000,Jema Energy: JAE7141 480V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,105326,0,979.357,0,0,340.066
500,LeadSolar Energy: LS600T [208V] 208V [CEC 2018],Paco < 0.75 Pdco,75790.4,45,-nan(ind),27,2105.29,36
289,Ming Shen Energy Technology Co.: EnerBridge Emi_301RD 240V [CEC 2015],MPPT_low <= 0 || MPPT_hi <=0,300.437,0,1.98695,0,0,30.7704
3037.3,OutBack Power Systems: GVFX3648 120V [CEC 2005],MPPT_low > Vdco || MPPT_hi < Vdco,3385.98,135,65.7557,66,60,51.0183
249500,PV Powered: PVP250kW-480 480V [CEC 2011],MPPT_low <= 0 || MPPT_hi <=0,260230,0,633.678,0,0,341.163
249500,PV Powered: PVP250kW-600 600V [CEC 2011],MPPT_low <= 0 || MPPT_hi <=0,259427,0,961.24,0,0,341.472
2800,PV Powered: PVP2800-208 208V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,3019.67,0,44.7833,0,15,231.105
200,Petra Solar: 103.10866.500X 120V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,213.835,0,2.5096,0,0,34.3768
560000,Power Electronics: FS0560CU 390V [CEC 2014],MPPT_low > Vdco || MPPT_hi < Vdco,578071,820,795.555,540,1000,400.467
560000,Power Electronics: FS0560PU 390V [CEC 2014],MPPT_low > Vdco || MPPT_hi < Vdco,578071,820,795.555,540,1000,400.467
4010,"Powercom Co., Ltd.: SLK-4000 (208) 208V [CEC 2008]",MPPT_low <= 0 || MPPT_hi <=0,4249.83,0,36.8134,0,20,387.736
4010,"Powercom Co., Ltd.: SLK-4000 (240) 240V [CEC 2009]",MPPT_low <= 0 || MPPT_hi <=0,4250.21,0,36.3327,0,0,374.359
4010,Renergy Inc.: RS-4000 (208) 208V [CEC 2009],MPPT_low <= 0 || MPPT_hi <=0,4249.83,0,36.8134,0,20,387.736
4010,Renergy Inc.: RS-4000 (240) 240V [CEC 2009],MPPT_low <= 0 || MPPT_hi <=0,4250.21,0,36.3327,0,0,374.359
5000,SMA America: SB5000US (208V) w- -11 or -12 208V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,5212.84,0,49.1571,0,0,309.913
5000,SMA America: SB5000US (240V) w- -11 or -12 240V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,5204.6,0,51.4071,0,0,309.883
5000,SMA America: SB5000US (277V) w- -11 or -12 277V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,5201.19,0,44.9138,0,0,309.903
6000,SMA America: SB6000US (208V) w- -11 or -12 208V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,6286.53,0,48.4824,0,0,309.933
6000,SMA America: SB6000US (240V) w- -11 or -12 240V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,6271.26,0,49.1356,0,0,309.917
6000,SMA America: SB6000US (277V) w- -11 or -12 277V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,6253.98,0,49.1283,0,0,309.947
7000,SMA America: SB7000US (208V) w- -11 or -12 208V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,7366.09,0,43.9255,0,0,310.02
7000,SMA America: SB7000US (240V) w- -11 or -12 240V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,7339.28,0,48.2788,0,0,309.953
7000,SMA America: SB7000US (277V) w- -11 or -12 277V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,7335.43,0,47.9026,0,0,309.357
506700,SMA America: SC500U [480V] 480V [CEC 2018],Paco < 0.75 Pdco,52444064,480,257185,330,141741,370
99680,SanRex: PV-100K-48T-13 400V [CEC 2012],MPPT_low > Vdco || MPPT_hi < Vdco,104412,800,1245.63,450,240,401.321
251400,SanRex: PV-250K-48T-13 480V [CEC 2012],MPPT_low > Vdco || MPPT_hi < Vdco,264917,800,2307.28,450,600,399.599
501400,SanRex: PV-500K-48T-13 480V [CEC 2012],MPPT_low > Vdco || MPPT_hi < Vdco,525076,800,4075.99,450,1200,400.497
4500,Schneider Electric Solar Inverters USA: XW+5548-NA [120V] 120V [CEC 2018],MPPT_low > Vdco || MPPT_hi < Vdco,4941.16,58,23.874,100,95.0223,52
6000,Schneider Electric Solar Inverters USA: XW+6848-NA [120V] 120V [CEC 2018],MPPT_low > Vdco || MPPT_hi < Vdco,6685.4,58,45.0333,100,128.565,52
4000,Schneider Electric Solar Inverters USA: XW4024-120/240-60 (120V) 240V [CEC 2016],MPPT_low > Vdco || MPPT_hi < Vdco,4488.38,29,44.0533,100,0.137931,26
4090,Schneider Electric Solar Inverters USA: XW4024-120/240-60 240V [CEC 2016],MPPT_low > Vdco || MPPT_hi < Vdco,4643.24,29,36.152,100,0.141379,26
4000,Schneider Electric Solar Inverters USA: XW4024-120/240-60 [120V] 120V [CEC 2018],MPPT_low > Vdco || MPPT_hi < Vdco,4488.38,29,44.0533,100,172.63,26
4500,Schneider Electric Solar Inverters USA: XW4548-120/240-60 (120V) 240V [CEC 2016],MPPT_low > Vdco || MPPT_hi < Vdco,4954.37,58,57.961,100,0.0775862,53
4400,Schneider Electric Solar Inverters USA: XW4548-120/240-60 240V [CEC 2016],MPPT_low > Vdco || MPPT_hi < Vdco,4811.29,58,45.3033,100,0.0758621,53
5760,Schneider Electric Solar Inverters USA: XW6048-120-60 52V [CEC 2016],MPPT_low > Vdco || MPPT_hi < Vdco,6385.9,58,47.7941,100,0.0993103,52
5760,Schneider Electric Solar Inverters USA: XW6048-120-60 [120V] 120V [CEC 2018],MPPT_low > Vdco || MPPT_hi < Vdco,6385.9,58,47.7941,100,122.806,52
6000,Schneider Electric Solar Inverters USA: XW6048-120/240 240V [CEC 2016],MPPT_low > Vdco || MPPT_hi < Vdco,6691.76,58,51.7293,100,0.103448,52
42000,Schuco USA L.P. (Original Mfg - SMA America): ST42 (208) 208V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,44196.6,0,263.553,0,180,310.02
42000,Schuco USA L.P. (Original Mfg - SMA America): ST42 (277) 277V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,44012.6,0,287.416,0,180,309.357
2810,Solar Liberty: SLX 3000 (208V) 208V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,2935.23,0,29.4601,0,0,275.078
3010,Solar Liberty: SLX 3000 (240V) 240V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,3133.64,0,30.5255,0,0,275.013
3510,Solar Liberty: SLX 4000 (208V) 208V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,3684.82,0,31.6527,0,0,275.047
4020,Solar Liberty: SLX 4000 (240V) 240V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,4215.85,0,31.6013,0,0,275.081
4400,Solar Liberty: SLX 5000 (208V) 208V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,4599.72,0,32.9582,0,0,274.609
5010,Solar Liberty: SLX 5000 (240V) 240V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,5240.02,0,31.4058,0,0,274.966
4600,Solar Liberty: SLX 5300 (208V) 208V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,4829.42,0,26.0715,0,0,275
5300,Solar Liberty: SLX 5300 (240V) 240V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,5571.18,0,28.519,0,0,274.9
6430,Solar Liberty: SLX 6500 (208V) 208V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,6794,0,38.6937,0,0,274.997
6450,Solar Liberty: SLX 6500 (240V) 240V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,6773.16,0,37.3253,0,0,275.015
6450,Solar Liberty: SLX 6500 (277V) 277V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,6742.77,0,37.1983,0,0,275.009
7430,Solar Liberty: SLX 7500 (208V) 208V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,7871.73,0,37.2542,0,0,266.031
7450,Solar Liberty: SLX 7500 (240V) 240V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,7845.58,0,37.0769,0,0,275.046
7460,Solar Liberty: SLX 7500 (277V) 277V [CEC 2012],MPPT_low <= 0 || MPPT_hi <=0,7823.15,0,38.0808,0,0,274.99
240,SolarBridge Technologies: P250HV-208 208V [CEC 2012],MPPT_low > Vdco || MPPT_hi < Vdco,252.383,50,1.49159,25,7.5,-43.0907
240,SolarBridge Technologies: P250HV-208-240-xxx 208V [CEC 2013],MPPT_low > Vdco || MPPT_hi < Vdco,252.383,50,1.49159,25,7.5,-43.0907
240,SolarBridge Technologies: P250LV-208 208V [CEC 2012],MPPT_low > Vdco || MPPT_hi < Vdco,253.176,37,1.51369,18,10,-23.8533
240,SolarBridge Technologies: P250LV-208-240-xxx 208V [CEC 2013],MPPT_low > Vdco || MPPT_hi < Vdco,253.176,37,1.51369,18,10,-23.8533
3288,SolarEdge Technologies Inc.: SE3300-208V 208V [CEC 2010],MPPT_low <= 0 || MPPT_hi <=0,3391.98,0,10.7895,0,13,409.292
3250,SolarEdge Technologies Inc.: SE3300-240V 240V [CEC 2010],MPPT_low <= 0 || MPPT_hi <=0,3339.97,0,13.1012,0,13,431.881
3990,SolarEdge Technologies Inc.: SE4000-208V 208V [CEC 2010],MPPT_low <= 0 || MPPT_hi <=0,4123.91,0,11.503,0,16,409.627
3974,SolarEdge Technologies Inc.: SE4000-240V 240V [CEC 2010],MPPT_low <= 0 || MPPT_hi <=0,4086.71,0,11.0783,0,16,430.503
4980,SolarEdge Technologies Inc.: SE5000-208V 208V [CEC 2010],MPPT_low <= 0 || MPPT_hi <=0,5161.73,0,8.82943,0,20,409.106
4975,SolarEdge Technologies Inc.: SE5000-240V 240V [CEC 2010],MPPT_low <= 0 || MPPT_hi <=0,5115.61,0,8.6398,0,20,434.217
5330,SolarEdge Technologies Inc.: SE6000-208V 208V [CEC 2010],MPPT_low <= 0 || MPPT_hi <=0,5534.05,0,9.83584,0,23,409.596
5994,SolarEdge Technologies Inc.: SE6000-240V 240V [CEC 2010],MPPT_low <= 0 || MPPT_hi <=0,6182.88,0,11.6196,0,23,433.589
9930,SolarEdge Technologies: SE 10000A-US (208V) 208V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,10248.5,0,16.0652,0,27,376.686
10010,SolarEdge Technologies: SE 10000A-US (240V) 240V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,10282.1,0,18.2609,0,27,401.491
9940,SolarEdge Technologies: SE 10000A-US (240V) 240V [CEC 2015],MPPT_low <= 0 || MPPT_hi <=0,10209.5,0,18.2609,0,30.5,200.746
9950,SolarEdge Technologies: SE 10000A-US (277V) 277V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,10194.5,0,19.1768,0,27,436.519
11390,SolarEdge Technologies: SE 11400A-US (240V) 240V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,11711.6,0,17.9496,0,30,401.536
11340,SolarEdge Technologies: SE 11400A-US (277V) 277V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,11629.2,0,19.6444,0,30,436.596
7560,SolarEdge Technologies: SE 7600A-US (208V) 208V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,7783.33,0,18.8958,0,18.5,376.704
7630,SolarEdge Technologies: SE 7600A-US (240V) 240V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,7823.54,0,18.967,0,18.5,401.567
7600,SolarEdge Technologies: SE 7600A-US (277V) 277V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,7778.73,0,20.4865,0,18.5,436.613
9850,SolarEdge Technologies: SE10K 480V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,10056,0,37.3299,0,13.5,442.733
20050,SolarEdge Technologies: SE20K 480V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,20486.7,0,46.0978,0,26.5,442.874
3790,SolarEdge Technologies: SE3800 (240V) w- -ER-US or A-US 240V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,3863.18,0,9.96243,0,12.5,401.067
4990,SolarEdge Technologies: SE5000 (240V) w- -ER-US or A-US 240V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,5091.65,0,11.3129,0,16,401.144
7625,SolarEdge Technologies: SE7600 (240V) 240V [CEC 2014],MPPT_low <= 0 || MPPT_hi <=0,7843.05,0,16.7076,0,23,200.535
8960,SolarEdge Technologies: SE9K 208V MOD,Paco < 0.75 Pdco,12150,0,22.7351,0,26.5,213.359
8960,SolarEdge Technologies: SE9K 208V [CEC 2013],MPPT_low <= 0 || MPPT_hi <=0,9341.78,0,22.7351,0,26.5,213.359
75133,Solarmax: SM75TS-A 480V [CEC 2014],MPPT_low <= 0 || MPPT_hi <=0,80005.5,0,347.76,0,0,451.405
3300,SunPower Corp (Original Mfg - Fronius Int. GmbH): SPR-3300f (208) 208V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,3485.09,0,20.2758,0,18.5,362.487
3300,SunPower Corp (Original Mfg - Fronius Int. GmbH): SPR-3300f (240) 240V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,3455.49,0,20.7427,0,18.5,386.514
3300,SunPower Corp (Original Mfg - Fronius Int. GmbH): SPR-3300f (277) 277V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,3443.72,0,24.6372,0,18.5,327.003
3800,SunPower Corp (Original Mfg - Fronius Int. GmbH): SPR-4000f (208) 208V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,4037.73,0,22.1658,0,22.1,362.579
4000,SunPower Corp (Original Mfg - Fronius Int. GmbH): SPR-4000f (240) 240V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,4206.98,0,22.8354,0,22.1,386.465
4000,SunPower Corp (Original Mfg - Fronius Int. GmbH): SPR-4000f (277) 277V [CEC 2008],MPPT_low <= 0 || MPPT_hi <=0,4191.17,0,26.1886,0,22.1,327.011
