Manufacturer,Model Number,Description,Safety Certification,Nameplate Pmax,PTC,Notes,Design Qualification Certification (Optional Submission),Performance Evaluation (Optional Submission),Family,Technology,A_c,N_s,N_p,BIPV,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax low,VPmax low,IPmax NOCT,VPmax NOCT,Mounting,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
United Renewable Energy Co. Ltd.,D6M315E4AME,315 W Monocrystalline Module,UL 1703,315,281.4,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.07,45.27,8.53,36.96,47.5,-0.46,0.05,-0.35,0.004,-0.46,1.68,36.38,6.8,33.29,Rack,Flat Plate,0.992,1.956,1,0.193763603,,11/15/2019
United Renewable Energy Co. Ltd.,D6M315H3A,60 cell Mono PV Module,UL 1703,315,289.2,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,,N,9.96,39.99,9.61,32.78,45.18,-0.417,0.063,-0.317,0.006,-0.427,1.85,31.44,7.48,29.45,,,,,,,1/16/2018,11/15/2019
United Renewable Energy Co. Ltd.,D6P315B4A,315 W Polycrystalline Module,UL 1703,315,287.2,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.01,45.91,8.49,37.18,43.2,-0.47,0.08,-0.35,0.005,-0.47,1.69,36.62,6.81,33.72,Rack,Flat Plate,0.992,1.956,1,0.196469206,,11/15/2019
United Renewable Energy Co. Ltd.,D6P315B4AME,315 W Polycrystalline Module,UL 1703,315,287.2,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.01,45.91,8.49,37.18,43.2,-0.47,0.08,-0.35,0.005,-0.47,1.69,36.62,6.81,33.72,Rack,Flat Plate,0.992,1.956,1,0.196469206,,11/15/2019
United Renewable Energy Co. Ltd.,D7K315H7A,315 W 120 half cell monocrystalline module white backsheet 1500V max system Vdc,UL 1703,315,294.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,2,N,10,40.2,9.49,33.2,42.7,-0.367,0.107,-0.32,,,1.83,31.59,7.42,30.3,,,,,,,2/1/2019,11/15/2019
United Renewable Energy Co. Ltd.,F6E315H4A,315 W 72 cell Polycrystalline module white backsheet 1500V max system Vdc,UL 1703,315,287.3,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,,N,9.05,45.4,8.34,37.8,47.2,-0.384,0.089,-0.319,,,1.7,35.27,6.81,33.3,,,,,,,8/1/2019,
United Renewable Energy Co. Ltd.,F6K315H3A,315 W 60 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,315,295.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.65,20,3,N,10.21,40.2,9.67,32.6,45.6,-0.312,0.03,-0.229,,,1.86,32.77,7.45,31,,,,,,,11/15/2019,
United Renewable Energy Co. Ltd.,F6K315H3F,315 W 60 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,315,289.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,10,40,9.55,33,45.4,-0.404,0.051,-0.312,,,1.83,32.48,7.63,30.6,,,,,,,7/13/2020,
United Renewable Energy Co. Ltd.,F6K315H3G,315 W 60 cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,315,291.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,10.01,40.4,9.49,33.2,45.5,-0.371,0.04,-0.266,,,1.88,31.86,7.58,30.4,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6K315H3G-BW,315 W 60 cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,315,291.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,10.01,40.4,9.49,33.2,45.5,-0.371,0.04,-0.266,,,1.88,31.86,7.58,30.4,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6M315H3A,315 W 60 cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,315,292.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,10.01,40.4,9.49,33.2,45.3,-0.361,0.038,-0.271,,,1.86,32.8,7.51,31.3,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M315H3A-BB,315 W 60 cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,315,292.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,10.01,40.4,9.49,33.2,45.3,-0.361,0.038,-0.271,,,1.86,32.8,7.51,31.3,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M315H3A-BW,315 W 60 cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,315,292.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,10.01,40.4,9.49,33.2,45.3,-0.361,0.038,-0.271,,,1.86,32.8,7.51,31.3,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M315H3G,315 W 60 cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,315,292.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,10.01,40.4,9.49,33.2,45.3,-0.361,0.038,-0.271,,,1.86,32.8,7.51,31.3,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6M315H3G-BB,315 W 60 cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,315,292.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,10.01,40.4,9.49,33.2,45.3,-0.361,0.038,-0.271,,,1.86,32.8,7.51,31.3,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6M315H3G-BW,315 W 60 cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,315,292.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,10.01,40.4,9.49,33.2,45.3,-0.361,0.038,-0.271,,,1.86,32.8,7.51,31.3,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6P315H4A,315 W 72 cell Polycrystalline module white backsheet 1000V max system Vdc,UL 1703,315,285.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.89,46.2,8.13,38.8,47.2,-0.41,0.05,-0.31,,,1.68,37.56,6.57,35.3,,,,,,,8/1/2019,
United Renewable Energy Co. Ltd.,F7M315H7G,315 W 120 half cut cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,315,291.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.68,60,2,N,10.08,39.9,9.52,33.1,47.1,-0.348,0.042,-0.27,,,1.84,32.21,7.47,31.1,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F7M315H7G-BB,315 W 120 half cut cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,315,291.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.68,60,2,N,10.08,39.9,9.52,33.1,47.1,-0.348,0.042,-0.27,,,1.84,32.21,7.47,31.1,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F7M315H7G-BW,315 W 120 half cut cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,315,291.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.68,60,2,N,10.08,39.9,9.52,33.1,47.1,-0.348,0.042,-0.27,,,1.84,32.21,7.47,31.1,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,D2K320P7A,320 W 120 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,320,294.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.71,60,2,N,10.3,40.2,9.76,33.2,45.6,-0.39,0.06,-0.307,,,1.95,31.71,7.99,29.9,,,,,,,6/1/2020,
United Renewable Energy Co. Ltd.,D6L320L3A,320 W 60 cell double glass bifacial monocrystalline module 1500V max system Vdc,UL 1703,320,297.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.67,60,1,N,10.14,40,9.67,33.2,42.5,-0.417,0.073,-0.313,,,1.89,31.99,7.62,30.2,,,,,,,5/15/2019,11/15/2019
United Renewable Energy Co. Ltd.,D6L320L3A-P,320 W 60 cell double glass monocrystalline module 1500V max system Vdc,UL 1703,320,298.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.67,60,1,N,10.14,40,9.67,33.2,41.1,-0.433,0.07,-0.233,,,1.86,31.9,7.51,30.5,,,,,,,5/15/2019,11/15/2019
United Renewable Energy Co. Ltd.,D6M320B4A,320 W Monocrystalline Module,UL 1703,320,288.2,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.99,46.46,8.61,37.27,43.6,-0.52,0.07,-0.37,-0.02,-0.5,1.74,36.35,6.96,34.01,Rack,Flat Plate,0.992,1.956,1,0.197653125,,11/15/2019
United Renewable Energy Co. Ltd.,D6M320B4AME,320 W Monocrystalline Module,UL 1703,320,288.2,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.99,46.46,8.61,37.27,43.6,-0.52,0.07,-0.37,-0.02,-0.5,1.74,36.35,6.96,34.01,Rack,Flat Plate,0.992,1.956,1,0.197653125,,11/15/2019
United Renewable Energy Co. Ltd.,D6M320E4A,320 W Monocrystalline Module,UL 1703,320,286,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.16,45.46,8.64,37.09,47.5,-0.46,0.05,-0.35,0.004,-0.46,1.7,36.51,6.89,33.41,Rack,Flat Plate,0.992,1.956,1,0.193875245,,11/15/2019
United Renewable Energy Co. Ltd.,D6M320E4AME,320 W Monocrystalline Module,UL 1703,320,286,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.16,45.46,8.64,37.09,47.5,-0.46,0.05,-0.35,0.004,-0.46,1.7,36.51,6.89,33.41,Rack,Flat Plate,0.992,1.956,1,0.193875245,,11/15/2019
United Renewable Energy Co. Ltd.,D6M320H3A,60 cell Mono PV Module,UL 1703,320,293.9,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,,N,10.28,40.07,9.76,32.8,45.18,-0.417,0.063,-0.317,0.006,-0.427,1.85,31.44,7.48,29.45,,,,,,,1/16/2018,11/15/2019
United Renewable Energy Co. Ltd.,D6P320B4A,320 W Polycrystalline Module,UL 1703,320,291.9,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.1,46.15,8.58,37.36,43.2,-0.47,0.08,-0.35,0.005,-0.47,1.71,36.8,6.88,33.88,Rack,Flat Plate,0.992,1.956,1,0.19665,,11/15/2019
United Renewable Energy Co. Ltd.,D6P320B4AME,320 W Polycrystalline Module,UL 1703,320,291.9,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.1,46.15,8.58,37.36,43.2,-0.47,0.08,-0.35,0.005,-0.47,1.71,36.8,6.88,33.88,Rack,Flat Plate,0.992,1.956,1,0.19665,,11/15/2019
United Renewable Energy Co. Ltd.,D7K320H7A,320 W 120 half cell monocrystalline module white backsheet 1500V max system Vdc,UL 1703,320,299.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,2,N,10.14,40.2,9.62,33.3,42.7,-0.367,0.107,-0.32,-0.02,-0.433,1.86,31.67,7.52,30.4,,,,,,,2/1/2019,11/15/2019
United Renewable Energy Co. Ltd.,F6E320H4A,320 W 72 cell Polycrystalline module white backsheet 1500V max system Vdc,UL 1703,320,292,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,,N,9.12,45.6,8.39,38.2,47.2,-0.384,0.089,-0.319,,,1.71,35.64,6.85,33.7,,,,,,,8/1/2019,
United Renewable Energy Co. Ltd.,F6E320H4F,320 W 72 cell polycrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,320,288.7,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.92,72,1,N,9.15,46.5,8.5,37.7,46.1,-0.453,0.068,-0.37,,,1.62,36.69,6.83,34.5,,,,,,,7/1/2020,
United Renewable Energy Co. Ltd.,F6K320H3A,320 W 60 cell monocrystalline module white backsheet 1500V max system Vdc,UL 61730,320,300,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.65,20,3,N,10.32,40.3,9.78,32.7,45.6,-0.312,0.03,-0.229,,,1.88,32.91,7.53,31.2,,,,,,,11/15/2019,
United Renewable Energy Co. Ltd.,F6K320H3G,320 W 60 cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,320,296.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,10.12,40.6,9.59,33.4,45.5,-0.371,0.04,-0.266,,,1.9,32.05,7.66,30.6,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6K320H3G-BW,320 W 60 cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,320,296.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,10.12,40.6,9.59,33.4,45.5,-0.371,0.04,-0.266,,,1.9,32.05,7.66,30.6,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6M320H3A,320 W 60 cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,320,297.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,10.12,40.6,9.59,33.4,45.3,-0.361,0.038,-0.271,,,1.88,32.99,7.59,31.5,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M320H3A-BB,320 W 60 cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,320,297.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,10.12,40.6,9.59,33.4,45.3,-0.361,0.038,-0.271,,,1.88,32.99,7.59,31.5,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M320H3A-BW,320 W 60 cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,320,297.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,1,N,10.12,40.6,9.59,33.4,45.3,-0.361,0.038,-0.271,,,1.88,32.99,7.59,31.5,,,,,,,12/11/2019,
United Renewable Energy Co. Ltd.,F6M320H3G,320 W 60 cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,320,294.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,10.12,40.6,9.59,33.4,47,-0.37,0.041,-0.271,,,1.89,32.32,7.56,30.6,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6M320H3G-BB,320 W 60 cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,320,294.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,10.12,40.6,9.59,33.4,47,-0.37,0.041,-0.271,,,1.89,32.32,7.56,30.6,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6M320H3G-BW,320 W 60 cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,320,294.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,10.12,40.6,9.59,33.4,47,-0.37,0.041,-0.271,,,1.89,32.32,7.56,30.6,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6P320H4A,320 W 72 cell Polycrystalline module white backsheet 1000V max system Vdc,UL 1703,320,290.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.96,46.4,8.19,39.1,47.2,-0.41,0.05,-0.31,,,1.69,37.85,6.62,35.6,,,,,,,8/1/2019,
United Renewable Energy Co. Ltd.,F7K320H7G,320 W 120 half cut cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,320,297.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.68,60,2,N,10.17,40.2,9.61,33.3,46,-0.347,0.035,-0.267,,,1.87,31.98,7.54,31.1,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F7K320H7G-BW,320 W 120 half cut cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,320,297.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.68,60,2,N,10.17,40.2,9.61,33.3,46,-0.347,0.035,-0.267,,,1.87,31.98,7.54,31.1,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F7M320H7G,320 W 120 half cut cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,320,295.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.68,60,2,N,10.17,40.2,9.61,33.3,47.1,-0.348,0.042,-0.27,,,1.86,32.4,7.55,31.3,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F7M320H7G-BB,320 W 120 half cut cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,320,295.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.68,60,2,N,10.17,40.2,9.61,33.3,47.1,-0.348,0.042,-0.27,,,1.86,32.4,7.55,31.3,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F7M320H7G-BW,320 W 120 half cut cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,320,295.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.68,60,2,N,10.17,40.2,9.61,33.3,47.1,-0.348,0.042,-0.27,,,1.86,32.4,7.55,31.3,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,D2K325P7A,325 W 120 half-cut cell bifacial monocrystalline module 1500V max system Vdc,UL 61730,325,299.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.71,60,2,N,10.44,40.3,9.76,33.3,45.6,-0.39,0.06,-0.307,,,1.95,31.81,7.99,30,,,,,,,6/1/2020,
United Renewable Energy Co. Ltd.,D6L325L3A,325 W 60 cell double glass bifacial monocrystalline module 1500V max system Vdc,UL 1703,325,301.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.67,60,1,N,10.22,40.1,9.76,33.4,42.5,-0.417,0.073,-0.313,,,1.9,32.2,7.69,30.4,,,,,,,5/15/2019,11/15/2019
United Renewable Energy Co. Ltd.,D6L325L3A-P,325 W 60 cell double glass monocrystalline module 1500V max system Vdc,UL 1703,325,303,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.67,60,1,N,10.22,40.1,9.76,33.4,41.1,-0.433,0.07,-0.233,,,1.87,32.11,7.58,30.7,,,,,,,5/15/2019,11/15/2019
United Renewable Energy Co. Ltd.,D6M325B4A,325 W Monocrystalline Module,UL 1703,325,292.9,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.24,45.65,8.74,37.22,43.6,-0.52,0.07,-0.37,-0.02,-0.5,1.77,36.3,7.06,33.96,Rack,Flat Plate,0.992,1.956,1,0.197695385,,11/15/2019
United Renewable Energy Co. Ltd.,D6M325B4AME,325 W Monocrystalline Module,UL 1703,325,292.9,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.24,45.65,8.74,37.22,43.6,-0.52,0.07,-0.37,-0.02,-0.5,1.77,36.3,7.06,33.96,Rack,Flat Plate,0.992,1.956,1,0.197695385,,11/15/2019
United Renewable Energy Co. Ltd.,D6M325E4A,325 W Monocrystalline Module,UL 1703,325,290.6,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.24,45.65,8.74,37.22,47.5,-0.46,0.05,-0.35,0.004,-0.46,1.72,36.64,6.97,33.53,Rack,Flat Plate,0.992,1.956,1,0.193778773,,11/15/2019
United Renewable Energy Co. Ltd.,D6M325E4AME,325 W Monocrystalline Module,UL 1703,325,290.6,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,9.24,45.65,8.74,37.22,47.5,-0.46,0.05,-0.35,0.004,-0.46,1.72,36.64,6.97,33.53,Rack,Flat Plate,0.992,1.956,1,0.193778773,,11/15/2019
United Renewable Energy Co. Ltd.,D6M325H3A,60 cell Mono PV Module,UL 1703,325,298.7,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.61,60,,N,10.38,40.13,9.9,32.83,45.18,-0.417,0.063,-0.317,0.006,-0.427,1.85,31.44,7.48,29.45,,,,,,,1/16/2018,11/15/2019
United Renewable Energy Co. Ltd.,D6P325B4A,325 W Polycrystalline Module,UL 1703,325,296.6,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.19,46.38,8.68,37.52,43.2,-0.47,0.08,-0.35,0.005,-0.47,1.73,36.96,6.96,34.03,Rack,Flat Plate,0.992,1.956,1,0.196740923,,11/15/2019
United Renewable Energy Co. Ltd.,D6P325B4AME,325 W Polycrystalline Module,UL 1703,325,296.6,Formerly Neo Solar Power Corp,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.19,46.38,8.68,37.52,43.2,-0.47,0.08,-0.35,0.005,-0.47,1.73,36.96,6.96,34.03,Rack,Flat Plate,0.992,1.956,1,0.196740923,,11/15/2019
United Renewable Energy Co. Ltd.,D7K325H7A,325 W 120 half cell monocrystalline module white backsheet 1500V max system Vdc,UL 1703,325,304.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,2,N,10.28,40.3,9.75,33.3,42.7,-0.367,0.107,-0.32,-0.02,-0.433,1.89,31.75,7.62,30.5,,,,,,,2/1/2019,11/15/2019
United Renewable Energy Co. Ltd.,F1K325H3G,325 W 60 cell monocrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,325,301,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,10.24,40.7,9.68,33.6,45.5,-0.371,0.04,-0.266,,,1.92,32.24,7.73,30.8,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F1K325H3G-BW,325 W 60 cell monocrystalline module white backsheet black frame 1500V max system Vdc,UL 61730,325,301,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,10.24,40.7,9.68,33.6,45.5,-0.371,0.04,-0.266,,,1.92,32.24,7.73,30.8,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F1M325H3G,325 W 60 cell monocrystalline module white backsheet white frame 1000V max system Vdc,UL 61730,325,299.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,10.24,40.7,9.68,33.6,47,-0.37,0.041,-0.271,,,1.9,32.52,7.63,30.7,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F1M325H3G-BB,325 W 60 cell monocrystalline module black backsheet black frame 1000V max system Vdc,UL 61730,325,299.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,10.24,40.7,9.68,33.6,47,-0.37,0.041,-0.271,,,1.9,32.52,7.63,30.7,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F1M325H3G-BW,325 W 60 cell monocrystalline module white backsheet black frame 1000V max system Vdc,UL 61730,325,299.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.66,60,1,N,10.24,40.7,9.68,33.6,47,-0.37,0.041,-0.271,,,1.9,32.52,7.63,30.7,,,,,,,11/12/2020,
United Renewable Energy Co. Ltd.,F6E325H4A,325 W 72 cell Polycrystalline module white backsheet 1500V max system Vdc,UL 1703,325,296.7,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,,N,9.19,45.8,8.44,38.6,47.2,-0.384,0.089,-0.319,,,1.72,36.01,6.89,34,,,,,,,8/1/2019,
United Renewable Energy Co. Ltd.,F6E325H4F,325 W 72 cell polycrystalline module white backsheet white frame 1500V max system Vdc,UL 61730,325,293.4,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.92,72,1,N,9.2,46.6,8.6,37.8,46.1,-0.453,0.068,-0.37,,,1.63,36.84,6.91,34.6,,,,,,,7/1/2020,
