climate.location,file_name
csp.tr.par.htfpump.total,ChtfPar
csp.tr.par.htfpump.partload,ChtfParPF
csp.tr.par.htfpump.f0,CHTFParF0
csp.tr.par.htfpump.f1,CHTFParF1
csp.tr.par.htfpump.f2,CHTFParF2
csp.tr.par.antifreeze.total,AntiFrPar
csp.tr.par.bop.total,BOPPar
csp.tr.par.bop.partload,BOPParPF
csp.tr.par.bop.f0,BOPParF0
csp.tr.par.bop.f1,BOPParF1
csp.tr.par.bop.f2,BOPParF2
csp.tr.par.operation_mode,CtOpF
csp.tr.par.ct0.total,CtPar
csp.tr.par.ct0.partload,CtParPF
csp.tr.par.ct0.f0,CtParF0
csp.tr.par.ct0.f1,CtParF1
csp.tr.par.ct0.f2,CtParF2
csp.tr.par.hb.total,HtrPar
csp.tr.par.hb.partload,HtrParPF
csp.tr.par.hb.f0,HtrParF0
csp.tr.par.hb.f1,HtrParF1
csp.tr.par.hb.f2,HtrParF2
csp.tr.par.tes.total,HhtfPar
csp.tr.par.tes.partload,HhtfParPF
csp.tr.par.tes.f0,HhtfParF0
csp.tr.par.tes.f1,HhtfParF1
csp.tr.par.tes.f2,HhtfParF2
csp.tr.par.fixedblock.total,PbFixPar
