Manufacturer,Model,Technology,Message,celltype,vmp,imp,voc,isc,alpha_isc,beta_voc,gamma_pmp,n_ser,t_ref
Jinko Solar Co. Ltd,JKM395M-72HBL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,39.9,9.9,48.8,10.54,0.0059024,-0.159576,-0.395,24,25
Jinko Solar Co. Ltd,JKM395M-72HBL-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,39.9,9.9,48.8,10.54,0.0051646,-0.14396,-0.349,24,25
Jinko Solar Co. Ltd,JKM395M-72HL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,39.9,9.9,48.8,10.54,0.00527,-0.145912,-0.37,24,25
Jinko Solar Co. Ltd,JKM395M-72HL-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,39.8,9.92,48.3,10.5,0.00588,-0.151179,-0.409,24,25
Jinko Solar Co. Ltd,JKM395M-72HL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,39.9,9.9,48.8,10.54,0.0051646,-0.150792,-0.38,24,25
Jinko Solar Co. Ltd,JKM395M-72HL-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,39.8,9.92,48.3,10.23,0.0049104,-0.155526,-0.412,24,25
Jinko Solar Co. Ltd,JKM395M-72HL-TV-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,39.8,9.92,48.3,10.23,0.0045012,-0.149247,-0.421,24,25
Jinko Solar Co. Ltd,JKM395M-72HL-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,39.9,9.9,48.8,10.54,0.0051646,-0.14884,-0.416,24,25
Jinko Solar Co. Ltd,JKM395M-72HL-V-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,39.9,9.9,48.8,10.54,0.004743,-0.147864,-0.396,24,25
Jinko Solar Co. Ltd,JKM395N-54HL4-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.1,12.71,37.2,13.47,0.0063309,-0.09858,-0.308,18,25
Jinko Solar Co. Ltd,JKM395N-6RL3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,36.2,10.92,45.1,11.63,0.004652,-0.135751,-0.374,22,25
Jinko Solar Co. Ltd,JKM395N-6RL3-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.9,10.42,45.5,11,0.00528,-0.136955,-0.366,22,25
Jinko Solar Co. Ltd,JKM395N-6RL3-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,36.2,10.92,45.1,11.63,0.0045357,-0.136202,-0.38,22,25
Jinko Solar Co. Ltd,JKM395N-72H-MBB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,39.9,9.91,48.2,10.54,0.0040052,-0.14701,-0.435,24,25
Jinko Solar Co. Ltd,JKM395N-72H-MBB-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,39.9,9.91,48.2,10.54,0.0051646,-0.154722,-0.441,24,25
Jinko Solar Co. Ltd,JKM395N-72H-MBB-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,39.9,9.91,48.2,10.54,0.0040052,-0.150384,-0.437,24,25
Jinko Solar Co. Ltd,JKMS395M-72HL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.4,9.55,49.5,10.23,0.0064449,-0.1683,-0.39,24,25
Jinko Solar Co. Ltd,JKMS395M-72HL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.4,9.55,49.5,10.54,0.0051646,-0.152955,-0.38,24,25
Jinko Solar Co. Ltd,JKMS395M-72HL-V-MX3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.4,9.55,49.5,10.23,0.0065472,-0.15939,-0.372,24,25
Jinko Solar Co. Ltd,JKMS395M-72HL-V-MX3-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.4,9.55,49.5,10.54,0.004743,-0.149985,-0.396,24,25
Jinko Solar Co. Ltd,JKMS395M-72HL-V-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.4,9.55,49.5,10.23,0.0065472,-0.15939,-0.372,24,25
Jinko Solar Co. Ltd,JKMS395M-72HL-V-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.4,9.55,49.5,10.54,0.004743,-0.149985,-0.396,24,25
Jinko Solar Co. Ltd,JKM400M-6RL3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,36.7,10.91,44.1,11.57,0.0038181,-0.1323,-0.374,22,25
Jinko Solar Co. Ltd,JKM400M-6RL3-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37.4,10.7,44.7,11.52,0.0054144,-0.1341,-0.364,22,25
Jinko Solar Co. Ltd,JKM400M-6RL3-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,37,10.81,44.1,11.37,0.0039795,-0.133623,-0.374,22,25
Jinko Solar Co. Ltd,JKM400M-6RL3-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,36.7,10.91,44.1,11.57,0.0038181,-0.1323,-0.374,22,25
Jinko Solar Co. Ltd,JKM400M-72HBL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,9.96,49.1,10.61,0.0058355,-0.15221,-0.392,24,25
Jinko Solar Co. Ltd,JKM400M-72HBL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,9.96,49.1,10.61,0.0059416,-0.160557,-0.395,24,25
Jinko Solar Co. Ltd,JKM400M-72HBL-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,9.96,49.1,10.61,0.0051989,-0.144845,-0.349,24,25
Jinko Solar Co. Ltd,JKM400M-72HL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,9.96,49.1,10.61,0.005305,-0.146809,-0.37,24,25
Jinko Solar Co. Ltd,JKM400M-72HL-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40,10,48.4,10.59,0.0059304,-0.151492,-0.409,24,25
Jinko Solar Co. Ltd,JKM400M-72HL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,9.96,49.1,10.61,0.0051989,-0.151719,-0.38,24,25
Jinko Solar Co. Ltd,JKM400M-72HL-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40,10,48.4,10.32,0.0049536,-0.155848,-0.412,24,25
Jinko Solar Co. Ltd,JKM400M-72HL-TV-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40,10,48.4,10.32,0.0045408,-0.149556,-0.421,24,25
Jinko Solar Co. Ltd,JKM400M-72HL-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,9.96,49.1,10.61,0.0051989,-0.149755,-0.416,24,25
Jinko Solar Co. Ltd,JKM400M-72HL-V-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,9.96,49.1,10.61,0.0047745,-0.148773,-0.396,24,25
Jinko Solar Co. Ltd,JKM400N-54HL4-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.3,12.79,37.4,13.55,0.0063685,-0.09911,-0.308,18,25
Jinko Solar Co. Ltd,JKM400N-6RL3,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,36.2,11.04,45.3,11.73,0.004692,-0.136353,-0.374,22,25
Jinko Solar Co. Ltd,JKM400N-6RL3-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,38.1,10.5,45.7,11.08,0.0053184,-0.137557,-0.366,22,25
Jinko Solar Co. Ltd,JKM400N-6RL3-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,36.2,11.04,45.3,11.73,0.0045747,-0.136806,-0.38,22,25
Jinko Solar Co. Ltd,JKM400N-72H-MBB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40,10.01,48.4,10.6,0.004028,-0.14762,-0.435,24,25
Jinko Solar Co. Ltd,JKM400N-72H-MBB-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40,10.01,48.4,10.6,0.005194,-0.155364,-0.441,24,25
Jinko Solar Co. Ltd,JKM400N-72H-MBB-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40,10.01,48.4,10.6,0.004028,-0.151008,-0.437,24,25
Jinko Solar Co. Ltd,JKMS400M-72HL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.7,9.6,49.8,10.36,0.0065268,-0.16932,-0.39,24,25
Jinko Solar Co. Ltd,JKMS400M-72HL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.7,9.6,49.8,10.61,0.0051989,-0.153882,-0.38,24,25
Jinko Solar Co. Ltd,JKMS400M-72HL-V-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.7,9.6,49.8,10.36,0.0066304,-0.160356,-0.372,24,25
Jinko Solar Co. Ltd,JKMS400M-72HL-V-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.7,9.6,49.8,10.61,0.0047745,-0.150894,-0.396,24,25
Jinko Solar Co. Ltd,JKM405M-72HBL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,10.02,49.4,10.69,0.0058795,-0.15314,-0.392,24,25
Jinko Solar Co. Ltd,JKM405M-72HBL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,10.02,49.4,10.69,0.0059864,-0.161538,-0.395,24,25
Jinko Solar Co. Ltd,JKM405M-72HBL-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,10.02,49.4,10.69,0.0052381,-0.14573,-0.349,24,25
Jinko Solar Co. Ltd,JKM405M-72HL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,10.02,49.4,10.69,0.005345,-0.147706,-0.37,24,25
Jinko Solar Co. Ltd,JKM405M-72HL-BDVP,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,10.08,48.5,10.68,0.0059808,-0.151805,-0.409,24,25
Jinko Solar Co. Ltd,JKM405M-72HL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,10.02,49.4,10.69,0.0052381,-0.152646,-0.38,24,25
Jinko Solar Co. Ltd,JKM405M-72HL-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,10.08,48.5,10.42,0.0050016,-0.15617,-0.412,24,25
Jinko Solar Co. Ltd,JKM405M-72HL-TV-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,10.08,48.5,10.42,0.0045848,-0.149865,-0.421,24,25
Jinko Solar Co. Ltd,JKM405M-72HL-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,10.02,49.4,10.69,0.0052381,-0.15067,-0.416,24,25
Jinko Solar Co. Ltd,JKM405M-72HL-V-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,10.02,49.4,10.69,0.0048105,-0.149682,-0.396,24,25
Jinko Solar Co. Ltd,JKM405M-78H,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,42.9,9.44,51.1,10.2,0.004794,-0.160965,-0.419,26,25
Jinko Solar Co. Ltd,JKM405M-78HB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.2,9.37,51.6,10.01,0.0029029,-0.164604,-0.424,26,25
Jinko Solar Co. Ltd,JKM405M-78H-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,42.9,9.44,51.6,10.15,0.004669,-0.155832,-0.385,26,25
Jinko Solar Co. Ltd,JKM405M-78H-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,42.9,9.44,51.1,10.2,0.00561,-0.164542,-0.391,26,25
Jinko Solar Co. Ltd,JKM405N-54HL4-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.5,12.85,38.1,13.3,0.006118,-0.096393,-0.308,18,25
Jinko Solar Co. Ltd,JKM405N-54HL4R-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.5,12.85,38.1,13.3,0.005985,-0.096774,-0.285,18,25
Jinko Solar Co. Ltd,JKM405N-72H-MBB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.1,10.11,48.5,10.66,0.0040508,-0.147925,-0.435,24,25
Jinko Solar Co. Ltd,JKM405N-72H-MBB-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.1,10.11,48.5,10.66,0.0040508,-0.15132,-0.437,24,25
Jinko Solar Co. Ltd,JKMS405M-72HL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,42,9.65,50.1,10.48,0.0066024,-0.17034,-0.39,24,25
Jinko Solar Co. Ltd,JKMS405M-72HL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,42,9.65,50.1,10.69,0.0052381,-0.154809,-0.38,24,25
Jinko Solar Co. Ltd,JKMS405M-72HL-V-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,42,9.65,50.1,10.48,0.0067072,-0.161322,-0.372,24,25
Jinko Solar Co. Ltd,JKMS405M-72HL-V-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,42,9.65,50.1,10.69,0.0048105,-0.151803,-0.396,24,25
Jinko Solar Co. Ltd,JKM410M-72HBL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,10.08,49.6,10.76,0.005918,-0.15376,-0.392,24,25
Jinko Solar Co. Ltd,JKM410M-72HBL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,10.08,49.6,10.76,0.0060256,-0.162192,-0.395,24,25
Jinko Solar Co. Ltd,JKM410M-72HBL-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,10.08,49.6,10.76,0.0052724,-0.14632,-0.349,24,25
Jinko Solar Co. Ltd,JKM410M-72HL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,10.08,49.6,10.76,0.00538,-0.148304,-0.37,24,25
Jinko Solar Co. Ltd,JKM410M-72HL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,10.08,49.6,10.76,0.0052724,-0.153264,-0.38,24,25
Jinko Solar Co. Ltd,JKM410M-72HL-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,10.16,48.6,10.51,0.0050448,-0.156492,-0.412,24,25
Jinko Solar Co. Ltd,JKM410M-72HL-TV-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.4,10.16,48.6,10.51,0.0046244,-0.150174,-0.421,24,25
Jinko Solar Co. Ltd,JKM410M-72HL-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,10.08,49.6,10.76,0.0052724,-0.15128,-0.416,24,25
Jinko Solar Co. Ltd,JKM410M-72HL-V-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,10.08,49.6,10.76,0.004842,-0.150288,-0.396,24,25
Jinko Solar Co. Ltd,JKM410M-78H,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43,9.53,51.2,10.27,0.0048269,-0.16128,-0.419,26,25
Jinko Solar Co. Ltd,JKM410M-78HB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.3,9.47,51.6,10.11,0.0029319,-0.164604,-0.424,26,25
Jinko Solar Co. Ltd,JKM410M-78H-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43,9.53,51.6,10.2,0.004692,-0.155832,-0.385,26,25
Jinko Solar Co. Ltd,JKM410M-78H-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43,9.53,51.2,10.27,0.0056485,-0.164864,-0.391,26,25
Jinko Solar Co. Ltd,JKM410N-54HL4-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.7,12.92,38.3,13.37,0.0061502,-0.096899,-0.308,18,25
Jinko Solar Co. Ltd,JKM410N-54HL4R-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,31.7,12.92,38.3,13.37,0.0060165,-0.097282,-0.285,18,25
Jinko Solar Co. Ltd,JKM410N-72H-MBB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,10.21,48.7,10.72,0.0040736,-0.148535,-0.435,24,25
Jinko Solar Co. Ltd,JKM410N-72H-MBB-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.2,10.21,48.7,10.72,0.0040736,-0.151944,-0.437,24,25
Jinko Solar Co. Ltd,JKMS410M-72HL-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,42.3,9.69,50.4,10.6,0.006678,-0.17136,-0.39,24,25
Jinko Solar Co. Ltd,JKMS410M-72HL-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,42.3,9.7,50.3,10.76,0.0052724,-0.155427,-0.38,24,25
Jinko Solar Co. Ltd,JKMS410M-72HL-V-TI,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,42.3,9.69,50.4,10.6,0.006784,-0.162288,-0.372,24,25
Jinko Solar Co. Ltd,JKMS410M-72HL-V-TI-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,42.3,9.7,50.3,10.76,0.004842,-0.152409,-0.396,24,25
Jinko Solar Co. Ltd,JKM415M-6TL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,12.5,40.6,13.43,0.0060435,-0.120988,-0.403,20,25
Jinko Solar Co. Ltd,JKM415M-6TL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.2,12.5,40.6,13.43,0.0060435,-0.120988,-0.403,20,25
Jinko Solar Co. Ltd,JKM415M-72HBL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.9,10.14,49.9,10.82,0.005951,-0.15469,-0.392,24,25
Jinko Solar Co. Ltd,JKM415M-72HBL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.9,10.14,49.9,10.82,0.0060592,-0.163173,-0.395,24,25
Jinko Solar Co. Ltd,JKM415M-72HBL-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.9,10.14,49.9,10.82,0.0053018,-0.147205,-0.349,24,25
Jinko Solar Co. Ltd,JKM415M-72HL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.9,10.14,49.9,10.82,0.00541,-0.149201,-0.37,24,25
Jinko Solar Co. Ltd,JKM415M-72HL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.9,10.14,49.9,10.82,0.0053018,-0.154191,-0.38,24,25
Jinko Solar Co. Ltd,JKM415M-72HL-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.5,10.25,48.6,10.61,0.0050928,-0.156492,-0.412,24,25
Jinko Solar Co. Ltd,JKM415M-72HL-TV-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.5,10.25,48.6,10.61,0.0046684,-0.150174,-0.421,24,25
Jinko Solar Co. Ltd,JKM415M-72HL-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.9,10.14,49.9,10.82,0.0053018,-0.152195,-0.416,24,25
Jinko Solar Co. Ltd,JKM415M-72HL-V-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.9,10.14,49.9,10.82,0.004869,-0.151197,-0.396,24,25
Jinko Solar Co. Ltd,JKM415M-78H,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.1,9.63,51.3,10.34,0.0048598,-0.161595,-0.419,26,25
Jinko Solar Co. Ltd,JKM415M-78HB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.4,9.57,51.6,10.21,0.0029609,-0.164604,-0.424,26,25
Jinko Solar Co. Ltd,JKM415M-78H-TV,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.2,9.61,51.6,10.28,0.0047288,-0.155832,-0.385,26,25
Jinko Solar Co. Ltd,JKM415M-78H-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,43.1,9.63,51.3,10.34,0.005687,-0.165186,-0.391,26,25
Jinko Solar Co. Ltd,JKM415N-54HL4-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32,12.99,38.5,13.44,0.0061824,-0.097405,-0.308,18,25
Jinko Solar Co. Ltd,JKM415N-54HL4R-B,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,32,12.99,38.5,13.44,0.006048,-0.09779,-0.285,18,25
Jinko Solar Co. Ltd,JKM415N-72H-MBB,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.3,10.31,48.8,10.78,0.0040964,-0.14884,-0.435,24,25
Jinko Solar Co. Ltd,JKM415N-72H-MBB-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.3,10.31,48.8,10.78,0.0040964,-0.152256,-0.437,24,25
Jinko Solar Co. Ltd,JKM420M-60HL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.3,12.61,40.7,13.49,0.006745,-0.123728,-0.397,20,25
Jinko Solar Co. Ltd,JKM420M-60HL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.3,12.61,40.7,13.49,0.006745,-0.123728,-0.397,20,25
Jinko Solar Co. Ltd,JKM420M-6TL4,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.3,12.61,40.7,13.49,0.0060705,-0.121286,-0.403,20,25
Jinko Solar Co. Ltd,JKM420M-6TL4-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,33.3,12.61,40.7,13.49,0.0060705,-0.121286,-0.403,20,25
Jinko Solar Co. Ltd,JKM420M-72HBL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.2,10.2,50.2,10.88,0.005984,-0.15562,-0.392,24,25
Jinko Solar Co. Ltd,JKM420M-72HBL-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.2,10.2,50.2,10.88,0.0053312,-0.14809,-0.349,24,25
Jinko Solar Co. Ltd,JKM420M-72HL,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.2,10.2,50.2,10.88,0.00544,-0.150098,-0.37,24,25
Jinko Solar Co. Ltd,JKM420M-72HL-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.2,10.2,50.2,10.88,0.0053312,-0.155118,-0.38,24,25
Jinko Solar Co. Ltd,JKM420M-72HL-TV-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,40.7,10.33,48.7,10.7,0.004708,-0.150483,-0.421,24,25
Jinko Solar Co. Ltd,JKM420M-72HL-V,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.2,10.2,50.2,10.88,0.0053312,-0.15311,-0.416,24,25
Jinko Solar Co. Ltd,JKM420M-72HL-V-Q,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,41.2,10.2,50.2,10.88,0.004896,-0.152106,-0.396,24,25
