Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_r,BIPV,Version,Date
SunPower SPR-X21-335-COM,SunPower,Mono-c-Si,0,335.205,313.5,1.63,,,96,6.23,67.9,5.85,57.3,0.0021805,-0.191478,45.3,2.48097,6.23617,7.92624e-12,0.475873,480.241,-1.68762,-0.331,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X21-335-COM-MLSD,SunPower,Mono-c-Si,0,335.205,313.5,1.63,,,96,6.23,67.9,5.85,57.3,0.0021805,-0.191478,45.3,2.48097,6.23617,7.92624e-12,0.475873,480.241,-1.68762,-0.331,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X21-335-D-AC,SunPower,Mono-c-Si,0,335.205,313.7,1.631,1.559,1.046,96,6.23,67.9,5.85,57.3,0.002492,-0.16975,46.4,2.42033,6.23681,3.98831e-12,0.499388,457.186,4.86979,-0.31,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X21-335-E-AC,SunPower,Mono-c-Si,0,335.205,313.7,1.63,,,96,6.23,67.9,5.85,57.3,0.002492,-0.16975,46.4,2.42033,6.23681,3.98831e-12,0.499388,457.186,4.86979,-0.31,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-335-BLK,SunPower,Mono-c-Si,0,335.205,313.5,1.631,1.559,1.046,96,6.23,67.9,5.85,57.3,0.00216181,-0.19175,45.3,2.47898,6.23619,7.7532e-12,0.476643,479.446,-1.99879,-0.3306,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P17-340-COM,SunPower,Multi-c-Si,0,340,305.5,2.042,2.067,0.988,83,8.52,51.3,8,42.5,0.0014484,-0.155952,48.9,2.00945,8.52822,6.85445e-11,0.334525,346.564,5.98653,-0.415,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-340-BLK,SunPower,Mono-c-Si,0,339.789,318.3,1.631,1.559,1.046,96,6.33,68,5.93,57.3,0.00219651,-0.192032,45.3,2.48384,6.33727,7.96271e-12,0.485124,422.253,-1.90425,-0.3306,N,SAM 2021.12.02,11/16/2022
SunPower SPR-343J-WHT-D,SunPower,Mono-c-Si,0,343.227,318.3,1.631,1.559,1.046,96,6.37,68.11,5.99,57.3,0.00084721,-0.1982,44.5,2.59651,6.37509,2.53619e-11,0.458965,574.666,4.71719,-0.39,N,SAM 2021.12.02,11/16/2022
SunPower SPR-343NJ-WHT-D,SunPower,Mono-c-Si,0,343.227,318.3,1.631,1.559,1.046,96,6.37,68.11,5.99,57.3,0.00084721,-0.1982,44.5,2.59651,6.37509,2.53619e-11,0.458965,574.666,4.71719,-0.39,N,SAM 2021.12.02,11/16/2022
SunPower SPR-343NX-BLK-D,SunPower,Mono-c-Si,0,343.227,318.3,1.631,1.559,1.046,96,6.37,68.11,5.99,57.3,0.00084721,-0.1982,44.5,2.59651,6.37509,2.53619e-11,0.458965,574.666,4.71719,-0.39,N,SAM 2021.12.02,11/16/2022
SunPower SPR-343NX-WHT-D,SunPower,Mono-c-Si,0,343.227,318.3,1.631,1.559,1.046,96,6.37,68.11,5.99,57.3,0.00084721,-0.1982,44.5,2.59651,6.37509,2.53619e-11,0.458965,574.666,4.71719,-0.39,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P17-345-COM,SunPower,Multi-c-Si,0,344.968,310.1,2.042,2.067,0.988,83,8.57,51.5,8.06,42.8,0.0014569,-0.15656,48.9,2.01892,8.57703,7.05002e-11,0.31483,383.791,6.17006,-0.415,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X21-345,SunPower,Mono-c-Si,0,344.946,323.3,1.631,1.559,1.046,96,6.39,68.2,6.02,57.3,0.002556,-0.1705,46.4,2.42178,6.39631,3.691e-12,0.538155,545.061,3.97554,-0.31,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X21-345-C-AC,SunPower,Mono-c-Si,0,344.946,323.3,1.631,1.559,1.046,96,6.39,68.2,6.02,57.3,0.002556,-0.1705,46.4,2.42178,6.39631,3.691e-12,0.538155,545.061,3.97554,-0.31,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X21-345-COM,SunPower,Mono-c-Si,0,344.946,320.2,1.631,1.559,1.046,96,6.39,68.2,6.02,57.3,0.00084987,-0.198462,44.5,2.59548,6.39461,2.4378e-11,0.473499,656.659,4.35016,-0.39,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X21-345-COM-MLSD,SunPower,Mono-c-Si,0,344.946,320,1.63,,,96,6.39,68.2,6.02,57.3,0.0022365,-0.19437,46.8,2.54244,6.3951,1.40774e-11,0.493066,618.099,1.67078,-0.351,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X21-345-D-AC,SunPower,Mono-c-Si,0,344.946,323.3,1.631,1.559,1.046,96,6.39,68.2,6.02,57.3,0.002556,-0.1705,46.4,2.42178,6.39631,3.691e-12,0.538155,545.061,3.97554,-0.31,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X21-345-E-AC,SunPower,Mono-c-Si,0,344.946,323.4,1.63,,,96,6.39,68.2,6.02,57.3,0.002556,-0.1705,46.4,2.42178,6.39631,3.691e-12,0.538155,545.061,3.97554,-0.31,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-345-BLK,SunPower,Mono-c-Si,0,344.946,323.1,1.631,1.559,1.046,96,6.39,68.2,6.02,57.3,0.00221733,-0.192597,45.3,2.48005,6.39571,7.16049e-12,0.51628,578.084,-2.84432,-0.3306,N,SAM 2021.12.02,11/16/2022
SunPower SPV-P17-345-COM,SunPower,Multi-c-Si,0,344.968,310.1,2.042,2.067,0.988,83,8.57,51.5,8.06,42.8,0.0014569,-0.15656,48.9,2.01892,8.57703,7.05002e-11,0.31483,383.791,6.17006,-0.415,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P17-350-COM,SunPower,Multi-c-Si,0,349.972,314.8,2.042,2.067,0.988,83,8.65,51.7,8.12,43.1,0.0014705,-0.157168,48.9,2.03233,8.65774,7.61211e-11,0.293587,328.103,6.75446,-0.415,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X21-350-BLK,SunPower,Mono-c-Si,0,349.816,327.9,1.63,,,96,6.39,68.7,5.99,58.4,0.00221733,-0.194009,45.3,2.51989,6.39582,9.00696e-12,0.388197,425.962,-0.994662,-0.3306,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X21-350-BLK-D-AC,SunPower,Mono-c-Si,0,349.816,327.9,1.63,,,96,6.39,68.7,5.99,58.4,0.00221733,-0.194009,45.3,2.51989,6.39582,9.00696e-12,0.388197,425.962,-0.994662,-0.3306,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X21-350-BLK-E-AC,SunPower,Mono-c-Si,0,350.103,327.9,1.63,,,96,6.5,68.2,6.11,57.3,0.002275,-0.192324,45.3,2.48494,6.50662,7.66883e-12,0.506039,496.916,-2.29335,-0.331,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P17-355-COM,SunPower,Multi-c-Si,0,355.012,319.4,2.042,2.067,0.988,83,8.68,51.9,8.18,43.4,0.0014756,-0.157776,48.9,2.03915,8.68549,7.57236e-11,0.275729,435.789,6.66411,-0.415,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-359,SunPower,Mono-c-Si,0,359.344,333.4,1.631,1.559,1.046,96,6.47,69.6,6.07,59.2,0.00225156,-0.198499,46.8,2.61634,6.47499,1.76982e-11,0.358494,464.528,3.41553,-0.3509,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-360,SunPower,Mono-c-Si,0,359.919,334.3,1.63,,,96,6.48,69.5,6.09,59.1,0.00225504,-0.198214,46.84,2.60974,6.4846,1.72561e-11,0.361249,509.121,3.18421,-0.3509,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-360-C-AC,SunPower,Mono-c-Si,0,359.964,334.4,1.631,1.559,1.046,96,6.48,69.5,5.94,60.6,0.00225504,-0.198214,46.8,2.68287,6.48168,3.45547e-11,0.0546102,210.035,9.2435,-0.3509,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-360-COM,SunPower,Mono-c-Si,0,359.964,334.4,1.631,1.559,1.046,96,6.48,69.5,5.94,60.6,0.00225504,-0.198214,46.8,2.68287,6.48168,3.45547e-11,0.0546102,210.035,9.2435,-0.3509,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-360-COM-MLSD,SunPower,Mono-c-Si,0,359.919,334.3,1.63,,,96,6.48,69.5,6.09,59.1,0.002268,-0.198075,46.8,2.61059,6.48459,1.74076e-11,0.360933,509.492,3.32706,-0.351,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-360-D-AC,SunPower,Mono-c-Si,0,359.964,334.4,1.631,1.559,1.046,96,6.48,69.5,5.94,60.6,0.00225504,-0.198214,46.8,2.68287,6.48168,3.45547e-11,0.0546102,210.035,9.2435,-0.3509,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-360-E-AC,SunPower,Mono-c-Si,0,359.964,334.3,1.63,,,96,6.48,69.5,5.94,60.6,0.002268,-0.198075,46.8,2.68375,6.48167,3.48502e-11,0.0542689,210.091,9.39274,-0.351,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P19-370-COM,SunPower,Mono-c-Si,0,370.175,339.9,2.01,,,81,9.3,51.35,8.71,42.5,0.003906,-0.147374,46.86,1.97388,9.31164,4.58704e-11,0.321633,257.043,7.65756,-0.375,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-370,SunPower,Mono-c-Si,0,370.116,343.9,1.63,,,96,6.6,70.1,6.21,59.6,0.0022968,-0.199925,46.84,2.63037,6.6044,1.72642e-11,0.360284,539.995,3.03037,-0.3509,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-370-COM,SunPower,Mono-c-Si,0,369.966,343.9,1.63,,,96,6.66,69.5,6.26,59.1,0.00231768,-0.198214,46.84,2.60955,6.66469,1.7704e-11,0.351559,499.114,3.16884,-0.3509,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-370-COM-MLSD,SunPower,Mono-c-Si,0,369.966,343.9,1.63,,,96,6.66,69.5,6.26,59.1,0.002331,-0.198075,46.8,2.61041,6.66468,1.78594e-11,0.351252,499.481,3.31167,-0.351,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-370-D-AC,SunPower,Mono-c-Si,0,370.116,343.9,1.63,,,96,6.6,70.1,6.21,59.6,0.0022968,-0.199925,46.84,2.63037,6.6044,1.72642e-11,0.360284,539.995,3.03037,-0.3509,N,SAM 2021.12.02,11/16/2022
SunPower SPR-X22-370-E-AC,SunPower,Mono-c-Si,0,370.116,343.9,1.63,,,96,6.6,70.1,6.21,59.6,0.00231,-0.199785,46.8,2.63123,6.6044,1.74158e-11,0.359972,540.418,3.17305,-0.351,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P19-375-COM,SunPower,Mono-c-Si,0,375.333,344.6,2.01,,,81,9.34,52,8.79,42.7,0.0039228,-0.14924,46.86,1.98531,9.34917,3.88219e-11,0.369583,376.284,6.15928,-0.375,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A380-BLK,SunPower,Mono-c-Si,0,385.284,356.8,1.87,,,66,10.82,48,9.93,38.8,0.0038952,-0.11424,46.3,1.65986,10.8695,2.85089e-12,0.404632,88.3875,2.5923,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A380-BLK-G-AC,SunPower,Mono-c-Si,0,385.284,356.8,1.87,,,66,10.82,48,9.93,38.8,0.0038952,-0.11424,46.3,1.65986,10.8695,2.85089e-12,0.404632,88.3875,2.5923,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A380-BLK-H-AC,SunPower,Mono-c-Si,0,385.284,356.8,1.87,,,66,10.82,48,9.93,38.8,0.0038952,-0.11424,46.3,1.65986,10.8695,2.85089e-12,0.404632,88.3875,2.5923,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P19-380-COM,SunPower,Mono-c-Si,0,380.16,349.3,2.01,,,81,9.35,52.3,8.8,43.2,0.003927,-0.150101,46.86,2.00294,9.35862,4.21124e-11,0.337924,366.722,6.85086,-0.375,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P19-380-COM-MLSD,SunPower,Mono-c-Si,0,380.174,349.2,2.03,,,81,9.43,52.2,8.78,43.3,0.0039606,-0.149814,46.9,2.01545,9.44517,5.17982e-11,0.308754,191.953,8.62106,-0.375,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A385-BLK,SunPower,Mono-c-Si,0,389.61,361.6,1.87,,,66,10.84,48,9.99,39,0.0039024,-0.11424,46.3,1.66066,10.8822,2.90881e-12,0.380621,97.7542,2.73125,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A385-BLK-G-AC,SunPower,Mono-c-Si,0,389.61,361.6,1.87,,,66,10.84,48,9.99,39,0.0039024,-0.11424,46.3,1.66066,10.8822,2.90881e-12,0.380621,97.7542,2.73125,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A385-BLK-H-AC,SunPower,Mono-c-Si,0,389.61,361.6,1.87,,,66,10.84,48,9.99,39,0.0039024,-0.11424,46.3,1.66066,10.8822,2.90881e-12,0.380621,97.7542,2.73125,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P19-385-COM,SunPower,Mono-c-Si,0,385.063,354.1,2.01,,,81,9.43,52.6,8.85,43.51,0.0039606,-0.150962,46.86,2.01906,9.44049,4.49355e-11,0.328453,295.173,7.35,-0.375,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P19-385-COM-MLSD,SunPower,Mono-c-Si,0,385.44,354,2.03,,,81,9.44,52.5,8.8,43.8,0.0039648,-0.150675,46.9,2.03195,9.45307,5.52572e-11,0.277334,200.278,9.1763,-0.375,N,SAM 2021.12.02,11/16/2022
SunPower SPR-390E-WHT-D,SunPower,Mono-c-Si,0,390.015,361.4,2.162,2.067,1.046,128,5.72,85.3,5.35,72.9,0.00175604,-0.195337,45.8,3.17974,5.72463,1.24502e-11,0.437189,539.594,26.6623,-0.3529,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A390,SunPower,Mono-c-Si,0,390,365.3,1.87,,,66,10.8,48,10,39,0.004104,-0.11376,46.4,1.68468,10.8353,4.40353e-12,0.375596,114.954,6.72184,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A390-BLK,SunPower,Mono-c-Si,0,394.965,366.4,1.87,,,66,10.82,48.1,10.05,39.3,0.0038952,-0.114478,46.3,1.6623,10.8512,2.83771e-12,0.356802,123.626,2.50549,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A390-BLK-G-AC,SunPower,Mono-c-Si,0,394.965,366.4,1.87,,,66,10.82,48.1,10.05,39.3,0.0038952,-0.114478,46.3,1.6623,10.8512,2.83771e-12,0.356802,123.626,2.50549,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A390-BLK-H-AC,SunPower,Mono-c-Si,0,394.965,366.4,1.87,,,66,10.82,48.1,10.05,39.3,0.0038952,-0.114478,46.3,1.6623,10.8512,2.83771e-12,0.356802,123.626,2.50549,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A390-G-AC,SunPower,Mono-c-Si,0,390,365.3,1.87,,,66,10.8,48,10,39,0.004104,-0.11376,46.4,1.68468,10.8353,4.40353e-12,0.375596,114.954,6.72184,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A390-H-AC,SunPower,Mono-c-Si,0,390,365.3,1.87,,,66,10.8,48,10,39,0.004104,-0.11376,46.4,1.68468,10.8353,4.40353e-12,0.375596,114.954,6.72184,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P19-390-COM,SunPower,Mono-c-Si,0,390.285,358.7,2.03,,,81,9.45,52.9,8.85,44.1,0.003969,-0.151823,46.86,2.04138,9.46063,5.15234e-11,0.28456,253.063,8.53373,-0.375,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P19-390-COM-MLSD,SunPower,Mono-c-Si,0,390.285,358.7,2.03,,,81,9.45,52.9,8.85,44.1,0.003969,-0.151823,46.9,2.04138,9.46063,5.15234e-11,0.28456,253.063,8.53373,-0.375,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A395,SunPower,Mono-c-Si,0,398.95,370.1,1.87,,,66,10.9,47.5,10.1,39.5,0.004142,-0.112575,46.4,1.68566,10.926,6.07035e-12,0.265361,111.377,9.49058,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A395-BLK,SunPower,Mono-c-Si,0,399.74,371.2,1.87,,,66,10.86,48.1,10.12,39.5,0.0039096,-0.114478,46.3,1.66377,10.8863,2.93157e-12,0.332797,137.187,2.73729,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A395-BLK-G-AC,SunPower,Mono-c-Si,0,399.74,371.2,1.87,,,66,10.86,48.1,10.12,39.5,0.0039096,-0.114478,46.3,1.66377,10.8863,2.93157e-12,0.332797,137.187,2.73729,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A395-BLK-H-AC,SunPower,Mono-c-Si,0,399.74,371.2,1.87,,,66,10.86,48.1,10.12,39.5,0.0039096,-0.114478,46.3,1.66377,10.8863,2.93157e-12,0.332797,137.187,2.73729,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A395-G-AC,SunPower,Mono-c-Si,0,398.95,370.1,1.87,,,66,10.9,47.5,10.1,39.5,0.004142,-0.112575,46.4,1.68566,10.926,6.07035e-12,0.265361,111.377,9.49058,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A395-H-AC,SunPower,Mono-c-Si,0,398.95,370.1,1.87,,,66,10.9,47.5,10.1,39.5,0.004142,-0.112575,46.4,1.68566,10.926,6.07035e-12,0.265361,111.377,9.49058,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A395-MLSD,SunPower,Mono-c-Si,0,398.95,370.1,1.87,,,66,10.9,47.5,10.1,39.5,0.004142,-0.112575,46.4,1.68566,10.926,6.07035e-12,0.265361,111.377,9.49058,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P19-395-COM,SunPower,Mono-c-Si,0,395.142,363.5,2.01,,,81,9.48,53,8.95,44.15,0.0039816,-0.15211,46.86,2.03548,9.486,4.60855e-11,0.290092,458.138,7.50076,-0.375,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P19-395-COM-MLSD,SunPower,Mono-c-Si,0,395.16,363.4,2.03,,,81,9.47,53.4,8.9,44.4,0.0039774,-0.153258,46.9,2.05384,9.47895,4.75748e-11,0.30255,320.161,7.80439,-0.375,N,SAM 2021.12.02,11/16/2022
SunPower SPR-400E-WHT-D,SunPower,Mono-c-Si,0,400.221,370.9,2.162,2.067,1.046,128,5.87,85.3,5.49,72.9,0.00180209,-0.195337,45.8,3.17984,5.87477,1.27857e-11,0.425973,524.595,26.6698,-0.3529,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A400,SunPower,Mono-c-Si,0,399.96,374.9,1.87,,,66,10.9,47.6,10.1,39.6,0.004142,-0.112812,46.4,1.68956,10.9258,6.106e-12,0.264011,111.548,9.54323,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A400-BLK,SunPower,Mono-c-Si,0,405.164,376,1.87,,,66,10.87,48.1,10.18,39.8,0.0039132,-0.114478,46.3,1.66581,10.8896,3.05583e-12,0.298817,165.871,3.06219,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A400-BLK-G-AC,SunPower,Mono-c-Si,0,405.164,376,1.87,,,66,10.87,48.1,10.18,39.8,0.0039132,-0.114478,46.3,1.66581,10.8896,3.05583e-12,0.298817,165.871,3.06219,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A400-BLK-H-AC,SunPower,Mono-c-Si,0,405.164,376,1.87,,,66,10.87,48.1,10.18,39.8,0.0039132,-0.114478,46.3,1.66581,10.8896,3.05583e-12,0.298817,165.871,3.06219,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A400-COM,SunPower,Mono-c-Si,0,437.33,370.6,2.03,,,72,10.9,52.1,10.1,43.3,0.003597,-0.125561,48,1.87972,10.9251,9.64343e-12,0.286917,124.785,11.8702,-0.329,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A400-G-AC,SunPower,Mono-c-Si,0,399.96,374.9,1.87,,,66,10.9,47.6,10.1,39.6,0.004142,-0.112812,46.4,1.68956,10.9258,6.106e-12,0.264011,111.548,9.54323,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A400-H-AC,SunPower,Mono-c-Si,0,399.96,374.9,1.87,,,66,10.9,47.6,10.1,39.6,0.004142,-0.112812,46.4,1.68956,10.9258,6.106e-12,0.264011,111.548,9.54323,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A400-MLSD,SunPower,Mono-c-Si,0,399.96,374.9,1.87,,,66,10.9,47.6,10.1,39.6,0.004142,-0.112812,46.4,1.68956,10.9258,6.106e-12,0.264011,111.548,9.54323,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-M400,SunPower,Mono-c-Si,0,399.74,376.9,1.87,,,66,10.86,48.1,10.12,39.5,0.0045612,-0.112554,47.2,1.62819,10.8878,1.55715e-12,0.340755,132.954,-0.915941,-0.276,N,SAM 2021.12.02,11/16/2022
SunPower SPR-M400-BLK,SunPower,Mono-c-Si,0,400.384,376,1.87,,,66,11.25,48.1,10.24,39.1,0.00495,-0.113516,46.9,1.67189,11.3085,3.4025e-12,0.366484,70.4983,4.56728,-0.29,N,SAM 2021.12.02,11/16/2022
SunPower SPR-M400-BLK-H-AC,SunPower,Mono-c-Si,0,400.384,376,1.87,,,66,11.25,48.1,10.24,39.1,0.00495,-0.113516,46.9,1.67189,11.3085,3.4025e-12,0.366484,70.4983,4.56728,-0.29,N,SAM 2021.12.02,11/16/2022
SunPower SPR-M400-H-AC,SunPower,Mono-c-Si,0,399.74,376.9,1.87,,,66,10.86,48.1,10.12,39.5,0.0045612,-0.112554,47.2,1.62819,10.8878,1.55715e-12,0.340755,132.954,-0.915941,-0.276,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P19-400-COM,SunPower,Mono-c-Si,0,400.01,368.3,2.01,,,81,9.6,53.2,9.05,44.2,0.004032,-0.152684,46.86,2.04193,9.60721,4.58713e-11,0.302182,402.454,7.3567,-0.375,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P19-400-COM-MLSD,SunPower,Mono-c-Si,0,400.064,368.2,2.03,,,81,9.5,53.6,8.93,44.8,0.00399,-0.153832,46.9,2.06705,9.50817,5.11414e-11,0.27248,317.011,8.40785,-0.375,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A405,SunPower,Mono-c-Si,0,401.98,379.7,1.87,,,66,10.9,47.7,10.1,39.8,0.004142,-0.113049,46.4,1.69556,10.9246,6.35795e-12,0.25133,111.347,9.90733,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A405-BLK,SunPower,Mono-c-Si,0,410,380.8,1.87,,,66,10.89,48.2,10.25,40,0.0039204,-0.114716,46.3,1.6676,10.9046,2.9904e-12,0.28598,213.26,2.84111,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A405-BLK-G-AC,SunPower,Mono-c-Si,0,410,380.8,1.87,,,66,10.89,48.2,10.25,40,0.0039204,-0.114716,46.3,1.6676,10.9046,2.9904e-12,0.28598,213.26,2.84111,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A405-BLK-H-AC,SunPower,Mono-c-Si,0,410,380.8,1.87,,,66,10.89,48.2,10.25,40,0.0039204,-0.114716,46.3,1.6676,10.9046,2.9904e-12,0.28598,213.26,2.84111,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A405-COM,SunPower,Mono-c-Si,0,438.34,375.4,2.03,,,72,10.9,52.7,10.1,43.4,0.003597,-0.127007,48,1.8927,10.9286,8.50043e-12,0.335549,127.982,10.7232,-0.329,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A405-COM-MLSD,SunPower,Mono-c-Si,0,438.34,375.4,2.03,,,72,10.9,52.7,10.1,43.4,0.003597,-0.127007,48,1.8927,10.9286,8.50043e-12,0.335549,127.982,10.7232,-0.329,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A405-G-AC,SunPower,Mono-c-Si,0,401.98,379.7,1.87,,,66,10.9,47.7,10.1,39.8,0.004142,-0.113049,46.4,1.69556,10.9246,6.35795e-12,0.25133,111.347,9.90733,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A405-H-AC,SunPower,Mono-c-Si,0,401.98,379.7,1.87,,,66,10.9,47.7,10.1,39.8,0.004142,-0.113049,46.4,1.69556,10.9246,6.35795e-12,0.25133,111.347,9.90733,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A405-MLSD,SunPower,Mono-c-Si,0,401.98,379.7,1.87,,,66,10.9,47.7,10.1,39.8,0.004142,-0.113049,46.4,1.69556,10.9246,6.35795e-12,0.25133,111.347,9.90733,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-M405,SunPower,Mono-c-Si,0,404.48,381.8,1.87,,,66,10.88,48.1,10.24,39.5,0.0045696,-0.112554,47.2,1.62065,10.8976,1.37562e-12,0.339858,210.086,-1.99312,-0.276,N,SAM 2021.12.02,11/16/2022
SunPower SPR-M405-BLK,SunPower,Mono-c-Si,0,404.79,380.8,1.87,,,66,11.26,48.1,10.3,39.3,0.0049544,-0.113516,46.9,1.67196,11.3096,3.42806e-12,0.343724,77.9613,4.6057,-0.29,N,SAM 2021.12.02,11/16/2022
SunPower SPR-M405-BLK-H-AC,SunPower,Mono-c-Si,0,404.79,380.8,1.87,,,66,11.26,48.1,10.3,39.3,0.0049544,-0.113516,46.9,1.67196,11.3096,3.42806e-12,0.343724,77.9613,4.6057,-0.29,N,SAM 2021.12.02,11/16/2022
SunPower SPR-M405-H-AC,SunPower,Mono-c-Si,0,404.48,381.8,1.87,,,66,10.88,48.1,10.24,39.5,0.0045696,-0.112554,47.2,1.62065,10.8976,1.37562e-12,0.339858,210.086,-1.99312,-0.276,N,SAM 2021.12.02,11/16/2022
SunPower SPR-P19-405-COM,SunPower,Mono-c-Si,0,405.122,373,2.01,,,81,9.65,53.4,9.11,44.47,0.004053,-0.153258,46.86,2.05058,9.65617,4.67545e-11,0.288799,451.977,7.47176,-0.375,N,SAM 2021.12.02,11/16/2022
SunPower SPR-410NE-WHT-D,SunPower,Mono-c-Si,0,409.698,380.4,2.162,2.067,1.046,128,6.01,85.3,5.62,72.9,0.001803,-0.23031,45.8,3.20177,6.01476,1.5733e-11,0.407178,514.457,8.96193,-0.3529,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A410,SunPower,Mono-c-Si,0,406.02,384.5,1.87,,,66,10.9,47.9,10.1,40.2,0.004142,-0.113523,46.4,1.70755,10.9222,6.88648e-12,0.225985,110.995,10.6295,-0.311,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A410-BLK,SunPower,Mono-c-Si,0,415.493,385.6,1.87,,,66,10.9,48.2,10.31,40.3,0.003924,-0.114716,46.3,1.66959,10.9095,3.11367e-12,0.252777,288.604,3.15627,-0.299,N,SAM 2021.12.02,11/16/2022
SunPower SPR-A410-BLK-G-AC,SunPower,Mono-c-Si,0,415.493,385.6,1.87,,,66,10.9,48.2,10.31,40.3,0.003924,-0.114716,46.3,1.66959,10.9095,3.11367e-12,0.252777,288.604,3.15627,-0.299,N,SAM 2021.12.02,11/16/2022
