Manufacturer,Model,Technology,Message,celltype,vmp,imp,voc,isc,alpha_isc,beta_voc,gamma_pmp,n_ser,t_ref
Topsun Co Ltd,TSH-S465SB2BK(X)5,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,52.84,8.8,63.52,9.25,0.0074,-0.118465,-0.485,50,25
Topsun Co Ltd,TSH-S470SB2BK(X),Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,105.9,4.44,127.3,4.67,0.0017746,-0.457262,-0.4637,25,25
Topsun Co Ltd,TSH-S470SB2BK(X)5,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,52.95,8.88,63.65,9.34,0.007472,-0.118707,-0.485,50,25
Topsun Co Ltd,TSH-S475SB2BK(X),Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,106.02,4.48,127.44,4.71,0.0017898,-0.457764,-0.4637,25,25
Topsun Co Ltd,TSH-S475SB2BK(X)5,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,53.01,8.96,63.72,9.42,0.007536,-0.118838,-0.485,50,25
Topsun Co Ltd,TSH-S480SB2BK(X),Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,106.17,4.52,127.63,4.75,0.001805,-0.458447,-0.4637,25,25
Topsun Co Ltd,TSH-S480SB2BK(X)5,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,53.09,9.06,63.81,9.51,0.007608,-0.119006,-0.485,50,25
Topsun Co Ltd,TSH-S485SB2BK(X),Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,106.31,4.56,127.79,4.8,0.001824,-0.459022,-0.4637,25,25
Topsun Co Ltd,TSH-S485SB2BK(X)5,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,53.16,9.12,63.9,9.59,0.007672,-0.119173,-0.485,50,25
Topsun Co Ltd,TSH-S490SB2BK(X),Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,106.44,4.6,127.95,4.84,0.0018392,-0.459596,-0.4637,25,25
Topsun Co Ltd,TSH-S490SB2BK(X)5,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,53.22,9.21,63.97,9.68,0.007744,-0.119304,-0.485,50,25
Topsun Co Ltd,TOP CLASS 495,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,53.28,9.29,64.05,9.77,0.005862,-0.105683,-0.467,50,25
Topsun Co Ltd,TOP CLASS 500,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,53.33,9.37,64.11,9.86,0.005916,-0.105782,-0.467,50,25
Topsun Co Ltd,TOP CLASS 505,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,53.38,9.46,64.17,9.95,0.00597,-0.105881,-0.467,50,25
Topsun Co Ltd,TOP CLASS 510,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,53.43,9.55,64.22,10.04,0.006024,-0.105963,-0.467,50,25
Topsun Co Ltd,TOP CLASS 515,Mono-c-Si,"Could not solve, sanity check failed (-33): abs((P - Pmp) / Pmp) > 0.015",mono,53.46,9.63,64.27,10.13,0.006078,-0.106046,-0.467,50,25
Trina Solar,TSM-295DD05H(II),Mono-c-Si,"Could not solve, sanity check failed (-3): Io < 1e-16 || Io > 1e-7",mono,32.1,9.19,39.5,9.65,0.0029336,0,-0.355,40,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
,,,"fail(Nser, positive): 0",multi,0,0,0,0,0,0,0,0,25
