sx,phi,sz
0.0327902,0.981299,-0.00165219
0.0339431,0.934586,-0.00195381
0.0330015,0.916385,-0.00213654
0.0319702,0.895913,-0.00229907
0.0308566,0.873207,-0.00244001
0.0296688,0.848319,-0.00255824
0.0284156,0.821327,-0.00265297
0.0271065,0.792335,-0.00272372
0.0266203,0.745905,-0.00286193
0.0251767,0.713765,-0.0028847
0.023709,0.680169,-0.00288337
0.022229,0.645345,-0.00285892
0.0207481,0.609548,-0.00281263
0.035018,1.01273,2.14423e-018
0.0349632,1.0389,-0.00025246
0.0347991,1.04129,-0.000502533
0.0345267,1.03827,-0.000747856
0.0341474,1.03196,-0.000986105
0.0336634,1.02292,-0.00121502
0.0330774,1.01135,-0.00143244
0.0323931,0.997316,-0.00163632
0.0335505,0.949211,-0.00193621
0.0326183,0.930635,-0.00211718
0.0315975,0.909748,-0.00227812
0.0304953,0.886588,-0.00241762
0.0293196,0.861213,-0.00253461
0.0280794,0.833701,-0.00262828
0.0267841,0.804162,-0.00269817
0.0263108,0.756675,-0.00283593
0.0248822,0.723964,-0.00285826
0.0234301,0.689786,-0.0028567
0.0219659,0.654371,-0.00283223
0.0205011,0.617979,-0.00278611
0.03459,1.02934,2.11803e-018
0.0345358,1.05641,-0.000249993
0.0343734,1.05891,-0.000497619
0.0341038,1.05585,-0.000740531
0.0337285,1.04941,-0.000976425
0.0332495,1.04017,-0.00120306
0.0326698,1.02834,-0.00141829
0.0339835,0.981011,-0.00172072
0.0331548,0.964429,-0.0019182
0.0322321,0.945462,-0.00209738
0.0312218,0.924142,-0.00225668
0.030131,0.900509,-0.00239473
0.0289677,0.874625,-0.00251044
0.0277406,0.846572,-0.00260303
0.0264592,0.816463,-0.00267205
0.0259989,0.767869,-0.00280934
0.0245855,0.734564,-0.00283123
0.023149,0.699778,-0.00282944
0.0217008,0.663748,-0.00280494
0.0202521,0.626738,-0.00275902
0.0341583,1.04664,2.09159e-018
0.0341047,1.07465,-0.000247471
0.033944,1.07728,-0.000492593
0.0336773,1.07418,-0.000733039
0.033306,1.06761,-0.000966524
0.0328321,1.05816,-0.00119083
0.0322586,1.04606,-0.00140382
0.033576,0.997221,-0.00170428
0.0327558,0.980278,-0.00189977
0.0318427,0.960903,-0.00207713
0.0308429,0.93913,-0.00223475
0.0297636,0.915004,-0.00237131
0.0286128,0.888588,-0.00248572
0.027399,0.85997,-0.00257721
0.0261315,0.829267,-0.00264533
0.0256844,0.779511,-0.00278216
0.0242863,0.745587,-0.00280359
0.0228656,0.710168,-0.00280157
0.0214335,0.673497,-0.00277705
0.0200012,0.635844,-0.00273132
0.0337227,1.06468,2.06492e-018
0.0336696,1.0937,-0.00024489
0.0335107,1.09645,-0.000487452
0.0332469,1.09331,-0.000725376
0.0328796,1.0866,-0.000956398
0.0324109,1.07694,-0.00117832
0.0318437,1.06456,-0.00138902
0.0331648,1.01412,-0.00168745
0.0323533,0.996798,-0.00188092
0.0314498,0.976997,-0.0020564
0.0304607,0.954751,-0.00221233
0.0293931,0.930109,-0.00234735
0.0282547,0.903138,-0.00246043
0.0270543,0.87393,-0.0025508
0.025801,0.842605,-0.00261801
0.0253672,0.79163,-0.00275434
0.0239846,0.75706,-0.00277532
0.0225798,0.720981,-0.00277306
0.021164,0.683642,-0.00274853
0.0197481,0.645319,-0.00270299
0.0332829,1.08351,2.03799e-018
0.0332305,1.11358,-0.000242252
0.0330733,1.11648,-0.000482194
0.0328124,1.1133,-0.00071754
0.0324491,1.10643,-0.000946043
0.0319857,1.09655,-0.00116552
0.0314249,1.08388,-0.00137389
0.0327499,1.03175,-0.00167024
0.0319471,1.01403,-0.00186164
0.0310533,0.993785,-0.00203521
0.030075,0.971044,-0.00218939
0.0290191,0.945863,-0.00232286
0.0278934,0.918312,-0.00243458
0.0267065,0.888487,-0.00252379
0.0254675,0.856513,-0.00259008
0.0250472,0.804256,-0.00272589
0.0236802,0.769011,-0.0027464
0.0222915,0.732244,-0.0027439
0.020892,0.694208,-0.00271936
0.0194928,0.655185,-0.00267403
0.0328388,1.10317,2.01079e-018
0.0327869,1.13438,-0.000239553
0.0326315,1.13743,-0.000476817
0.0323735,1.1342,-0.000709525
0.0320144,1.12718,-0.000935453
0.0315563,1.11706,-0.00115244
0.0310018,1.10409,-0.00135841
0.0323309,1.05016,-0.00165263
0.0315368,1.03203,-0.00184192
0.030653,1.01132,-0.00201354
0.0296855,0.988056,-0.00216593
0.0286415,0.96231,-0.00229781
0.0275286,0.934151,-0.00240814
0.0263554,0.903681,-0.00249618
0.0251308,0.871028,-0.00256152
0.0247242,0.817422,-0.0026968
0.023373,0.781473,-0.00271682
0.0220005,0.743986,-0.00271409
0.0206176,0.705223,-0.00268953
0.0192351,0.665469,-0.00264442
0.0323899,1.12372,1.98331e-018
0.0323386,1.15614,-0.000236792
0.032185,1.15936,-0.000471317
0.03193,1.15608,-0.000701327
0.0315751,1.1489,-0.00092462
0.0311223,1.13854,-0.00113905
0.0305743,1.12524,-0.00134258
0.0319077,1.06941,-0.00163462
0.0311225,1.05084,-0.00182175
0.0302486,1.02964,-0.00199136
0.0292921,1.00584,-0.00214194
0.0282601,0.979498,-0.00227219
0.0271602,0.950703,-0.0023811
0.0260007,0.919556,-0.00246794
0.0247907,0.886192,-0.00253231
0.024398,0.831164,-0.00266704
0.0230627,0.794478,-0.00268658
0.0217066,0.75624,-0.0026836
0.0203405,0.716715,-0.00265904
0.018975,0.676198,-0.00261415
0.0319361,1.14523,1.95552e-018
0.0318854,1.17893,-0.000233967
0.0317337,1.18233,-0.000465688
0.0314817,1.17901,-0.000692938
0.0311309,1.17167,-0.000913534
0.0306835,1.16104,-0.00112536
0.0301422,1.14741,-0.00132638
0.0314799,1.08955,-0.00161619
0.0307037,1.07053,-0.00180111
0.0298398,1.04881,-0.00196867
0.0288945,1.02444,-0.00211738
0.0278746,0.997479,-0.00224597
0.0267878,0.968016,-0.00235343
0.0256423,0.93616,-0.00243905
0.0244471,0.90205,-0.00250244
0.0240684,0.845522,-0.0026366
0.0227493,0.808065,-0.00265565
0.0214098,0.769039,-0.00265242
0.0200606,0.728718,-0.00262786
0.0187123,0.687403,-0.0025832
0.0314771,1.16777,1.92742e-018
0.031427,1.20285,-0.000231074
0.0312771,1.20644,-0.000459923
0.0310281,1.20307,-0.000684347
0.0306817,1.19555,-0.000902182
0.0302397,1.18465,-0.00111133
0.029705,1.17067,-0.00130979
0.0310473,1.11065,-0.00159731
0.0302801,1.09115,-0.00177996
0.0294265,1.06889,-0.00194543
0.0284925,1.04392,-0.00209224
0.0274849,1.01631,-0.00221912
0.0264113,0.986145,-0.0023251
0.0252799,0.953544,-0.00240948
0.0240996,0.918653,-0.00247186
0.0237353,0.860539,-0.00260545
0.0224325,0.822274,-0.002624
0.0211098,0.782423,-0.00262053
0.0197777,0.741269,-0.00259596
0.0184468,0.699117,-0.00255155
0.0310124,1.19141,1.89896e-018
0.030963,1.22796,-0.00022811
0.0308149,1.23176,-0.000454019
0.0305691,1.22834,-0.000675546
0.0302269,1.22064,-0.000890554
0.0297905,1.20946,-0.00109697
0.0292626,1.1951,-0.0012928
0.0306096,1.13277,-0.00157797
0.0298517,1.11278,-0.0017583
0.0290084,1.08995,-0.00192163
0.0280858,1.06435,-0.00206648
0.0270906,1.03605,-0.00219163
0.0260305,1.00515,-0.00229609
0.0249134,0.971768,-0.00237919
0.0237482,0.936054,-0.00244055
0.0233985,0.876264,-0.00257356
0.0221122,0.83715,-0.0025916
0.0208065,0.796434,-0.00258788
0.0194918,0.754405,-0.00256332
0.0181784,0.711376,-0.00251916
0.0305419,1.21623,1.87015e-018
0.0304931,1.25437,-0.000225073
0.0303469,1.2584,-0.000447968
0.0301042,1.25493,-0.000666529
0.0297664,1.24703,-0.00087864
0.0293357,1.23555,-0.00108225
0.0288145,1.2208,-0.0012754
0.0301665,1.15601,-0.00155814
0.0294179,1.13548,-0.00173611
0.0285851,1.11206,-0.00189724
0.027674,1.0858,-0.0020401
0.0266915,1.05678,-0.00216346
0.025645,1.0251,-0.00226638
0.0245425,0.990894,-0.00234818
0.0233926,0.954315,-0.00240848
0.0230576,0.892748,-0.0025409
0.0217881,0.852742,-0.00255842
0.0204996,0.811118,-0.00255445
0.0192025,0.768171,-0.0025299
0.0179069,0.724222,-0.002486
0.030065,1.24233,1.84095e-018
0.0300168,1.28217,-0.00022196
0.0298725,1.28644,-0.000441766
0.029633,1.28293,-0.000657286
0.0292997,1.27483,-0.000866428
0.0288747,1.26304,-0.00106717
0.0283605,1.24787,-0.00125756
0.0297177,1.18044,-0.00153783
0.0289785,1.15936,-0.00171336
0.0281563,1.1353,-0.00187224
0.027257,1.10834,-0.00201306
0.0262873,1.07856,-0.0021346
0.0252546,1.04607,-0.00223593
0.0241668,1.01099,-0.0023164
0.0230325,0.973502,-0.00237563
0.0227126,0.910049,-0.00250743
0.02146,0.869106,-0.00252443
0.020189,0.826527,-0.00252021
0.0189097,0.782614,-0.00249567
0.0176322,0.737698,-0.00245205
0.0295814,1.26981,1.81134e-018
0.0295339,1.31148,-0.000218768
0.0293915,1.31603,-0.000435406
0.0291553,1.31246,-0.000647808
0.0288265,1.30416,-0.000853907
0.0284073,1.29202,-0.0010517
0.0279002,1.27642,-0.00123927
0.0292627,1.20617,-0.00151699
0.0285331,1.18449,-0.00169003
0.0277218,1.15977,-0.00184661
0.0268344,1.13207,-0.00198533
0.0258777,1.10149,-0.00210501
0.024859,1.06813,-0.00220473
0.0237862,1.03214,-0.00228383
0.0226677,0.993689,-0.00234197
0.0223631,0.928231,-0.00247314
0.0211277,0.886301,-0.00248961
0.0198744,0.842716,-0.00248513
0.0186132,0.797787,-0.00246062
0.017354,0.751853,-0.00241728
0.0290906,1.29879,1.78129e-018
0.0290438,1.34244,-0.000215493
0.0289034,1.34727,-0.000428883
0.0286705,1.34366,-0.000638087
0.0283463,1.33513,-0.000841064
0.027933,1.32265,-0.00103584
0.0274331,1.30658,-0.00122051
0.0288012,1.23329,-0.00149562
0.0280814,1.21099,-0.0016661
0.027281,1.18556,-0.00182033
0.0264058,1.15708,-0.0019569
0.0254623,1.12565,-0.00207468
0.0244579,1.09138,-0.00217273
0.0234002,1.05443,-0.00225045
0.0222978,1.01496,-0.00230748
0.0220088,0.947365,-0.00243799
0.020791,0.904394,-0.00245392
0.0195557,0.859749,-0.00244919
0.0183128,0.813749,-0.0024247
0.0170722,0.766743,-0.00238166
0.0285923,1.32938,1.75077e-018
0.0285461,1.37518,-0.000212133
0.0284077,1.38033,-0.000422189
0.0281781,1.37668,-0.000628112
0.0278587,1.36791,-0.000827886
0.0274513,1.35506,-0.00101956
0.0269588,1.33849,-0.00120127
0.0283328,1.26193,-0.00147368
0.0276229,1.23897,-0.00164155
0.0268337,1.21279,-0.00179336
0.0259708,1.18349,-0.00192774
0.0250408,1.15116,-0.00204356
0.0240509,1.11592,-0.00213992
0.0230087,1.07794,-0.00221621
0.0219225,1.0374,-0.0022721
0.0216495,0.967532,-0.00240195
0.0204494,0.923461,-0.00241734
0.0192324,0.877696,-0.00241235
0.0180082,0.830566,-0.0023879
0.0167864,0.782429,-0.00234517
0.0280857,1.36174,1.71976e-018
0.0280402,1.40987,-0.000208682
0.027904,1.41537,-0.000415314
0.0276778,1.41167,-0.000617868
0.0273631,1.40266,-0.000814354
0.0269619,1.3894,-0.00100285
0.0264768,1.37232,-0.00118151
0.0278569,1.29221,-0.00145116
0.0271572,1.26855,-0.00161634
0.0263794,1.24159,-0.00176566
0.0255291,1.21141,-0.0018978
0.0246128,1.17813,-0.00201161
0.0236376,1.14187,-0.00210624
0.0226111,1.10281,-0.00218108
0.0215416,1.06113,-0.00223581
0.0212849,0.988819,-0.00236499
0.0201029,0.943585,-0.00237981
0.0189045,0.896636,-0.00237457
0.0176992,0.848311,-0.00235016
0.0164966,0.798978,-0.00230776
0.0275705,1.39603,1.68821e-018
0.0275257,1.44668,-0.000205138
0.0273916,1.45256,-0.000408254
0.0271689,1.44883,-0.000607348
0.0268591,1.43956,-0.000800458
0.0264642,1.42588,-0.000985687
0.0259867,1.40824,-0.00116122
0.0273732,1.32431,-0.00142803
0.0266838,1.2999,-0.00159045
0.0259176,1.2721,-0.00173723
0.0250801,1.24099,-0.00186706
0.0241778,1.20669,-0.00197882
0.0232176,1.16935,-0.00207167
0.0222072,1.12913,-0.00214503
0.0211546,1.08625,-0.00219857
0.0209145,1.01133,-0.00232704
0.0197509,0.96486,-0.00234131
0.0185714,0.916656,-0.00233581
0.0173855,0.867066,-0.00231145
0.0162024,0.816466,-0.00226939
0.0270461,1.43242,1.65609e-018
0.027002,1.48583,-0.000201497
0.02687,1.49214,-0.000401001
0.0266509,1.48836,-0.00059654
0.0263461,1.47881,-0.000786183
0.0259575,1.46469,-0.000968059
0.0254878,1.44646,-0.00114038
0.026881,1.35837,-0.00140427
0.0262022,1.33317,-0.00156386
0.0254478,1.30447,-0.00170804
0.0246234,1.27237,-0.0018355
0.0237353,1.237,-0.00194516
0.0227905,1.1985,-0.00203619
0.0217964,1.15706,-0.00210802
0.0207611,1.11289,-0.00216036
0.0205381,1.03516,-0.0022881
0.0193933,0.98739,-0.00230179
0.0182331,0.937856,-0.00229604
0.0170668,0.886923,-0.00227174
0.0159035,0.834981,-0.00223003
0.0265117,1.47112,1.62337e-018
0.0264683,1.52755,-0.000197753
0.0263385,1.53432,-0.000393544
0.0261231,1.53051,-0.000585429
0.0258234,1.52068,-0.000771507
0.0254414,1.50608,-0.000949938
0.0249796,1.48722,-0.00111897
0.0263798,1.3946,-0.00137984
0.0257118,1.36856,-0.00153653
0.0249695,1.3389,-0.00167803
0.0241585,1.30575,-0.00180306
0.023285,1.26922,-0.00191057
0.0223558,1.22949,-0.00199974
0.0213785,1.18675,-0.00207001
0.0203607,1.14121,-0.00212111
0.0201552,1.06046,-0.00224811
0.0190295,1.0113,-0.00226123
0.017889,0.960348,-0.00225522
0.0167427,0.907988,-0.00223099
0.0155997,0.8634,-0.00218966
0.0259667,1.51237,1.59e-018
0.0259241,1.5721,-0.0001939
0.0257965,1.5794,-0.000385869
0.0255848,1.57556,-0.000573994
0.0252904,1.56542,-0.000756405
0.0249151,1.55032,-0.000931291
0.0244615,1.53077,-0.00109693
0.025869,1.43321,-0.0013547
0.025212,1.40627,-0.0015084
0.0244821,1.37559,-0.00164715
0.0236848,1.34131,-0.00176969
0.0228262,1.30356,-0.00187499
0.0219131,1.26251,-0.00196225
0.0209528,1.21837,-0.00203094
0.019953,1.17137,-0.00208077
0.0197654,1.08736,-0.00220703
0.0186592,1.03672,-0.00221956
0.0175387,0.984259,-0.0022133
0.0164129,0.93038,-0.00218915
0.0152906,0.884925,-0.00214821
0.0254103,1.55642,1.55593e-018
0.0253684,1.61981,-0.000189935
0.0252432,1.62768,-0.00037797
0.0250353,1.62382,-0.000562226
0.0247463,1.61335,-0.000740864
0.0243779,1.59771,-0.000912105
0.0239326,1.57744,-0.00107425
0.0253478,1.47446,-0.00132884
0.0247022,1.44655,-0.00147947
0.0239849,1.41478,-0.00161539
0.0232016,1.37929,-0.00173537
0.0223583,1.34023,-0.00183841
0.0214616,1.29777,-0.00192371
0.0205188,1.25213,-0.00199077
0.0195375,1.20357,-0.00203931
0.0193682,1.11603,-0.00216477
0.018282,1.0638,-0.00217671
0.017182,1.00973,-0.00217021
0.0160771,0.9652,-0.00214614
0.0149759,0.90791,-0.00210562
0.0248417,1.6036,1.52111e-018
0.0248006,1.67101,-0.00018585
0.0246778,1.67954,-0.000369834
0.0244739,1.67566,-0.000550106
0.0241903,1.66485,-0.000724859
0.023829,1.64862,-0.000892347
0.0233923,1.62757,-0.00105091
0.0248155,1.51864,-0.0013022
0.0241815,1.48969,-0.00144968
0.0234773,1.45675,-0.00158269
0.0227084,1.41995,-0.00170005
0.0218807,1.37948,-0.00180075
0.0210008,1.33551,-0.00188405
0.0200759,1.28827,-0.00194944
0.0191135,1.25608,-0.00199666
0.018963,1.14666,-0.00212132
0.0178973,1.09273,-0.00213265
0.0168183,1.04963,-0.00212591
0.0157348,0.991661,-0.00210194
0.0146551,0.932483,-0.00206186
0.0242599,1.65425,1.48549e-018
0.0242197,1.72613,-0.000181639
0.0240993,1.73539,-0.000361447
0.0238995,1.73151,-0.000537612
0.0236216,1.72033,-0.000708361
0.0232675,1.70347,-0.000871982
0.0228397,1.68159,-0.00102684
0.0242714,1.56608,-0.00127475
0.0236493,1.53601,-0.00141897
0.0229585,1.5018,-0.001549
0.0222043,1.46361,-0.00166365
0.0213926,1.42162,-0.00176197
0.0205301,1.37602,-0.00184321
0.0196235,1.34754,-0.00190689
0.0186804,1.29488,-0.00195276
0.0185494,1.17946,-0.0020766
0.0175046,1.13835,-0.00208733
0.0164471,1.07994,-0.00208034
0.0153854,1.01985,-0.00205649
