Manufacturer,Model,Technology,Message
Jinko Solar Co._ Ltd,JKMS335M-60HL-TI-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM340M-60HBL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM340M-60HBL-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM340M-60HL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM340M-60HL-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM340M-60HL-TV,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM340PP-72H,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM340PP-72H-V,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS340M-60HBL-MX3,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS340M-60HBL-MX3-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS340M-60HBL-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS340M-60HBL-TI-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS340M-60HL-MX3,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS340M-60HL-MX3-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS340M-60HL-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS340M-60HL-TI-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM345M-60HBL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM345M-60HBL-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM345M-60HL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM345M-60HL-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM345PP-72H,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM345PP-72H-V,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM350M-60HL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM350M-60HL-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM350PP-72H,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM350PP-72H-V,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM355M-72H,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM355PP-72H,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM355PP-72H-V,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM360M-6RL3-TV,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM360M-72H,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM360PP-72H,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM360PP-72H-V,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM365M-6RL3,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM365M-6RL3-TV,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM365M-6RL3-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM365M-72H,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM365M-72HB,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM365M-72HB-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM365M-72H-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM365PP-72H,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM365PP-72H-V,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM370M-6RL3,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM370M-6RL3-TV,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM370M-6RL3-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM370M-72H,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM370M-72HB,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM370M-72HBL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM370M-72HBL-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM370M-72HB-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM370M-72H-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM370PP-72H,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM370PP-72H-V,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-6RL3,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-6RL3-TV,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-6RL3-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72H,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HB,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HBL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HBL-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HL-BDVP,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HL-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HL-TV,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HL-TV-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HL-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HL-V-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS375M-72HL-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS375M-72HL-TI-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS375M-72HL-V-MX3,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS375M-72HL-V-MX3-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS375M-72HL-V-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS375M-72HL-V-TI-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-6RL3,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-6RL3-TV,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-6RL3-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72H,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HB,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HBL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HBL-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HB-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HL-BDVP,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HL-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HL-TV,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HL-TV-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HL-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HL-V-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72H-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS380M-72HL-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS380M-72HL-TI-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS380M-72HL-V-MX3,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS380M-72HL-V-MX3-Q,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS380M-72HL-V-TI,Mono-c-Si,"could not solve, check inputs"
